ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Code #,content,unk,directed,hashtag,geocode,source,,,,
,,,,,,,,,,,,pic.twitter.com/jfdksfoned
,0.5490882127,14640,cmento535,,9/4/17,9/4/2017 0:00,1:30:00 PM,0,0,,,Are u sure there aren't any American democrats n their foot soldiers there stoking this violence? This mirrors the tactics of the left.,,,,9.05E+17,https://twitter.com/cmento535/status/904758626841124864,,,,
,0.0563652498,19746,emmavrakis,,9/20/17,9/20/2017 0:00,2:38:00 PM,5,5,,,FL farmers recover after #HurricaneIrma . Some have lost 30% of their crops. My coverage with @WUFTNews : https://www. wuft.org/news/2017/09/2 0/north-central-florida-farmers-recovering-amid-crop-loss-from-irma/ â€¦,,@WUFTNews,#HurricaneIrma,9.11E+17,https://twitter.com/emmavrakis/status/910573893211054080,,,,
,0.4660579816,55123,StromvotedProud,,9/9/17,9/9/2017 0:00,5:53:00 AM,0,0,,,. @FOX29WFLX,,@FOX29WFLX,,9.06E+17,https://twitter.com/StromvotedProud/status/906455394498732032,,,,
,0.709794635,34856,LBisogne,,9/21/17,9/21/2017 0:00,7:39:00 AM,0,0,,,May he RIP,,,,9.11E+17,https://twitter.com/LBisogne/status/910830804103708672,,,,
,0.8162271891,01648,10NewsWTSP,,9/9/17,9/9/2017 0:00,10:49:00 PM,0,0,,,"Hi Jacob, 10News in Tampa. Would you be interested in talking to us about what you're seeing in Key West? Stay safe!",,,,9.07E+17,https://twitter.com/10NewsWTSP/status/906711106265251840,,,,
,0.0332081897,31576,JRHansen4,,9/30/17,9/30/2017 0:00,12:42:00 PM,0,0,,,Are there any plans for a search needing volunteers?,,,,9.14E+17,https://twitter.com/JRHansen4/status/914168474687217664,,,,
,0.8813116148,61471,Wexplorations,,9/2/17,9/2/2017 0:00,6:46:00 AM,0,0,,,I think they'd win. And set a nice precedent against allowing hate speech to have an open season here. It's a problem we need to fix.,,,,9.04E+17,https://twitter.com/Wexplorations/status/903932179843088384,,,,
,0.4859107648,22474,FOX10News,,9/4/17,9/4/2017 0:00,1:08:00 AM,2,5,,,101-year-old rescued from Harvey thankful to be in Daphne with family http://www. fox10tv.com/story/36282660 /101-year-old-rescued-from-harvey-thankful-to-be-in-daphne-with-family â€¦,,,,9.05E+17,https://twitter.com/FOX10News/status/904571731767123968,,,,
,0.3134754953,27760,istaff4you,,9/10/17,9/10/2017 0:00,1:01:00 PM,0,0,,,Down power lines dangerous,,,,9.07E+17,https://twitter.com/istaff4you/status/906925665265623040,,,,
,0.7010933582,66994,X1023FM,,9/12/17,9/12/2017 0:00,2:18:00 PM,0,0,,,Florida Department of Health is working on it. Washington Post did a big story yesterday on this. https://www. washingtonpost.com/news/powerpost /paloma/the-health-202/2017/09/11/the-health-202-mosquitoes-carbon-monoxide-and-chemicals-are-big-post-irma-health-concerns/59b59f6d30fb045176650be9/?hpid=hp_hp-top-table-main_health202-845a%3Ahomepage%2Fstory&utm_term=.c98097e1051e&tid=sm_tw â€¦,,,,9.08E+17,https://twitter.com/X1023FM/status/907669754537762816,,,,
,0.9835665562,08736,Bobby_L,,9/10/17,9/10/2017 0:00,3:28:00 PM,0,0,,,Eric Glasser and I are safe and looking out for Downtown Tampa during #Irma . Tune in @10NewsWTSP â€¦ https://www. instagram.com/p/BY30vLCljUW/,,@10NewsWTSP,#Irma,9.07E+17,https://twitter.com/Bobby_L/status/906962705306841088,,,,
,0.7304177215,43087,nealcobb67,,9/9/17,9/9/2017 0:00,7:52:00 PM,0,2,,,much more than disgusting my friend..sickens my gut..and blood boil..thiers a place that awaits these humans..,,,,9.07E+17,https://twitter.com/nealcobb67/status/906666630385737734,,,,
,0.2321802316,53485,Slapa92,,9/8/17,9/8/2017 0:00,10:24:00 AM,0,0,,,De pinga,,,,9.06E+17,https://twitter.com/Slapa92/status/906161417149177856,,,,
,0.0043355893,58018,TommyGunnzBruh,,9/5/17,9/5/2017 0:00,8:13:00 AM,2,57,,,Stay strong Florida,,,,9.05E+17,https://twitter.com/TommyGunnzBruh/status/905041123600715777,,,,
,0.1913559333,67662,zeusavari,,9/26/17,9/26/2017 0:00,6:15:00 AM,0,0,,,. @comcast #comcastoutage #day18 missed self imposed deadlines by weeks. Still extending deadlines. Need @WSVN @miamiherald to look into it,,@comcast @WSVN @miamiherald,#comcastoutage #day18,9.13E+17,https://twitter.com/zeusavari/status/912621690580021249,,,,
,0.8405601436,27000,iamfee_,,9/15/17,9/15/2017 0:00,12:57:00 PM,0,0,,,I went to school with him pic.twitter.com/MYRhz6Xacs,,,,9.09E+17,https://twitter.com/iamfee_/status/908736576494227458,,,,
,0.0681878658,60976,WCTV,,9/15/17,9/15/2017 0:00,5:05:00 PM,0,1,,,Valdosta man arrested after allegedly hitting woman on moped while driving under the influence http://www. wctv.tv/content/news/V aldosta-man-arrested-after-allegedly-hitting-woman-on-moped-while-driving-under-the-influence-444732003.html â€¦,,,,9.09E+17,https://twitter.com/WCTV/status/908799053328273408,,,,
,0.0400740853,01381,10NewsWTSP,,9/13/17,9/13/2017 0:00,12:05:00 PM,1,2,,,Need a break from Irma? Here are a few things you can do http:// on.wtsp.com/2h3ukYX pic.twitter.com/dfDO3mj1j8,,,,9.08E+17,https://twitter.com/10NewsWTSP/status/907998585089937413,,,,
,0.1134694499,66618,WUFTNews,,9/13/17,9/13/2017 0:00,12:14:00 PM,1,6,,,Over 90% of @GRU4U customers have power restored. Out-of-state crews are helping with work in Alachua and Marion counties.,,@GRU4U,,9.08E+17,https://twitter.com/WUFTNews/status/908001047263760384,,,,
,0.38046561,40102,michael381983,,9/30/17,9/30/2017 0:00,8:25:00 AM,0,0,,,"@jenepsteinfox13 Birdie just woke up, saw you, and asked what day it was. It's a beautiful day in @FOX13News pic.twitter.com/QmWoGh0FIw",,@jenepsteinfox13 @FOX13News,,9.14E+17,https://twitter.com/michael381983/status/914103857386582017,,,,
,0.9499336947,24815,gmo_free_living,,9/9/17,9/9/2017 0:00,11:54:00 PM,0,7,,,Hunker down sweet parrots. I wish I could rescue you and all your wild released friends.,,,,9.07E+17,https://twitter.com/gmo_free_living/status/906727436913713152,,,,
,0.6086583813,13500,cheryl0213,,9/7/17,9/7/2017 0:00,8:06:00 PM,0,0,,,scariest book I ever read - not sure I can handle the movie!!,,,,9.06E+17,https://twitter.com/cheryl0213/status/905945350749466624,,,,
,0.5875384688,24073,GaryDetmanNews,,9/6/17,9/6/2017 0:00,4:12:00 PM,0,0,,,"No worries, we know you're doing your best.",,,,9.06E+17,https://twitter.com/GaryDetmanNews/status/905524218657464320,,,,
,0.4636948505,36797,luckykc040,,9/9/17,9/9/2017 0:00,8:56:00 AM,0,2,,,@CBS12 @you did a great job of keeping us informed.. Thank you!,,@CBS12 @you,,9.07E+17,https://twitter.com/luckykc040/status/906501674663104512,,,,
,0.4083972606,42777,NadeenNews6,,9/5/17,9/5/2017 0:00,12:16:00 PM,11,3,,,NOW: There's also a lot of traffic around stores where you can pick up supplies - just be patient & be prepared @news6wkmg #HurricaneIrma pic.twitter.com/b4QGVPqGJa â€“ bei Costco,,@news6wkmg,#HurricaneIrma,9.05E+17,https://twitter.com/NadeenNews6/status/905102384573140992,,,,
,0.9181504295,10013,buttonsdanielle,,9/8/17,9/8/2017 0:00,3:43:00 PM,0,0,,,Someone save them please,,,,9.06E+17,https://twitter.com/buttonsdanielle/status/906241638690947072,,,,
,0.9857940633,30717,JoelB0017,,9/10/17,9/10/2017 0:00,2:55:00 PM,0,1,,,Cancel school,,,,9.07E+17,https://twitter.com/JoelB0017/status/906954319496466432,,,,
,0.5042363154,39022,MaxMaxlinder49,,9/10/17,9/10/2017 0:00,12:48:00 AM,0,0,,,Disgusting people.,,,,9.07E+17,https://twitter.com/MaxMaxlinder49/status/906741189482651648,,,,
,0.8130257205,59116,UCFMike21,,9/10/17,9/10/2017 0:00,12:29:00 PM,1,4,,,Rather football than hear the guy say the same thing over and over,,,,9.07E+17,https://twitter.com/UCFMike21/status/906917539883765760,,,,
,0.8460331755,27873,Itsallgood020,,9/11/17,9/11/2017 0:00,9:49:00 AM,0,0,,,My parents can't off of their street to see around the neighborhood. Said the streets are completely flooded. No power yet either.,,,,9.07E+17,https://twitter.com/Itsallgood020/status/907239686724349953,,,,
,0.3427660646,32312,kaluhaavp1,,9/10/17,9/10/2017 0:00,12:08:00 PM,0,0,,,Hi Kaluha with @UpstateAllstarz @themusiccombine to share ?,,@UpstateAllstarz @themusiccombine,,9.07E+17,https://twitter.com/kaluhaavp1/status/906912150307864576,,,,
,0.2356605878,42749,NadeenNews6,,9/8/17,9/8/2017 0:00,1:46:00 PM,1,2,,,NOW: @SenBillNelson is @BrevardEOC - news conference starts in 15 min. We will live stream @news6wkmg http:// clickorlando.com pic.twitter.com/gUVGuGyAsb,,@SenBillNelson @BrevardEOC @news6wkmg,,9.06E+17,https://twitter.com/NadeenNews6/status/906212044617207816,,,,
,0.950121715,18797,drop_giveme20,,9/5/17,9/5/2017 0:00,3:24:00 PM,0,0,,,Preparation time...,,,,9.05E+17,https://twitter.com/drop_giveme20/status/905149704618561537,,,,
,0.2718223852,39432,MelissaKMarrero,,9/10/17,9/10/2017 0:00,11:03:00 AM,0,1,,,Please let Broward schools open on Tuesday! My kids are driving me crazy! pic.twitter.com/XWjN7dGbCs,,,,9.07E+17,https://twitter.com/MelissaKMarrero/status/906896008067665921,,,,
,0.4158455364,06963,AviaWillRBLX,,9/11/17,9/11/2017 0:00,4:10:00 PM,0,0,,,Df,,,,9.07E+17,https://twitter.com/AviaWillRBLX/status/907335475458985984,,,,
,0.6416892321,57721,timp718,,9/9/17,9/9/2017 0:00,4:28:00 PM,0,0,,,@WPLGLocal10 @weatherchannel #HurricaneIrma pic.twitter.com/H0mp0o84d4,,@WPLGLocal10 @weatherchannel,#HurricaneIrma,9.07E+17,https://twitter.com/timp718/status/906615340381110283,,,,
,0.1216186422,19538,Elizabeth_S3803,,9/15/17,9/15/2017 0:00,4:11:00 PM,0,1,,,Awesome!!! If they don't name the baby Duke will the lines get cut?,,,,9.09E+17,https://twitter.com/Elizabeth_S3803/status/908785461530910720,,,,
,0.2323977223,20868,EvanAxelbank,,9/5/17,9/5/2017 0:00,4:43:00 PM,7,13,,,"Gas station on Howard says they have sold 3,000 gallons in last three hours, whereas they normally sell 400. #HurricaineIrma @FOX13News",,@FOX13News,#HurricaineIrma,9.05E+17,https://twitter.com/EvanAxelbank/status/905169500324192257,,,,
,0.0618003401,15242,COVERGIRL_SHINE,,9/10/17,9/10/2017 0:00,8:58:00 PM,0,0,,,Idiots,,,,9.07E+17,https://twitter.com/COVERGIRL_SHINE/status/907045728974974977,,,,
,0.1664829519,28163,JaceyBirch,,9/14/17,9/14/2017 0:00,9:42:00 AM,0,1,,,YAYYYYYYY,,,,9.08E+17,https://twitter.com/JaceyBirch/status/908325096590385152,,,,
,0.0355397444,07347,barrycunningham,,9/9/17,9/9/2017 0:00,3:50:00 PM,0,0,,,You too...how are we gonna see the game?,,,,9.07E+17,https://twitter.com/barrycunningham/status/906605838172860416,,,,
,0.2388992917,50810,RyanWard76,,9/9/17,9/9/2017 0:00,8:31:00 PM,1,4,,,No one can say that people didn't offer! pic.twitter.com/LeNnLhOu36,,,,9.07E+17,https://twitter.com/RyanWard76/status/906676489252458501,,,,
,0.6390159769,65118,WPTV,,9/4/17,9/4/2017 0:00,2:30:00 PM,6,7,,,2 p.m. update: Category 3 Hurricane Irma packing 120 mph winds http:// bit.ly/2wyV2BQ,,,,9.05E+17,https://twitter.com/WPTV/status/904773622698577920,,,,
,0.8388860379,45532,Oktoberzveryown,,9/29/17,9/29/2017 0:00,11:14:00 AM,0,3,,,pic.twitter.com/diDwYoJgeh,,,,9.14E+17,https://twitter.com/Oktoberzveryown/status/913783954968399872,,,,
,0.9840207958,60184,wallacla_lisa,,9/10/17,9/10/2017 0:00,12:50:00 PM,0,3,,,Please bring your correspondents inside!!!! Why do they need to report while standing in the wind!!! #Dontberidiculous !,,,#Dontberidiculous,9.07E+17,https://twitter.com/wallacla_lisa/status/906922909943431168,,,,
,0.8257801499,07788,bellygang77,,9/13/17,9/13/2017 0:00,9:07:00 PM,0,0,,,Want to thank @WPTV @WxLadyFelicia for great #IrmaHurricane2017 coverage. Very informative and reliable,,@WPTV @WxLadyFelicia,#IrmaHurricane2017,9.08E+17,https://twitter.com/bellygang77/status/908135050243395584,,,,
,0.7915050233,59540,valoreejb,,9/8/17,9/8/2017 0:00,6:39:00 PM,0,7,,,@mysuncoast @MCGPublicSafety Please do your information over with a real QUALIFIED interpreter! Crucial info lost!,,@mysuncoast @MCGPublicSafety,,9.06E+17,https://twitter.com/valoreejb/status/906286004822306816,,,,
,0.8800589275,35484,lilvvvvv,,9/10/17,9/10/2017 0:00,3:40:00 PM,0,0,,,u sell em and now u can feed ur baby brother whos hungry,,,,9.07E+17,https://twitter.com/lilvvvvv/status/906965553377673218,,,,
,0.344570798,67238,YaremiNEWS,,9/8/17,9/8/2017 0:00,8:39:00 PM,0,2,,,Here are the items you should bring with you if you plan to go to a #shelter @CBS12 #hurricaneirma2017 pic.twitter.com/rKo3ls7VBf,,@CBS12,#shelter #hurricaneirma2017,9.06E+17,https://twitter.com/YaremiNEWS/status/906315992732663809,,,,
,0.4292455457,18209,dollmeupbyangie,,9/10/17,9/10/2017 0:00,1:56:00 PM,0,0,,,. @wsvn on #Periscope : Live continuous coverage of Hurricane Irma https://www. pscp.tv/w/bIQivzF3QkVB ZERQSk1aalB8MW1uR2VtT3JrTXFHWCgVwj_eiBNjq_S-YagLYZlRQNbPJHVlPGiGMmpNJci0 â€¦,,@wsvn,#Periscope,9.07E+17,https://twitter.com/dollmeupbyangie/status/906939571274907649,,,,
,0.5818444404,64027,WPTV,,9/5/17,9/5/2017 0:00,11:02:00 PM,22,15,,,Category 5 Hurricane Irma's winds at 185 mph with higher gusts. Closer to Leeward Islands: http:// bit.ly/2iZk6wY pic.twitter.com/3DDxpuYnyE,,,,9.05E+17,https://twitter.com/WPTV/status/905265010217291777,,,,
,0.1527317573,59835,vietnamranger75,,9/12/17,9/12/2017 0:00,9:09:00 AM,0,0,,,Except in se psl.,,,,9.08E+17,https://twitter.com/vietnamranger75/status/907591892430442496,,,,
,0.521836828,67702,zippybhoy,,9/11/17,9/11/2017 0:00,3:36:00 AM,0,0,,,"brilliant ,the government rob us everyday so a couple pairs of adidas won't go a miss.",,,,9.07E+17,https://twitter.com/zippybhoy/status/907145795694219264,,,,
,0.0925266587,11621,CBS12,,9/18/17,9/18/2017 0:00,11:07:00 AM,4,5,,,#BREAKING Hurricane Maria intensifies into a category 3 hurricane with 120 mph winds. http:// bit.ly/2xbKg3l pic.twitter.com/RZXvcNOadk,,,#BREAKING,9.10E+17,https://twitter.com/CBS12/status/909795979192303619,,,,
,0.6003794421,40919,MizCoretta,,9/10/17,9/10/2017 0:00,11:26:00 PM,0,0,,,Yes indeed,,,,9.07E+17,https://twitter.com/MizCoretta/status/907082773181210624,,,,
,0.0760051018,24509,GideonApe,,9/10/17,9/10/2017 0:00,10:45:00 AM,1,4,,,Man! And there are 24 more around the area.,,,,9.07E+17,https://twitter.com/GideonApe/status/906891340411277312,,,,
,0.0690433307,44394,NewsGuyGreg,,9/21/17,9/21/2017 0:00,5:43:00 AM,3,0,,,Look close! FHP needs help to find suspect in deadly hit and run crash http:// cbs12.com/news/local/fhp -shares-video-of-possible-driver-in-fatal-hit-and-run-crash â€¦ @CBS12 pic.twitter.com/CBz4XdzTvj,,@CBS12,,9.11E+17,https://twitter.com/NewsGuyGreg/status/910801621784961025,,,,
,0.8882320834,15523,Crystal75F,,9/7/17,9/7/2017 0:00,10:18:00 AM,0,0,,,Thank you FPL !!,,,,9.06E+17,https://twitter.com/Crystal75F/status/905797465907105792,,,,
,0.9501580475,42168,mysuncoast,,9/29/17,9/29/2017 0:00,3:10:00 PM,0,0,,,The new cards will have important updated information: https:// buff.ly/2k6YjE8,,,,9.14E+17,https://twitter.com/mysuncoast/status/913843348070379521,,,,
,0.970922173,55600,SuzanneBoyd,,9/8/17,9/8/2017 0:00,10:57:00 AM,4,6,,,#Breaking 11am Friday track shifts #HurricaneIrma more west and the storm has slowed down. That will delay impacts to us. @CBS12 pic.twitter.com/qIy2F2mcF7,,@CBS12,#Breaking #HurricaneIrma,9.06E+17,https://twitter.com/SuzanneBoyd/status/906169625712500736,,,,
,0.2540781702,53136,ShonaKeir,,9/10/17,9/10/2017 0:00,1:37:00 PM,0,0,,,Thank you.,,,,9.07E+17,https://twitter.com/ShonaKeir/status/906934721669722112,,,,
,0.3377974795,53507,Slave4AT,,9/25/17,9/25/2017 0:00,1:53:00 PM,0,0,,,Keep calm. It's only war of words.,,,,9.12E+17,https://twitter.com/Slave4AT/status/912374608682201088,,,,
,0.4708208004,15335,Crampa6,,9/13/17,9/13/2017 0:00,1:33:00 PM,0,0,,,U have my vote.,,,,9.08E+17,https://twitter.com/Crampa6/status/908020843132923906,,,,
,0.3673405363,59332,UrgentNews5,,9/9/17,9/9/2017 0:00,10:03:00 PM,0,2,,,Strongest rain and winds we've seen all day #hurricaneIrma @WPLGLocal10 pic.twitter.com/FK7cIdpvJH,,@WPLGLocal10,#hurricaneIrma,9.07E+17,https://twitter.com/UrgentNews5/status/906699721523286016,,,,
,0.3018794216,48288,RaggityAnni,,9/10/17,9/10/2017 0:00,5:39:00 PM,0,2,,,"So funny to see horse walking through the house, taking it all in. Will probably want to make a habit of this.He looks very interested!",,,,9.07E+17,https://twitter.com/RaggityAnni/status/906995625488560128,,,,
,0.1995105274,54113,spookybob123,,9/19/17,9/19/2017 0:00,1:26:00 AM,0,1,,,"Lol we didn't do anything in school, u should've just cancelled it",,,,9.10E+17,https://twitter.com/spookybob123/status/910012093339963393,,,,
,0.5732722858,17174,DebK33,,9/12/17,9/12/2017 0:00,1:17:00 PM,0,0,,,They don't even care about lines down! There's a line down in our yard & 2 attached to pole but drooping onto the street 2 blocks away,,,,9.08E+17,https://twitter.com/DebK33/status/907654436109131776,,,,
,0.3832572413,30193,jimbearNJ,,9/11/17,9/11/2017 0:00,1:34:00 PM,0,0,,,Guess we aren't in Texas anymore.,,,,9.07E+17,https://twitter.com/jimbearNJ/status/907296285249753088,,,,
,0.0355450852,39214,MDNowUrgentCare,,9/7/17,9/7/2017 0:00,7:59:00 PM,0,1,,,"For immediate medical care, we're OPEN Fri 8a-8p, will re-open Mon @11a. Closed Sat, Sun. @WPTV @WPBF25News @wsvn @WPLGLocal10 @CBSMiami",,@11a @WPTV @WPBF25News @wsvn @WPLGLocal10 @CBSMiami,,9.06E+17,https://twitter.com/MDNowUrgentCare/status/905943629407059968,,,,
,0.4940147209,39670,MerrisBadcock,,9/9/17,9/9/2017 0:00,6:15:00 PM,4,3,,,"If you see an animal tied up outside, officials say rescue it ONLY if it is SAFE to do so. http:// bit.ly/2vW2Tef @WPTV #HurricaneIrma pic.twitter.com/C7oUd9hQZt",,@WPTV,#HurricaneIrma,9.07E+17,https://twitter.com/MerrisBadcock/status/906642148082233354,,,,
,0.7552403806,41092,Mnkygrl0384,,9/14/17,9/14/2017 0:00,6:04:00 PM,0,0,,,malpractice,,,,9.08E+17,https://twitter.com/Mnkygrl0384/status/908451511210045440,,,,
,0.0527531289,05749,ann_keil,,9/8/17,9/8/2017 0:00,5:45:00 AM,26,15,,,Hollywood: n. federal hwy & sheridan. @Publix will open by 7am. employees say they have water. group lined up outside. @wsvn #HurricaneIrma pic.twitter.com/lYaYtutlOY,,@Publix @wsvn,#HurricaneIrma,9.06E+17,https://twitter.com/ann_keil/status/906091003425284100,,,,
,0.9928903602,57221,theonygaran,,9/10/17,9/10/2017 0:00,10:47:00 PM,0,0,,,Awww,,,,9.07E+17,https://twitter.com/theonygaran/status/907073089871269888,,,,
,0.8833717608,26922,HurricaneStiz,,9/6/17,9/6/2017 0:00,12:00:00 PM,0,1,,,"I was driving nonstop from Detroit to Miami, listening to you play the Michael Irvin speech over and over.",,,,9.05E+17,https://twitter.com/HurricaneStiz/status/905460728550785024,,,,
,0.3795369283,62237,WPLGLocal10,,9/26/17,9/26/2017 0:00,9:19:00 PM,9,19,,,Annette TaddeoÂ wins special election to fill Senate seat vacated by Frank Artiles http:// bit.ly/2wRYvx7?utm_me dium=social&utm_source=twitter_WPLGLocal10 â€¦ pic.twitter.com/rcSUntIlQy,,,,9.13E+17,https://twitter.com/WPLGLocal10/status/912849067889319936,,,,
,0.0708927683,14813,colin_kovacs,,9/11/17,9/11/2017 0:00,11:33:00 AM,0,0,,,Who knew turds could run?,,,,9.07E+17,https://twitter.com/colin_kovacs/status/907265730411847680,,,,
,0.0507787697,66378,wsvn,,9/4/17,9/4/2017 0:00,11:08:00 PM,2,4,,,#HelpMeHoward Religious Email: Employee can't reference God in email signature http:// wsvn.com/news/help-me-h oward/religious-email-employee-cant-reference-god-in-email-signature/ â€¦ pic.twitter.com/Np0SkCeO4N,,,#HelpMeHoward,9.05E+17,https://twitter.com/wsvn/status/904904002906804228,,,,
,0.2870405158,03119,abadinfluenz,,9/10/17,9/10/2017 0:00,12:48:00 PM,0,0,,,Oh My! Miami's fidget spinner has snapped! Wow!,,,,9.07E+17,https://twitter.com/abadinfluenz/status/906922395042271232,,,,
,0.7457466791,30249,jimthompson7960,,9/14/17,9/14/2017 0:00,5:06:00 PM,0,0,,,"Send a freakin' truck to cutler bay. In fact, send 2. We are dying here.",,,,9.08E+17,https://twitter.com/jimthompson7960/status/908436761847767048,,,,
,0.8715987283,60788,WCTV,,9/26/17,9/26/2017 0:00,2:03:00 PM,1,2,,,BREAKING NEWS: A man has been charged with murder in connection to a fatal shooting in Tallahassee over the weekend. http:// bit.ly/2fMvqsv pic.twitter.com/8JIFvcssmx,,,,9.13E+17,https://twitter.com/WCTV/status/912739338659737605,,,,
,0.2947482596,17344,Delivercharity,,9/11/17,9/11/2017 0:00,5:51:00 PM,0,0,,,@CBSMiami @CBSNews @nbc6 @NBCNews @wsvn @FoxNews @WPLGLocal10 @ABC https:// twitter.com/Delivercharity /status/907226334396600326 â€¦,,@CBSMiami @CBSNews @nbc6 @NBCNews @wsvn @FoxNews @WPLGLocal10 @ABC,,9.07E+17,https://twitter.com/Delivercharity/status/907360958590455808,,,,
,0.3240538,59504,valarieredeemed,,9/4/17,9/4/2017 0:00,1:03:00 PM,0,0,,,Special request to Irma...stay out over the ocean!,,,,9.05E+17,https://twitter.com/valarieredeemed/status/904751799986507776,,,,
,0.9563378554,09887,BucknerDonna,,9/21/17,9/21/2017 0:00,10:47:00 PM,0,0,,,Certified by what agency?,,,,9.11E+17,https://twitter.com/BucknerDonna/status/911059423853936641,,,,
,0.7607842275,24716,GlennaOn10,,9/10/17,9/10/2017 0:00,10:39:00 AM,42,30,,,Crane on #Miami hi-rise breaking apart (supposedly built to withstand storm?) #Police not responding b/c dangerous conditions @WPLGLocal10 pic.twitter.com/24hguMr8hx,,@WPLGLocal10,#Miami #Police,9.07E+17,https://twitter.com/GlennaOn10/status/906889761218023424,,,,
,0.5351053927,27665,irischad777,,9/30/17,9/30/2017 0:00,2:36:00 PM,0,0,,,Very scary please karma expose all these pigs! One by one!,,,,9.14E+17,https://twitter.com/irischad777/status/914197194676293633,,,,
,0.9832598827,42460,mysuncoast,,9/10/17,9/10/2017 0:00,9:22:00 AM,4,6,,,Take a look at Florida's incredible response to Hurricane Irma. #FloridaStrong https:// buff.ly/2wSMapb,,,#FloridaStrong,9.07E+17,https://twitter.com/mysuncoast/status/906870617953140736,,,,
,0.0427715497,00648,10NewsWTSP,,9/26/17,9/26/2017 0:00,2:05:00 AM,1,3,,,Firefighters travel to Keys to help fellow firefighters with damaged homes http:// on.wtsp.com/2xHPsy9 pic.twitter.com/z5omZS9U1I,,,,9.13E+17,https://twitter.com/10NewsWTSP/status/912558641483587584,,,,
,0.6633212176,22942,FOX13News,,9/5/17,9/5/2017 0:00,10:05:00 AM,5,1,,,SANDBAGS: Polk County & St. Petersburg fill sites have been added to our list. Will be updated as we are updated. http://www. fox13news.com/news/local-new s/278677768-story â€¦ pic.twitter.com/DxZ6YwWyQf,,,,9.05E+17,https://twitter.com/FOX13News/status/905069422024515585,,,,
,0.4341211261,45569,OlewisON7,,9/15/17,9/15/2017 0:00,8:56:00 AM,4,1,,,DEVELOPING: You can see the generators & door open at the home where 4 ppl suffered carbon monoxide exposure. Area poorly ventilated @wsvn pic.twitter.com/iC7OFX5kNV,,@wsvn,,9.09E+17,https://twitter.com/OlewisON7/status/908675925348376577,,,,
,0.8208668994,51555,SaraGirardNews,,9/11/17,9/11/2017 0:00,3:32:00 AM,2,0,,,"Update from Alachua County EOC: Now more than 50,000 people without power in the county. ( @WCJB20 ) WCJB TV20 News",,@WCJB20,,9.07E+17,https://twitter.com/SaraGirardNews/status/907144875761643520,,,,
,0.589346978,60319,WalterAllenTV,,9/5/17,9/5/2017 0:00,2:21:00 PM,0,0,,,"From one Denver guy to another, welcome to Tampa @BossWard43 @TBBuccaneers @FOX13News",,@BossWard43 @TBBuccaneers @FOX13News,,9.05E+17,https://twitter.com/WalterAllenTV/status/905133891253567490,,,,
,0.737903296,18152,DocRotsen,,9/9/17,9/9/2017 0:00,8:37:00 PM,0,0,,,@WPLGLocal10 why is the AA arena wasting electricity!!,,@WPLGLocal10,,9.07E+17,https://twitter.com/DocRotsen/status/906678068282093569,,,,
,0.7825552817,09552,BriMacNaught,,9/15/17,9/15/2017 0:00,1:38:00 PM,4,3,,,It's GAME DAY!! BIG @AL6AFootball game between Saraland and Blount tonight! I'll be live starting at 4 on the one and only @FOX10News !,,@AL6AFootball @FOX10News,,9.09E+17,https://twitter.com/BriMacNaught/status/908746836923609088,,,,
,0.3213731328,49211,ReverendDude,,9/4/17,9/4/2017 0:00,10:44:00 AM,0,3,,,"Lmao... Good luck with that... You'll all be replaced with machines, that don't require $15, breaks, work comp, and benefits...",,,,9.05E+17,https://twitter.com/ReverendDude/status/904716880484716544,,,,
,0.9735044622,02716,4TerrH,,9/21/17,9/21/2017 0:00,2:00:00 PM,0,2,,,. Her Pro TRUMP sign needs to STAY. FREE SPEECH! Or is it free speech for Dems only. Yes lady MAGA,,,,9.11E+17,https://twitter.com/4TerrH/status/910926778503450624,,,,
,0.8084835458,24484,GhosttEdits,,9/10/17,9/10/2017 0:00,12:24:00 PM,0,0,,,let them in wtf,,,,9.07E+17,https://twitter.com/GhosttEdits/status/906916231256485888,,,,
,0.1655949287,65673,wsvn,,9/21/17,9/21/2017 0:00,4:13:00 PM,32,40,,,Aaron Hernandez lawyer: Brain showed â€˜severeâ€™ case of CTE http:// wsvn.com/sports/aaron-h ernandez-lawyer-brain-showed-severe-case-of-cte/ â€¦ pic.twitter.com/KXA1irUJ5v,,,,9.11E+17,https://twitter.com/wsvn/status/910960263515574273,,,,
,0.5718613998,49239,ReZn8Zero,,9/10/17,9/10/2017 0:00,5:11:00 PM,0,0,,,@wsvn YOU R OFF THE AIR,,@wsvn,,9.07E+17,https://twitter.com/ReZn8Zero/status/906988610628530176,,,,
,0.179629278,46361,Patriot_Sue,,9/11/17,9/11/2017 0:00,10:56:00 PM,0,0,,,"Lately, liberals have make everything political. Even history! Can't change history. It is what it is. That's why some have brought that up.",,,,9.07E+17,https://twitter.com/Patriot_Sue/status/907437620896129025,,,,
,0.1943235648,25181,Grantz_NZ,,9/10/17,9/10/2017 0:00,2:31:00 AM,0,0,,,@WPTV Hi I found this..would this help? http:// fema.gov/disaster/4068/ updates/hurricane-safety-tips-learn-what-do-during-and-after-hurricane â€¦ Stay safe!,,@WPTV,,9.07E+17,https://twitter.com/Grantz_NZ/status/906767169664385025,,,,
