Topic,Tweets,Date,Number,Permalink
storm hit just fpl tropical cat days lost went did
,We just lost power. How the hell do we lose power AFTER the hurricane.  explain this,2017-09-12,5,https://twitter.com/PaigeRosalie_XO/status/907523968860606464
,#hurricaneimra we thrived. So thankful we have power! ,2017-09-11,5,https://twitter.com/jordono015/status/907221436435181569
,This hurricane took out everyones power in the county. Can we PLEASE have some power soon? I'M MELTING ,2017-09-11,5,https://twitter.com/FIFA_Abe/status/907249528423829504
, can lkldelectric explain how a street that had power throughout hurricane got disconnected after & still have no power today,2017-09-14,5,https://twitter.com/fiahkris/status/908432767658192898
,That's horrible 8 days to restore power from a storm get you s$&t together or give us a local power company still see no trucks,2017-09-14,5,https://twitter.com/Snipertrades89/status/908327230375428096
,NO power nw 4terr. Power already restored in surrounding areas.FPL website status 0 properties affected. Have we been forgotten? ,2017-09-13,5,https://twitter.com/tinaluv09/status/907965356333047812
,Lies!!! You will get sued after this. I've been without power for a week. I lost power BEFORE the hurricane,2017-09-16,5,https://twitter.com/vicpad32/status/909055496480526337
,Tree that knocked out our power 14 hrs. before #HurricaneIrma impacted our area is still laying across our power line. Where's  ?,2017-09-15,5,https://twitter.com/BeachMoneyTeam/status/908871771599892480
,Same there hasn't been one! We also lost power on sept 11 at 8 am. The complex next to us and the nursing home next to us has power.,2017-09-16,5,https://twitter.com/palepixie09/status/909073229934981122
, is Altamonte Springs still expecting power tomorrow? All businesses around us have had power for days and no damage is visible.,2017-09-16,5,https://twitter.com/chanurn/status/909125282107412481
,"0 FPL trucks in Naples Fl. My neighborhood has all buried powerlines, no flooding why no power. Publix next 2 me has power. How?",2017-09-14,5,https://twitter.com/GameZone2013/status/908196499808571392
, power off since Friday! B4 storm. Update said power was restored. Not true. Now no update! 5 days no power and no answers.,2017-09-12,5,https://twitter.com/AleiaElle/status/907703149376536576
,One of the worse power companies in this county. Lost power before the storm even hit. Why are other companies restoring power while you,2017-09-12,5,https://twitter.com/Humphery1950/status/907706431914348545
,It's brutal I have power at my place in Lakeland but it flooded so I can't stay there but at my moms in Dundee no power here,2017-09-12,5,https://twitter.com/PirateNation22/status/907775691340632065
,thankfully have power back kudos to OUC for a quick turnaround. Now waiting for my parents to get power back from  #hurricaneirma,2017-09-11,5,https://twitter.com/kqkellyq/status/907411695961767941
,i have power but my ground broke in half 2 trees on a power line util pole leaning more my power line is live this is a safety issue,2017-09-13,5,https://twitter.com/YoungStunna109/status/907981572460171264
, Why did La Posada's Skilled Nursing facility lose its power today when it kept power throughout the storm?,2017-09-11,5,https://twitter.com/lms1231/status/907379118219710464
,How come you take away power from people who never lost it in storm ? Shouldn't you be restoring power not opposite?  ,2017-09-11,5,https://twitter.com/goldstocktrades/status/907421362804969472
,"#FuckFPL had power during and after the hurricane. They blew the transformer ""trying"" to fix it and now I'm without power!!!",2017-09-15,5,https://twitter.com/french_flower_/status/908887231733092358
, FPL says my power has been restored. It's not. To keep their promise to restore power now a new issue not related to hurricane,2017-09-15,5,https://twitter.com/Steve_841/status/908773122362478593
, You guys rock! We were without power for #hurricaneirma2017 for 12 hours and just like that power restored.,2017-09-10,5,https://twitter.com/rluck3/status/907070787286433798
,"Day number 5 without power, this is increasingly frustrating.  can we work on this. I didn't lose power until after the storm...",2017-09-15,5,https://twitter.com/shanehawks/status/908637056355708928
,"And in case you didn't catch it, my power has been restored but I'm warning others not to rely on you to notify through text or call.",2017-09-15,5,https://twitter.com/thamandashoww/status/908784607637725185
,Omg ty  Just got power turned back on been waiting 3 days for power after Irma disaster! You guys are awesome!,2017-09-13,5,https://twitter.com/4everdestiny21/status/908119067403440129
,Day 5 no power-no tornado and no flooding,2017-09-14,5,https://twitter.com/Pattypan/status/908500202759303168
,"89 degrees in the house ...but everyone around us has power no downed lines, or at holes or damage just no power",2017-09-14,5,https://twitter.com/marissameringue/status/908292143793545216
,im also in the 34231 area code. no power :( publix right next to me has had power since the day after the storm (not running on generator),2017-09-13,5,https://twitter.com/lukascacko/status/907992684148789251
,7th day of no power while ALL my neighbors have power! We had tropical storm impact! This is UNACCEPTABLE!,2017-09-16,5,https://twitter.com/Its_LidiBaybayy/status/909125426353713152
,"Part of my neighborhood has power. No severe damage here. Places around my neighborhood have power too. It's day 3, lets go. -33068",2017-09-12,5,https://twitter.com/_Lezzler_/status/907623503578451968
,Day 9 of no power at our house from #hurricaneirma . I can see the tree laying on our power line and the repair guys drove away! ,2017-09-18,5,https://twitter.com/wellsjmelissa/status/909851278221684736
, what does it take to get power? Die of heat exhaustion or all my chicken salad to go bad? We need power #hurricaneirma,2017-09-12,5,https://twitter.com/anjolcake/status/907675577213243393
,"My mother also has no power on her street. She's also NOT in a severe damage area. You said we'd have power by Sunday night. Well, we don't.",2017-09-18,5,https://twitter.com/MaPoStormborn/status/909746302812065792
,When power comes back on it's like hitting a game winner in triple OT ...  for the WINNN #hurricaneIrma #prayforflorida ,2017-09-12,5,https://twitter.com/CoachRjayBarsh/status/907596916032245761
,5 FPL trucks were just on my street and admitted to cutting our power. We didn't lose power ONCE during storm in Ft.Lauderdale. (1/2).,2017-09-12,5,https://twitter.com/ryKeough/status/907508844955406337
,"1/ There's many types of equip on circuits that get you your power incl. xfrmrs., Fuses, reclosers, lines. Any #of those could be damaged.",2017-09-12,5,https://twitter.com/annamatica/status/907629831340400641
,"In case anyone cares, we're working on Day 6 w/o power.    #90degrees #noAC #buildscharacter #hurricaneirma",2017-09-16,5,https://twitter.com/ItsMeAmandaJo/status/909034976880005121
,My area is very accessible and hasnt been affected by tornadoes or flooding that would prevent power from being restored after 9 days,2017-09-18,5,https://twitter.com/paulewalle/status/909843940920217600
,Power is now Hard Down. Bee Ridge Park Sarasota. Going into low power mode. #hurricaneirma2017 #irma see ya on the other side! ,2017-09-10,5,https://twitter.com/MagickAF/status/906989915812110337
,"My  bill for this month is HIGHER than last, despite no power for 4 days.. WTH? #hurricaneirma2017",2017-09-22,5,https://twitter.com/GS_Engle/status/911385772502208513
,Still no power 6 days now. 33435 everyone around us has power. WTF ? Did you forget about us? Say your still investigating the damage,2017-09-14,5,https://twitter.com/mailman26165/status/908330086427971584
,"If there's a boil advisory for the area, how do you suggest people do that with no power? #hurricaneimra #HighlandsCounty #boiladvisory",2017-09-11,5,https://twitter.com/nmyellowbug/status/907384191037435905
,There aren't any downed power lines or damage to the power lines in my neighborhoood though.. still no one has come. Should be a simple fix.,2017-09-13,5,https://twitter.com/Aconcernedcit11/status/908118154446098433
,7th day w/o power in 33015 while neighbors have power. We only had tropical storm impact! The heats unbearable! UNACCEPTABLE! #HELP #INHUMAN,2017-09-16,5,https://twitter.com/Its_LidiBaybayy/status/909133147937415168
,7th day with no power in 33015 while all my neighbors have power! We only had a tropical storm impact! INHUMAN and UNACCEPTABLE! #HELP,2017-09-16,5,https://twitter.com/Its_LidiBaybayy/status/909126084880486402
,#HurricaneIrma caused extensive damage to the power grid. Prolonged power outages should be expected. ,2017-09-11,5,https://twitter.com/OUCreliableone/status/907272815086317569
,Is there any way to see if my home has power? I evacuated and I have an elderly parent who needs power for a treatment. 32810 area code,2017-09-11,5,https://twitter.com/bwintz122/status/907308292531204096
,Shout out to my nibbas at  for restoring my power. #hurricaneirma #wesurvived ,2017-09-14,5,https://twitter.com/bobby_cocozza/status/908477391118401536
, I'm so annoyed. People in my neighborhood lost power PRIOR to all the rain yet others who lost it after the hurricane have power,2017-09-12,5,https://twitter.com/_JeffaneM/status/907554028372013057
,Now on Day 2 with no power! There wasn't any damage near my complex.  needs to get to work & restore power now!!!,2017-09-12,5,https://twitter.com/ImmortalArmor/status/907471064237830144
,Teco is just as bad ive been without power for a full 24 hours in an area not badly affected but the gas station 1 minute away has power,2017-09-11,5,https://twitter.com/alexanderxo89/status/907427112130371584
, Power outage on 9440 W FlaglerSt.Miami500Apt lots old persons needed no damage on power lines. Just Down breaker causing this,2017-09-11,5,https://twitter.com/paveldiaztrp/status/907303107243249664
,"Hats off  for restoring our power in just 36 hours! FPL power outages set record, with millions affected  press.sn/2x0dF1N",2017-09-13,5,https://twitter.com/RobMinton2/status/907827740296052737
, hold up i go through a hole storm with power and now at 2:30pm your telling me my power goes out what gives irmma. Is long gone,2017-09-11,5,https://twitter.com/2ueleven/status/907310786166607877
,10% of  customers w/o power in Seminole  despite repeated claim power would be back Sunday night #hurricaneirma,2017-09-18,5,https://twitter.com/kylelarnold/status/909765563215482880
, had power up until 11:30am Monday morning (day AFTER #hurricaneirma passed PBG). Havent had power since. Can we have it back?,2017-09-12,5,https://twitter.com/mike_settle/status/907573300972462082
,"Kim, I've asked same question since 2004 when power was out 6 days. We get thunderstorm & an hour worth of rain and my power goes out 3/4 xs",2017-09-15,5,https://twitter.com/stpetemichael/status/908822210047102978
,"Question: after recovery of power, Can FPL remove all the vegetation, not trim, that will impede power recovery in future regardless of area",2017-09-16,5,https://twitter.com/Its_my_opinion2/status/909147606064001031
,They have restored power at night after a thunderstorm. That's not an emergency.,2017-09-11,5,https://twitter.com/DavidNDonald/status/907397852199919616
,But how did I lose power at 8:40pm before Irma made landfall and I still ain’t got power... ,2017-09-12,5,https://twitter.com/stephanieyxo/status/907653227004547072
,Over a million without power in Miami-Dade  are working hard to safely restore power #hurricaneirma,2017-09-10,5,https://twitter.com/GiGiDiazLIVE/status/906958856517013505
, Yoooo if u put the power on by sawgrass i’ll deadass smoke u out :),2017-09-10,5,https://twitter.com/lilpikaboof/status/907054928748847104
," , power is supplied underground and there is no damage to the area. Transformer that blew is down the road. No power still. 32725",2017-09-12,5,https://twitter.com/ericmvaldez/status/907656285142876160
,"So the power won't be restored until Sunday? A week without power in Central Florida, are you serious? Exact reason lines should be buried.",2017-09-12,5,https://twitter.com/Lululuvshockey/status/907763477279899648
,I work in rpb. No excuse for no power. The storm was not bad here. I live n wpb still no power.,2017-09-14,5,https://twitter.com/Keith_MuckDawg/status/908355762208038914
, we have power but I still deserve an explanation on why your system is not equipped for an emergency #hurricaneimra,2017-09-16,5,https://twitter.com/bluboy137/status/909247026759643136
, we lost power  Reported on  Jea.com . We are praying for y'alls safety as you work to restore power.,2017-09-11,5,https://twitter.com/JasonFischerFL/status/907134056730636288
,Day 6 still no power.  needs to get lost. Monopoly on #seminolecounty has to stop. No damages from Irma so why no power?,2017-09-14,5,https://twitter.com/cjsheenX10/status/908298380278996992
,"Minimal damage, no flooding, no power. I am safe and blessed. Hopefully power will be on soon. Need to be on my Cpap machine. ",2017-09-11,5,https://twitter.com/idowedbysheri/status/907401422840516608
, please restore power I'm dying here ! #hurricaneirma2017,2017-09-11,5,https://twitter.com/WhirlOmar/status/907327405869629440
," these power companys need to be investigated! Outdated power grid! Horrible response time, recovery plan and communication!",2017-09-14,5,https://twitter.com/TimmyNeely/status/908377067972112384
,Everyone was warning power will be out for an extended time. Don't blame someone else because you chose to ignore it.,2017-09-15,5,https://twitter.com/TommyFrain2013/status/908801216427196416
,No damage here really and yet still no power oh but Walmart McDonald's and Target right up the street have power,2017-09-12,5,https://twitter.com/Heisenberg2500/status/907787569278197760
," still no updates for the Pasco 5,600 who are without power, #WEARETHE4 % #faileddeadlineandcounting",2017-09-16,5,https://twitter.com/SkiFly01/status/909166907395276800
," #fpl sucks. Where is power to 33433, no tornadoes, barely a cat 1 storm, no power for five days and counting. #fplsucks",2017-09-14,5,https://twitter.com/Turning3010/status/908388133577916419
,There was no flooding/tornadoes in my neighborhood n I still have no power...,2017-09-13,5,https://twitter.com/blackempress504/status/908128562565275648
, I had an issue with my power line before the storm. Now i have no power. I'm sure it fell because it was not fixed.,2017-09-10,5,https://twitter.com/WBG06/status/906751140917858304
," 8333 W Ockeechobee Rd, Hialeah FL 33016. This is nursing facility for the elderly in need of power. Many elderly w/out power here",2017-09-11,5,https://twitter.com/Nelson98GST/status/907287825502142465
,#FPLOutage  Knollwood ave underground wires no damage why no power across and around corner all have power,2017-09-14,5,https://twitter.com/flightattend21/status/908312138699112449
, i live in seminole co. Power on yesterday. Came home this evening during storm and power out,2017-09-14,5,https://twitter.com/Juliemedland1/status/908485088987549696
,"I'm deadass, my neighborhood has no power.. I live in sunrise",2017-09-13,5,https://twitter.com/Rue22Ave/status/908173117943635969
,No major damage here in 33351 and this like day 3 without power! FIX THE POWER! Gas is impossible to find! We can't live off a generator!,2017-09-12,5,https://twitter.com/nerdy_girl92/status/907615835061149696
,they won't admit that they shut power off after the hurricane. The more you lose with no power. The more you spend money,2017-09-14,5,https://twitter.com/justah_voice/status/908363563009372160
,You need to START working on getting power restored to Orlando! Miami peeps already have power and the city flooded!!! WTH?,2017-09-12,5,https://twitter.com/rynsweurld/status/907777600277401600
,We lost power at 330 pm before the hurricane hit at 1am the next day. Still no power. Guy came out this morning looked at the polls and left,2017-09-14,5,https://twitter.com/FLDevildog/status/908486892936663040
, How is it less expensive to restore millions of customers' power after every storm than install underground power lines?   twitter.com/chrislhayes/st atus/907592957485821957 …,2017-09-12,5,https://twitter.com/dubephnx/status/907596456067874816
,Who else has no power still? It's been two days for me...  #FPL #hurricaneimra,2017-09-12,5,https://twitter.com/AlixandraMariee/status/907602318639673344
,"Power ret'd SOONER after Wilma(3), than T. Storm winds w/gusts. Tree on roof + power line-8 days causing more damage. Can't remove or would!",2017-09-17,5,https://twitter.com/milhealth/status/909442826584420352
,  down power line at intersection of trask and wolfe in Murray hill. #hurricaneimra ,2017-09-11,5,https://twitter.com/JeffKn0x/status/907249243953475585
,Able bodied individuals without power is one thing -- the fact that nursing homes are without power is completely unacceptable.,2017-09-13,5,https://twitter.com/AlysonWunderlnd/status/907971769478340609
," says it's prepared for #hurricaneIrma . 11,000 person crew to restore power. Call 1-800-4outage if you lose power. ",2017-09-08,5,https://twitter.com/StephanieWPTV/status/906081459374620672
,"Ok, how do you plan on doing that when there are no trucks in safety Harbor. I live in briar creek phase 2. No power but phase 1 has power.",2017-09-15,5,https://twitter.com/Ananiahsolution/status/908778552715333633
, my next house will not have FPL power. Every hurricane we lose power & are one of the last to get it back in Brevard county FL!!,2017-09-14,5,https://twitter.com/FTUknights78/status/908497502160216065
,Not to be incentive but those flooded homes do not need their power back any time soon. How about helping us with minor damage and no power.,2017-09-11,5,https://twitter.com/DCostan718/status/907404226686537728
,why is there no power to the traffic lights in Brickell? And why are there power surges in coral gables? #FPL #hurricaneirma,2017-09-21,5,https://twitter.com/Marquis_Miami/status/910950277909549057
, turn my power back on... this unacceptable. I had power throughout the entire hurricane and NOW it's not working. I'm pissed off,2017-09-11,5,https://twitter.com/Trebleosity/status/907217560772456448
," telling us there's no power outage in our area; I call them they say maybe tomorrow - 6 days without power, no relief, forgotten",2017-09-16,5,https://twitter.com/GORExJESS/status/909026678768324608
, 6 dead at nursing home left w/o power. Don't let seniors die  please restore power now  bbc.co.uk/news/world-us- canada-41258307 …,2017-09-13,5,https://twitter.com/MplsEdie/status/908052142191194114
,"Tell me why the fuck I am one of 21k without power when I see no damage, downed lines, etc. give me my fucking power",2017-09-16,5,https://twitter.com/bjohnjr91/status/909067063595032576
, power outage at our house. No rain or storms. Elderly neighbor with #cysticfibrosis is without power. Unacceptable.,2017-09-09,5,https://twitter.com/rafaelyaniz/status/906515348949803009
,"People, FPL is shutting down #TurkeyPoint but not our power. #hurricaneirma2017 will do that for us.  ",2017-09-08,5,https://twitter.com/ellynsantiago/status/906260836494299136
, I've been outta power for 7 freaking days. Y'all dead ass tripping yo,2017-09-18,5,https://twitter.com/I_amPetty/status/909628581306912768
,Barely #dialup level connection & no power #cutofffromworld #hurricaneia  ,2017-09-12,5,https://twitter.com/blkhrt911/status/907812432130830336
,Also since #hurricaneirma she has been in hospice to be in safe shelter and to guarantee power for her devices.,2017-09-15,5,https://twitter.com/pbcorbust/status/908812035600863233
," Still No power. I'm eating another applesauce & a granola bar, I'm tired of #hurricaneirma food. I refuse to touch that #spam !",2017-09-11,5,https://twitter.com/lenaindigo/status/907446234113331200
, Let's get power back on in #northpalmbeach . #itshotinhere #poweroutage #hurricaneirma,2017-09-12,5,https://twitter.com/rainyaltiere/status/907710750243901440
,I effs with  ! Y'all got our power back on in about 33hrs after #hurricaneimra roll through and knocked it off,2017-09-11,5,https://twitter.com/LoveeAmyy/status/907294786436128770
,  - I'm getting real sick of everyone around me getting their power restored! #WTF no damage on Dean so why no power?,2017-09-12,5,https://twitter.com/MadAngel07/status/907665941462384640
,We were so lucky. Just some gusts to around 70 MPH. No flooding where I am. No loss of power.,2017-09-13,5,https://twitter.com/hoagiebum/status/908047927288922114
,FPL is full of crap. Our neighborhood had underground utilities and no power poles yet we have lost power. No hurricane force winds here.,2017-09-10,5,https://twitter.com/Daddyiskool/status/906900713749573633
," still without power, the elderly do need power for A/C and food and has many worried for the tragic story yesterday, any news?",2017-09-14,5,https://twitter.com/picasso5364/status/908461268578729989
," Not to mention, you all turned off the power prior to the storm hitting Fort Myers, FL. My mother is going on a week of no power.",2017-09-13,5,https://twitter.com/239GrandFinale/status/908151935206875136
,I've Rt 27 in Polk and seen a handful of downed trees none of them near power lines minimal signs of damage. Where's our power,2017-09-12,5,https://twitter.com/DeplorablyN/status/907806598067781632
,Had power after storm then  must have shut ours off in Garden Woods PBG! No power since 12:15pm Monday 9/11 and no ETA!!! Why??,2017-09-12,5,https://twitter.com/mav4114/status/907705087728013312
,Yes we could've still lost power in the CAT 1 storm... but half a mile down the street in a nicer neighborhood the power barely flickered.,2017-09-15,5,https://twitter.com/justpaladone/status/908876668621778944
,"Heres an assessment- we dont have power anywhere. Step your game up, Miami flooded and my building there still has power. You guys are awful",2017-09-11,5,https://twitter.com/LandonHendricks/status/907376874401263616
,Problem is we lost power before the storm even hit because of a well known problem that you have not addressed. Still no power 7 days later,2017-09-16,5,https://twitter.com/nikarabello/status/909208409882415104
,"#DukeEnergy , Please explain why/how homes w/ buried power lines are STILL WITHOUT power over one whole week. WE WANT TO KNOW.",2017-09-16,5,https://twitter.com/realBLOTUS/status/909251818689060864
,I'm part of that 9 million who are on Day 3 no power  #hurricaneirma,2017-09-12,5,https://twitter.com/anjolcake/status/907682323331784706
, why did ya'll cut the power off in Tarpon springs river watch neighbor hood we had power all through the storm up until 2:30pm,2017-09-11,5,https://twitter.com/2ueleven/status/907346927888596992
,"Tell  to come check out my street,got bout 4 downed power lines n been out off power since Saturday well before the storm even hit",2017-09-12,5,https://twitter.com/chrisbitch93/status/907468977047261184
,You said my power is restored. It isn't. I don't want a new ticket. My power has been out for over 90 hrs. #hurricaneirma ,2017-09-14,5,https://twitter.com/DixieBecca/status/908402100484427777
, My blown fuse is in my backyard. 4 houses upstream have power...,2017-09-17,5,https://twitter.com/sam_paullin/status/909525694534778880
,Thoroughly impressed with  &  barely lost my signal/power thru the whole #hurricaneIrma #portsaintlucie,2017-09-11,5,https://twitter.com/JennayHerron/status/907213203096162305
,"I hope FPL will prioritize dental offices, medical offices and health offices that are now without power.",2017-09-12,5,https://twitter.com/HaraldHvideberg/status/907628386826285056
,You need to give better answers if power is on all around me and I don't have power with no damage must be a easy fix.,2017-09-12,5,https://twitter.com/moegenburg_tim/status/907775554958524418
,"You should have a map with zones you have restored power to after disasters. Then people will know, so they can leave their hotels.",2017-09-13,5,https://twitter.com/CarmelSellHouse/status/908135866895405057
,"Gibbs: If power is a medical need, you have to register for priority power restoration with company prior to hurricane or storm.",2017-09-12,5,https://twitter.com/Ry_Bass/status/907667631376928768
,Still no power. But received email confirmation that my  payment was made today. At least that's still working. #hurricaneirma,2017-09-11,5,https://twitter.com/stamey/status/907354575144931328
, I had power until 6am after the storm passed. Now 24 hrs without. Others with OUC got power. ,2017-09-12,5,https://twitter.com/thephilocoder/status/907570862538346496
,We are miserable! I'm worried about my grandparents in this heat no power for a fews days now.  #hurricaneimra #WestPalmBeach,2017-09-12,5,https://twitter.com/TopShelfMommy1/status/907611127747620869
,"#LKLD POWER RESTORATION UPDATE: At 4:45pm,  reports that 3.3K customers are without power. Read more:  lakelandgov.net/hurricane ",2017-09-18,5,https://twitter.com/lakelandgov/status/909896868548800512
,Sadly can't afford a hotel with lack of work and power by full sail :/ oh and noted two nursing homes still without power gj #DukeEnergy,2017-09-14,5,https://twitter.com/Beesutalks/status/908422627202564098
,"Minimal damage, no flooding, no power. I am safe and blessed. Hopefully power will be on soon. Need to use my Cpap machine ",2017-09-11,5,https://twitter.com/whoshereads/status/907401129977372672
,Here is an article that shows how  restores power after #hurricaneirma  buff.ly/2xfTAEY ,2017-09-20,5,https://twitter.com/GoBrunoAir/status/910496291209273344
, People dying all around us due to no power but I guess you don't consider them emergencys,2017-09-13,5,https://twitter.com/revhatty/status/907989445076496385
, no damages in my area but still no power??? This is why monopolies shouldnt exist,2017-09-13,5,https://twitter.com/danielle1nonli/status/907945213733359618
, You guys are deadass trash. Talkin about a week to get power back,2017-09-12,5,https://twitter.com/CharlieeRoyal/status/907680111893336066
, tree down on power lines here. Looks pretty dangerous. #hurricaneirma2017 ,2017-09-11,5,https://twitter.com/shaunole/status/907263172167352320
,The government is so fucking wrong Had power through the entire hurricane now lost power for no reason #fuckoff  ,2017-09-14,5,https://twitter.com/GHousch92/status/908476994190544896
,That is the point. Almost no damage around and massive power outages. Sounds like a weak power grid to me.,2017-09-12,5,https://twitter.com/ShadowAlpha/status/907787623808323585
,Seriously why the fuck should my street wait 7 fucking days to have power when houses in front had power a day after the storm? ,2017-09-13,5,https://twitter.com/HMKilla/status/908156640028975106
, some power poles and lines snapped during #hurricaneimra . ,2017-09-11,5,https://twitter.com/jdfknight21/status/907430426276503552
,81% of Miami Dade w/o power - there's not a power grid that is more resilient?  #hurricaneimra #miami  ,2017-09-10,5,https://twitter.com/DrMarzouka/status/907084581425344512
,.  :We're not going to shut off power. Reports not true. They will supply power until storm doesn't permit them to do so.,2017-09-08,5,https://twitter.com/kiss999/status/906222880484143104
,.  :We're not going to shut off power. Reports not true. They will supply power until storm doesn't permit them to do so.,2017-09-08,5,https://twitter.com/Power965/status/906222880442241025
,.  :We're not going to shut off power. Reports not true. They will supply power until storm doesn't permit them to do so.,2017-09-08,5,https://twitter.com/CBSMiami/status/906222880324800513
,.  :We're not going to shut off power. Reports not true. They will supply power until storm doesn't permit them to do so.,2017-09-08,5,https://twitter.com/GioMaselli/status/906222880303800320
, how is it that Half of my neighborhood has power and the other Half does not have power?!! #hurricaneimra,2017-09-12,5,https://twitter.com/Gamer_Justin88/status/907660311708172288
,We made it through all the storms and then at 3 today the power was turned off,2017-09-11,5,https://twitter.com/paralyzingstare/status/907394732288036865
, Tree knocked out our power 14 hrs. before #HurricaneIrma impacted our area. Tree still on the power line! Where's #DukeEnergy ?,2017-09-15,5,https://twitter.com/BeachMoneyTeam/status/908791162240225280
,441 area homes are still without power & no  trucks in sight. Have there been any sightings or an ETA?! #BocaRaton #hurricaneirma,2017-09-12,5,https://twitter.com/msbelladaniela/status/907712941612519424
,My neighborhood in Weat Boca lost power Saturday night. No rain. Little wind. No damage. A couple of branches down. Still no power.  sup?,2017-09-11,5,https://twitter.com/stevekirschy53/status/907356607285284865
,"Hello  in Havana, Cuba there is #power already. When is Florida going to have it? #HurrcaneIrma #hurricaneIrma #miamibeach",2017-09-13,5,https://twitter.com/lennnair/status/908159876676931589
," Fix your gay power outage in SC, why am I being affected",2017-09-17,5,https://twitter.com/xZurkz/status/909494692919857152
,All 55+ communities should be on priority list for  to restore immediately after storms. are on day 6 with no power. ,2017-09-14,5,https://twitter.com/supersancheezy/status/908337176890548224
,Is there power in Poinciana near the post office. Haven't had power since AFTER the storm and was wondering if you guys fixed that area,2017-09-17,5,https://twitter.com/xMega_Tobyx/status/909430270297862144
, This needs attention. The two buildings attached to these lines are out of power. #hurricaneirma #Orlando ,2017-09-12,5,https://twitter.com/MarjoriePhoenix/status/907576611423375361
,we're surrounded 360° by homes w/power. Your trucks are parked next to us  33009 area code.,2017-09-13,5,https://twitter.com/Touch_Uv_Malice/status/908008145204793344
,"Each circuit was affected uniquely. My neighbors across the street have power, this pup has none. It happens. Can't blame them tho.",2017-09-16,5,https://twitter.com/Hashtag_813/status/908912102789742597
,Retweeted Michelle (  ): Day 8 with no power cause of #hurricaneirma  Please help me!!! My...  fb.me/42qeofV16,2017-09-18,5,https://twitter.com/mahilena/status/909854467402559489
,"Theres no down power lines or broken transformers, just a fuse that popped that prevents the overload of the transformer",2017-09-14,5,https://twitter.com/DQsomethingelse/status/908357781471809538
," several nursing homes in the deland area w/ no power, facilities need 2b back up ASAP they have hospice patients ",2017-09-12,5,https://twitter.com/bionicjam/status/907753010129928192
, reports 480 people without power and  reports 1990 people without power so far. #hurricaneirma,2017-09-10,5,https://twitter.com/ManateeGov/status/906916483451834368
, SunnyIslesBeach had power during Irma Now no power since 09/16 worker damaged FPL equipment 46 families affected OLD people,2017-09-19,5,https://twitter.com/erwinjoe/status/910146883049402369
," be careful, somebody sneezed and knocked out power in Miami. You assholes suck. How can power be out from a small rain storm.",2017-09-09,5,https://twitter.com/miamijoe223/status/906576813878587392
,"Going to bed & praying power is restored.  I hope it takes less time to actually restore power than it does to ""assess damage"",,",2017-09-11,5,
,Understanding the electrical grid allows power companies to SHUT DOWN power to save on repairs and quicker recovery. Stay still,2017-09-10,5,9.07002201142415E+017
,  Duke just admitted power in severe temps is not an emergency. So when my son with CHD...1 of 2,2017-09-14,5,https://twitter.com/jenniferelesher/status/908469902566182912
," no one needs your safety alerts, THEY NEED POWER",2017-09-13,5,https://twitter.com/ksween_cat/status/908129441167142912
,#hurricaneirma  can you please help tweet my mom's senior park day 5 no power no food or medicine another 5 days ,2017-09-14,5,https://twitter.com/snoopy_saindon/status/908307088375533574
,I can't take another day without power so I'm praying you can get the trucks to us,2017-09-17,5,https://twitter.com/LisaHut31334430/status/909424137487122432
,"Fact. They are not a dressing Dania, Hallendale, or Hollywood. Gulfstream has ZERO power.",2017-09-12,5,https://twitter.com/RevJets/status/907763665411215361
," : 2nd hurricane FPL did the same thing-90% power restored to Countryside, FPL leaves 150 homes without power! Finish the job!",2017-09-20,5,https://twitter.com/farrellcob/status/910444351922348032
,"Don't get how  runs ads about investing $3 billion to ""harden"" their system yet post #hurricaneirma we STILL have no power. The",2017-09-12,5,https://twitter.com/RogueWand/status/907787051675914240
,Man my power went down at 6:45 am on Saturday before the storm even hit and I'm still without power  . This is a joke now,2017-09-13,5,https://twitter.com/SweetSundae_/status/908128117595701248
, keep up the good work!! We still have power to watch the  game during #hurricaneirma ! #ThanksFPL #HappyCustomer ,2017-09-09,5,https://twitter.com/TattedLutheran/status/906626409212375040
,"Their ""plan"". Every hurricane for the last 15 years,our power has been back in <24  hrs.Now 80+.next street has power",2017-09-12,5,https://twitter.com/RoyBrubaker/status/907725317850255361
,Lost cable & internet  but still have power  ...praying for everyone's safety #HurricanIrma,2017-09-10,5,https://twitter.com/GunSt8_N8/status/906869217861017600
," yooo dead ahh my guy , you gon have to pull up with some power , I'm sweating as soon as I get out the shower",2017-09-15,5,https://twitter.com/LilFloFrmDaDale/status/908845894925250561
, Everyone in my county except my neighborhood has power #hurricaneirma2017,2017-09-10,5,https://twitter.com/SouthFLPrep/status/907055867476017152
, Just lost power an hour ago after not having lost power during the hurricane. How does that happen???,2017-09-12,5,https://twitter.com/Tiana_Jimenez/status/907756355129417728
,Our ticket was created day of storm and “completed” overnight saying we all have power. WE DO NOT HAVE POWER. Had to create new ticket.,2017-09-14,5,https://twitter.com/nayrelyk7/status/908372501910233089
,There is NO SIGNIFICANT DAMAGE to East Orange County! No downed trees or floods ... why no power yet? OUC customers have power,2017-09-12,5,https://twitter.com/MadAngel07/status/907666307289632768
," Why don't you cut power before storms. There are fires, people and animals dying because of your downed lines.",2017-09-10,5,https://twitter.com/_marblehouse/status/907002930154352640
, Is there anyway to get an ETA on power restoration to affected areas?,2017-09-12,5,https://twitter.com/TDHawk21/status/907613541326303232
