Tweet,Category
Tiki torch Nazis encouraged!,0
Such elegant birds.,0
Wow! Theyre better behaved than ppl!,0
Fishhawk skylarkcrest still has power,0
@Krasnostein look!,0
east lake has power,0
St Pete Beach still has power,0
"More than 13,000 @mylkldelectric customers now w/o power. #Lkld @FOX13News",0
"Pretty disciplined, better than some humans!",0
WTF,0
noah's ark?,0
More sense than most humans,0
@lukewestaway Never say die.,0
Ridiculous,0
Disgusting,0
Looks a little windy,0
"If he wasn't a star before, he's become one now.",0
Dumb people,0
"Moses, come back!",0
Way bettern than herding cats or puppies!,0
Lawn ornaments come alive?,0
better behaved than school kids,0
@lexaroberts - look how sweet,0
9/10/ 2017 Hurricanes! - 9/11/ 2001 Terrible Memories!!,0
"Katy, why r u rt'ing Fox shit?",0
"Beautiful, graceful creatures!",0
I Bush Gardens.,0
@FOX13News Manatee County has issued a 24-hour mandatory curfew beginning at 3 p.m. today,0
Try Brighthouse / Spectrum613,0
Damn,0
Poor little gasparilla island...,0
Finally free parking!,0
Go Rick,0
Illegal !,0
Go Rick!!!,0
North Dale Mabry.... sorry !!,0
He can fall! Many has!,0
He's a goofy little cat,0
He is adorable,0
Got 7 one gallon jugs.,0
@Farrington94 @NickIgnoffo @CatfishBilly18 fuck lol,0
1800 miles away ?,0
ass he is,0
Thnx a bunch Paul,0
Looks bad,0
Thx bud,0
Thx Marnie!,0
I remember those days. Man I feel old. Congrats Mark.,0
Walter Supèr I like indeed. Wayne Alexander,0
Needs more flying lessons.,0
Terrible,0
Looks like a nurse #shark,0
smh these hoes aint loyal,0
Really sick!,0
Screw football im watching 9/11 stuff,0
@FOX29WFLX where can I watch football? Sister station??,0
I've seen more people @a wedding,0
ridiculous behavior!,0
nasty disgusting people,0
ridiculous,0
Wtf,0
Vendors gotta make that money yo,0
True heroes!!!!,0
Not bad Jess!,0
Yes - regular business hours.,0
WHY R U STILL AWAKE,0
@MarleeMatlin @NyleDiMarco look!,0
Terrible!!,0
looked like a strip club show how Shameful,0
Go Rockledge! Hehe,0
Go figure,0
HE SMELLED FUNNY,0
yeah seriously!,0
American,0
I'm sure Orlando has a Dolphins following.,0
Zero pwr co people seen since 9/12 @FoxNewsResearch @KRayWFTV @news6wkmg @WESH @FoxNews @Newsradio1025 @news965wdbo,0
"Current odds: Troy 2:1, Candace 5:1, Adrienne 10:1, Clay 15:1",0
@CBSNews : Torrential downpours,0
@CBSNews : Torrential downpours,0
@CBSNews : Torrential downpours,0
Orange County Courthouse closed tomorrow?,0
Hey Jason! @OrlandoSentinel here...how does it look inside??,0
Yes right now Orange County is still under curfew until 6 PM.,0
@citybeautiful @news6wkmg @WESH @MyNews13 IS Orange county still under curfew?,0
#LiveTv #OldPeople #Smell Like #Armpits & #Avon,0
@news6wkmg still majorly angry here still.,0
Lake buena Vista.,0
@news6wkmg let james go!!!!,0
Fucking sad.,0
How's County by county looking tonight ?,0
He does nothing.,0
Also Seminole County starting at 7pm until 6pm tomorrow.,0
IM TRYNA WATCH NFL @news6wkmg,0
Yes! At Least 75+! Possibly 85+,0
WTF,0
Bad karma,0
WFTV 96.5 FM WHTQ Talk Radio,0
Exactly! Act. Prepare. Now.,0
City residents.,0
#UPDATE : @citybeautiful opens 2nd sandbag location at Camping World Stadium. Open today till 7PM & tomorrow 7AM-7PM @news6wkmg #News6,0
dam smh,0
@WESH @news6wkmg Ronald Reagan & Dog Track Rd.,0
Why isn't she fired yet?,0
@WCJB20 Can’t believe Kelly Gonzalez just grossly editorialized; “President Trump’s RACIST decision.” Bad journalism. @NewsLordTM,0
"ACSO: **Missing Child**20917 SE County Rd 234 13 yr old Emalee Herbst wearing red shirt, whi shorts,purple backpack @wcjb20",0
"Where??? TV 20, where??? I'm calling BS!",0
@WCJB20 is reporting dangerous conditions @Ke_iki,0
BREAKING: UF cancels football home opener against Northern Colorado @WCJB20,0
Awesome lady Pats,0
UPDATE: UF Alert- Robbery took place at 1026 SW 2nd Ave @WCJB20,0
Looks nothing like #TimothyOlyphant . @JustifiedFX,0
bad traffic jam,0
Thomasville 21 -- Cook 7. 1:55 1st qrt. ( @WCTV @swganetwork @SoGaFootball ),0
"#HSFB : @TvilleDogsFB 69 Worth County 14 (4:29, 3rd Quarter) @gahsscoreboard @Kristi_Kopanis @sgasportsnet @sogafootball @theowalb @wctv",0
"#HSFB : @TvilleDogsFB 63, Worth County 14 (5:05, 3rd Quarter) @gahsscoreboard @Kristi_Kopanis @sgasportsnet @sogafootball @theowalb @wctv",0
"#HSFB : @TvilleDogsFB 56, Worth County 14 (7:36, 3rd Quarter) @gahsscoreboard @Kristi_Kopanis @sgasportsnet @sogafootball @theowalb @wctv",0
Lowndes 14 -- Newton 0. 6:19 1st. ( @WCTV @SoGaFootball @swganetwork ),0
Old St Augustine?,0
Longer than most UM fans.,0
Cut down these damn trees Tally,0
Maybe @WCTV should take its auto post off.,0
"Tallahassee hotels full, extensive wait lists, city manager says @WCTV",0
"Tallahassee City offices closed Monday, city manager says @WCTV",0
Madison County won 49-6,0
FUCK #BAMA,0
Dude might kill somebody tonight,0
"#HSFB : Cairo 24, Thomas County Central 0 (Final) @AsherWildMan6 @gahsscoreboard @Kristi_Kopanis @sgasportsnet @theowalb @walbsports @wctv",0
"#HSFB #GHSA : Cairo 21, Thomas County Central 0 (Halftime) @AsherWildMan6 @gahsscoreboard @sgasportsnet @sogafootball @theowalb @wctv",0
Nope I won't look !!,0
"How bad, I have plans?",0
Or murder anyone,0
He is a MEGA moron.,0
2 BEAUTIFUL ladies,0
Talk about #packing,0
Sin City - Miami is awesome.,0
Sad..........,0
Meanwhile Puerto Rico needs everything,0
Independent lab findings demonstrating serious contamination & mosquito infestation. Residents request emergency meeting w/ city officials,0
"A little bit stronger than caffeine, I guess LOL",0
"Real life Beavis, lol",0
Not really... NFL should respect our flag...,0
Terrible,0
Pls find him,0
"north miami,340 ne 121 terrace",0
En Colombia gobierno quiere imponer dictadura criminal de izquierda entregando el país a secretariado de las FARC seria el fin de democracia,0
"GO JOHNNY GO, GO , GO JOHNNY GO, JOHNNY HOOK UP!",0
Buy a generator,0
Sad,0
Sad,0
She ain't coming....,0
#whereisMaria @realDonaldTrump @POTUS,0
i totally understand :(,0
Hopefully Maria turns north like Jose!,0
Go away,0
Miami shores still without power. Haven't seen FPL trucks near our house,0
I say smart man #BaseBall,0
Looking spectacular Jacey,0
#post surgical patients #nursing homes #new borns #infants #cancer #hospice #priority,0
Palm beach county ever stopped,0
"Eastside Active Living 1600 Taft St, Hollywood/ pines Retirement 7740 NW 1 ST Pembroke Pines. These people need help!!!",0
Sad,0
Sad,0
sad!!!!!,0
Same!,0
Disgusting,0
"Yes, is like a tornado heat Aventura",0
Sooooo old,0
@HeaterLou3 I totally understand lol,0
Like rats,0
Shoot looters,0
Still waiting,0
100 degree heat index! Let's Go !!,0
Oops I meant #FPL,0
LIES!!!!,0
"Lies, lies, lies",0
Does he poo everywhere?,0
"Ah,yes societies scum!",0
"He didn't say intelligent people, he said liberals",0
garnis their welfare checks,0
minimum 1 year jail,0
BLM clothing drive.,0
Further notice,0
Who knew turds could run?,0
Isso é um absurdo ta igual aquele filme uma noite de crime. Se um furacão desses vem ao Brasil rsrs ai fudeuuuu,0
Undocumented shoe salespeople,0
Poor mites.,0
TRUE,0
Heartless person,0
Let me ask around.,0
Poor babies!!,0
Smh,0
Disgusting.,0
Most windows that high wouldn't open,0
Ohhhh poor birdies X,0
he took a big L,0
Sounds like their problem,0
Truck looks very top heavy.,0
Omg. Those poor things.,0
Poor things.,0
Aw poor babies,0
oh poor things... omg,0
Disgusting.,0
Blacks stealing shoes. Surprise surprise.,0
Ain't bad looking neither!,0
Surprised??? Really???,0
Damn Irish!,0
People????,0
More gold star citizens...,0
Their tiny Mexican hats blew away.,0
Poor birdie's,0
Fly away find shelter,0
Very true pretty lady,0
Poor babies,0
Only scum does these acts.,0
Poor babies.,0
"Cara que triste, morador e animal de rua agora não tem pra onde ir",0
Damn Amish,0
Damn Trumpers,0
Thugs!,0
Feral animals!,0
That's extremely sad...,0
Trying!,0
Poor baby's :(,0
Call rescue!!,0
Anyone surprised?,0
Animals.,0
Rat bastard thugs...,0
Ahhh poor birds,0
@USAForRickPerry @JudgeJeanineGPS @foxnewsalert @EricTrump @IvankaTrump @MikePenceVP @perossmeisl @POTUS @NamVet50 @DavidVitter,0
Disgusting!,0
Animals,0
Go figure,0
Bro..animals,0
@jemelehill guess this won't make ur show ? Doesn't fit ur narrative !,0
Lock their asses up. Disgusting thugs.,0
poor things!,0
Poor wild birdies!,0
"Typical racist, fake Christian.",0
Poor babies,0
Such compassion...,0
Damn where @peta at when u need em,0
CNN: Liberal youth drop their politics,0
Low lifes!!!!,0
Absolutely disgusting,0
Poor babies,0
Disgusting,0
Black lives matter taking their share !!!!,0
Enjoy county boys,0
I wouldn't expect any less,0
Stupid people,0
Shoot em,0
Shoot em,0
Same. Getting gusts now.,0
Culture. @Talkmaster,0
MORE DEPRAVITY.,0
Oh nooooo go inside little parrots! Find a parking garage or something!,0
Sad people,0
Hell yea,0
Free stuff matters,0
How sad poor birds!!,0
Disgusting!,0
Low people...down right low.,0
Disgusting!,0
Yea I shoulve never left,0
Disgusting......,0
Find a way!!!,0
Sick,0
Damn. People suck.,0
Disgusting!,0
Sad soo sad. Lowlife.,0
Disgusting,0
Sad...,0
Disgusting-but doesn't surprise me,0
That's such a sad sight.,0
Blue Condo!!,0
Poor little babies,0
Ignorance at its finest.,0
SMH,0
Not surprised. Disgusting.,0
Trump supporter enough said,0
Terrible,0
go figure,0
Animals!!!,0
Absolutely disgusting.,0
6 followers. 'Nuff said.,0
Unreal smh,0
Total scum!,0
Sad,0
Poor little babies.,0
Poor little things..,0
Sad.,0
I'd moonwalk like a boss.,0
I've never seen anything quite like this.. frightening/beautiful..,0
Very minimal damage expected luckily,0
Poor things,0
Aww poor lil birds :(,0
*saw,0
"Oh, poor things!",0
"Oh, poor things!",0
OMG! poor things.,0
poor babies,0
Omg poor babies.....,0
Poor babies,0
Awe how sad,0
Polly want a lifejacket?,0
POOR BABIES,0
Poor deers,0
Poor babies..,0
Radar imagery does not reflect wind speed,0
Poor babies,0
Smh,0
Poor birbs.,0
poor things... T.T,0
Damn.,0
Sad,0
Hunkering down? It's still 100 miles away,0
Poor babies,0
POLLY WANNA SHELTER!! #SQUACK,0
Smh,0
Need answers,0
Poor parrots,0
Poor palms,0
"São de Sunny Isles Beach, perto de Miami.",0
Got watch espn streaming through PS4.,0
Omg how sad!!!!Poor little conures.,0
Wtf!!,0
Damn,0
A flying one would really leave a mark though. :-(,0
Bed bug central.,0
Effin lies,0
"Sorry, @DIRECTV does not carry @MeTV",0
Looks like a CNN crew !!,0
Poor employees,0
Whatever meteorologist said models shifted east again?,0
Poor people...,0
Robert Morgan is a small school,0
More like government confiscation.,0
Bad oversight though,0
I'll sign a waiver,0
Crazy,0
Colors don't match. I give up,0
Maybe path projection changes?,0
Crazy,0
She's perfect,0
Very old video.,0
He really needs some help seriously,0
836 was still charging at 5:10,0
Somebody creating hurricanes,0
Damn rip dude,0
Gfs run next crosses coast moves north. Trend turn north off coast,0
A lot,0
come onnnn,0
More confirmation how low he will stoop...,0
Damn,0
Dream Act or Bridge Act asap please,0
Isn't Every Day Labor Day?,0
I don't think even he knows,0
Hello fellow labor day early riser!,0
maybe free coffee.....,0
Sad,0
Congratulations! Another glass ceiling come down!,0
Well at least he's not ruining their labor day weekend.,0
@Ti_richard75 piga ou vini konsa tou non lè KREY Ou fini @Jr2083 @Pimalud,0
He needs psychiatric help.,0
beautiful face,0
Self full filling prophecy?!,0
Give her a cookie,0
crisis? really,0
Lawsuit...A BIG ONE,0
IM ABSOLUTELY SHOCKED,0
He came. He saw. He took photos. #WeAllCame,0
"One stop shopping""",0
maybe he's receiving threats?,0
Obviously a troubled soul,0
This is a despicable miserable person. Justice must keep him where he belongs: Jail,0
Freaking Animal,0
Sick!,0
Fuck Lebron,0
RIP young man,0
Coon looks like a thief,0
animals...Period!,0
Wtf,0
He started earlier. Maybe 10:10.,0
Looks like a nurse #shark,0
Only 10?,0
40/100 units without power,0
Apple. Tree. Fall,0
WTF,0
People suck. Resist,0
I bet palm beach island has power,0
May she RIP She earned her angel wings fly high sweet girl,0
Despicable egotistic person...,0
Any word yet?,0
Wish I could!,0
North Manatee County,0
Shoot her,0
I haven't seen any,0
Like many men..,0
People = shit.,0
Poor scruffy baby,0
Stupid people,0
Damn people suck!,0
Evil Bastards,0
Oh yes ma'am. Rescue only !! #AdoptDontShop,0
Really sick!,0
I got a little wet unfortunately,0
Sad,0
Look at those scumbags,0
Sad,0
Hotels take pets.,0
These poor animals....,0
ridiculous,0
Disgusting. Karma people!!!!,0
Disgusting if true.,0
Looks like simons sportswear,0
Disgusting.,0
Coral Sun Townhomes,0
Only if u drive a jeep,0
WTF,0
Poor babies..,0
SAD,0
Outrageous !,0
25 miles/hour into 446 miles = 17 hours,0
Same,0
Disgusting humans. I'm ashamed,0
Disgusting people.,0
sometimes people sure suck!,0
People suck,0
Sick SOBs,0
People suck,0
Meghan looking beautiful tho,0
I never call- I text only-,0
go dawgs!,0
Unbelievably sad,0
He's handling that mic like a pro....,0
#JHC #WTF !! CRUEL CRUEL CRUEL !!!,0
@BADRAPorg pls retweet,0
@BADRAPorg pls retweet,0
@BADRAPorg pls retweet,0
Extreme situation requires extreme actions :/,0
Could it still shift back east??,0
Soooo sad!!!!,0
Looks like wrong link,0
He smoking crack again?,0
Beauty amid devastation.,0
Many places still out since yesterday afternoon. Crazy,0
Bad grammar? I'm wondering how many folks would recognize bad grammar. Just a thought.,0
Sponsored content?,0
He's such a egotistical grand stander,0
True heroes & patriots,0
Happy Birthday,0
How many were calling themselves John miller?,0
"SALUTE! Way! Cool! Aaaaay! Like""""",0
TRUE,0
"Way! Cool! Aaaaay! like""""",0
Hasn’t he suffered enough?,0
First amendment right !,0
Thx Karlene!,0
She lies about every thing though.,0
Bro I need a helicopter,0
Matthew 18:20(John 14:15)&Luke 10:19&Psalms 23/1-6&John 14:18,0
"Way! Cool! like""""",0
Worst than Cali?,0
Pathetic people,0
Sin City - Miami is awesome.,0
Congratulations! Sweeet! Lil'cutiepie! Way! Cool! Aaaay!,0
Looks like a mount 'Rushmore' moment.,0
“suddenly?” Wrong.,0
"@NFL is dead. never watch again pond scum players, greedy owners, commie press.",0
he is bad ass!,0
That's MF respect #Latinos #PuertoRicoStrong,0
Is he a teen??,0
Awesome players!!!,0
Next week?,0
TRUE,0
"Not a three-year old, a third juvenile.",0
"Oh boo hoo. Lol go watch HGTV then, bye Felicia",0
Independent lab findings demonstrating serious contamination & mosquito infestation. Residents request emergency meeting w/ city officials,0
Thx dotard,0
Relatives spending Weekend at Bernie's ?,0
Still?,0
Smh,0
Go away already,0
Aww poor little snowflake,0
Many wonderful memories,0
Right after Curry said he wasn't going,0
She's gonna get hurt bad,0
omg poor people!!,0
Something's wrong,0
He's a loony tune,0
DAMN,0
he's Russian,0
Poor baby! ...RIP.,0
Sad,0
Sad,0
poor dog,0
Unreal he should bite her,0
he was black actually,0
WTF!,0
She’s disgusting,0
"That's a #GreatDane , he's probably cleaner than she is.",0
Smh,0
Way go @TimTebow !,0
@yellowcutee smh,0
Sounds like a plan,0
crazy,0
Clown,0
María Category 5 is passing Puerto Rico,0
Threatens,0
True heros,0
Sick,0
Pls find him,0
Kids ;-;,0
Poor little guy!!!!,0
KTLA 5 reports attack!!,0
he is trying his fucking best okay,0
EXISTENTIAL CRISIS ACTIVATED,0
getting fatter everyday...,0
More FREE STUFF,0
Why even bother opening absolutely ridiculous,0
SICK,0
RIDICULOUS.,0
Score settling rarely makes sense,0
lies,0
"how bout eveybodie .. STOP! """"",0
ROSS ACT LIKE AN AMERICAN OWNER LIKE JERRY JONES,0
Distribution at Quiet Waters Park will go until 6pm,0
Oh look another footlocker,0
Spider-Man isn’t real,0
@mr_jettlife @Koolie_T smh,0
Disgusting,0
wtf,0
DAMN,0
Terrible.,0
Dang. Sad.,0
lmaooo looks like a fallen alien,0
Still beautiful,0
Nigga lookin like burnt moin moin,0
Yup bad bad bad,0
Generator died,0
Priceless - I'm still laughing,0
How sad,0
like why?!?,0
Ridiculous,0
40% PEOPLE MATTER!!!!,0
Poor peeps,0
Anything yet bud?,0
BRAVO FPL!!!! aBRAVO,0
Dont forget Hollywood,0
@MiamiDadePD Go sister!,0
Palm beach?,0
I didn't now hurricanes differentiated between cities....,0
He's working outta town,0
"Yes, is like a tornado heat Aventura",0
Don't forget #ParkviewIsland #NoPower @insideFPL,0
Lol I'm not around there I won't make,0
@HeaterLou3 I totally understand lol,0
Countywide curfew started at 7pm,0
Beach Life...,0
Seriously? Racist much?,0
He could probably run faster if he pulled his pants up.,0
A co miało się zmarnować ?!!,0
Disgusting. Smfh,0
Animals,0
False.,0
Lee Ford makes shoes.,0
Dems getting their reparations,0
BLM at their best!,0
Animals,0
Should get punishment doubled. Animals,0
Why only blacks loot?,0
FREE SHEEEEIIIIIIIIT,0
He's violating a no wake zone!,0
Disgusting human beings...,0
"Arrested yea, shot? Smh",0
Thats racist!! Lol,0
Disgusting thieves,0
Poor people!!,0
Thief*,0
he dindu nuffin!,0
Fine upstanding citizens,0
Fucking animals,0
Most horrible thing I've ever seen,0
Nike died mate,0
rt,0
Shoes?,0
"Humanity"" lol""",0
", Jim said",0
He's a stud.,0
FUCK A FOOTLOCKER,0
Typical thugs,0
Absolutely ridiculous,0
He used his signal?,0
He even used his turn signal,0
at least he used his blinker!,0
Damn #whiteprivilege !!,0
#nikelivesmatter at its best,0
Shoot!,0
Disgusting,0
"Wow, thought Miami caught a break until now.",0
Theyre fuckin animals.,0
I hate a thief...,0
Shoot these filthy looters!,0
Still boring @AnnCoulter ???,0
Food i could understand but shoes!,0
SHOES matter! Lol,0
Same old story,0
Low down dirty.,0
Animals,0
Animals,0
"Same ones, means same criminals.",0
Clearly these bozos missed last nights Lockup episode...,0
@Trish_Entin they want a closer look,0
Racist asf.....,0
Better name her Daenarys. #stormborn,0
Looks like a Georgia plate.,0
Such a joke!,0
"I disagree, still someone's property.",0
Smh...,0
Very true pretty lady,0
"Disgusting, worthless people...",0
Despicable people.,0
Miami flooding @lookner,0
Check eBay tonight.,0
"Take a look sat this @AnnCoulter . Boring, right? Ridiculous gasbag.",0
Yeah! Life ain't fair,0
Very true lol,0
Crazy.,0
Hell yea,0
Like cockroaches!,0
SMH...,0
Sad,0
Maybe a shoe store was their next stop,0
Damn,0
Poor little fella :(,0
I guess “advised” evacuation,0
SMH,0
Thugs!!!,0
Crazy,0
Disgusting!,0
Ridiculous,0
"Still bored, @AnnCoulter ?",0
"Still bored, @AnnCoulter ?",0
Smh,0
Miami Beach is now Miami Lake,0
@AnnCoulter still bored?,0
Sick man,0
Sharknado anyone?,0
I blame George W. Bush,0
Yeah definitely enough said.,0
Someone tell A. Coulter,0
Thats crazy,0
Shoot em,0
Sad people,0
sick,0
poor people.,0
Hell yea,0
@AnnCoulter yup. Still bored.,0
@rushlimbaugh FYI,0
"Hey @AnnCoulter , looks like a little more than light rain""",0
Why wasn't tge crane taken down???,0
reason i #evacuated #HurrcaneIrma,0
Damn RT @wsvn : UPDATE: Broward County Schools closed until further notice.,0
Fastest stop/go sign ever.,0
Sad..,0
אן אמונה הגויים 40 שנה בקבר,0
crazy,0
#crazy,0
Tell al gore he may find some fish,0
Thats a damn big liberal hoax!,0
fucking hell,0
UPDATE: Broward County Schools closed until further notice.,0
Jose next,0
Hell nah,0
Crazy,0
Liberals make me sick. Go away.,0
What is he dismantling? Dems want a global shift tpp world bank etc he wants America 1st,0
How does cocowalk look like,0
Get inside don't put yourself at risk,0
rich people problems,0
but @AnnCoulter said only light rain,0
Very dangerous.,0
Feel bad,0
Surge 6 ft. maybe more downtown Miami,0
"Terrible, tenebroso",0
Someone tell . @AnnCoulter,0
Why weren't these things lowered,0
2 WEEKS,0
Cell towers next?,0
"Yep , more than one",0
Omg way worse than it looked,0
"Pure trash, let them break into each other's prison cells now",0
A co phai con nguoi k,0
Takes 2 weeks,0
Homestead is getting hit hard!,0
High risk,0
FUCK JETS,0
Yea. A summer shower floods Miami Beach.,0
"Easy 93.1, HITS 97.3, 99.1 JAMZ, HOT 105.1",0
@81badbro look,0
Who r these brave (or crazy) ppl filming these things?,0
cc: @AP,0
Stop stop stop!,0
Crazy,0
"STOP STOP STOP STOP STOP""""",0
Haven't lost power...yet.....,0
Very old picture !,0
Damn,0
I saw,0
Most impressive.,0
Check FS1,0
She better take ha ass inside,0
Better b getting paid,0
What does he say?,0
@alliebwalker better start crouching,0
Bon Konbyen Tornado kap pase apre midi a menm smh,0
"That’s where I am right now, @vickylarose_ sûrement ou jwenn alert sa sou téléphone ou",0
I’m fucking dying fuckkkkk,0
Nice little fun break,0
"gotta love Steve, he made everything funny",0
Terrible.,0
"Sa pa fè tro lwen kotem ye la non,m menm jwenn alert la sou telephone mw",0
Pfft..... still waiting bored.,0
Damn,0
4 pm? Man I wanna fish!!!,0
Shit crazy,0
Worse than Matthew,0
American steel bend don't break baby,0
Toque de queda a partir de las 4 pm en el condado de Broward #IrmaHurricane2017,0
Why dont u park ur cars inside. Hummm,0
UPDATE: Broward County Transit Bus Service suspended until further notice,0
"20 means 20 inches ...""",0
Disgusting,0
Wtf,0
Vive le pétrole vive le gaz.....ont récolté ce que l'ont sème,0
@declanmuldowney Give these a follow.,0
Please don't give any more helpful advice,0
risk takers FRFR lol,0
How sad,0
Sea World should close forever,0
Heartbreaking damn,0
Smh rip,0
Tally can barely handle tropical storms,0
Sad,0
Only 1m??? Billion dollar company smh,0
Damn!,0
Animals fly but humans cant fly...,0
I'll sign a waiver,0
Say less,0
Absolutely right,0
east I mean!,0
Merica FUCK YAH,0
I like anime,0
Crazy Mr. Cheeks.. lol,0
How bout Dade,0
