Tweet,Category,Date,Permalink
"When   flew over Hurricane #Irma  damage, here's what he saw:      #HurricaneIrma",12,09/11/2017,/weatherchannel/status/907356828714938368
# Maria  is a major hurricane with winds up to 125mph and is passing east of the Bahamas. Stay tuned to The Weather Channel for more coverage.,3,09/22/2017,/weatherchannel/status/911334977438142477
Hurricane Irma is nearing the Virgin Islands as a Category 5 storm. Its Southeast U.S. impacts are likely to begin this weekend in Florida.,4,09/06/2017,/weatherchannel/status/905443942103121920
"NEW: #Severe  thunderstorm watch issued until 9 pm ET for parts of north VA, MD, southeast PA and west-central NJ.",2,09/05/2017,/weatherchannel/status/905150347567648771
Hurricane #Maria  slams Puerto Rico with heavy rain and devastating winds. Stay tuned to The Weather Channel for more live coverage.,3,09/20/2017,/weatherchannel/status/910578045228077056
Hurricane Maria is not done yet!  Please keep watching especially along the East Coast - Cape Hatteras to Norfolk.  weather.com/storms/hurrica ne/video/4-things-to-know-about-hurricane-maria   …,15,09/23/2017,/weatherchannel/status/911688386041319426
Tropical storm warnings have been dropped in southern New England as #Jose  moves away. Surf will remain elevated along the U.S. East Coast.,15,09/22/2017,/weatherchannel/status/911329340859744256
5 big challenges for Puerto Rico on the road to recovery from Hurricane #Maria :    ,9,09/27/2017,/weatherchannel/status/913160546496712704
First week of meteorological #fall  will live up to its name as another blast of cool temperatures is ahead for East:    ,7,09/05/2017,/weatherchannel/status/905056434991259648
"# Talim  will impact Japan this weekend into Monday with gusty winds, heavy rain and the threat of flooding:    ",4,09/16/2017,/weatherchannel/status/909036411382153217
Tropical storm warnings have been canceled as Hurricane #Maria  moves away from the U.S. East Coast:    ,15,09/27/2017,/weatherchannel/status/913192655395237889
Hurricane Maria brought tremendous destruction to Puerto Rico.  This is an overhead drone look at the damage.  weather.com/storms/hurrica ne/video/devastation-in-bayamon-puerto-rico   …,15,09/21/2017,/weatherchannel/status/910964253464698880
Irma finally downgraded to a Tropical Depression. It has had a horrible history from the Caribbean to the Southeast.  weather.com/storms/hurrica ne/video/irmas-latest-track-0   …,15,09/11/2017,/weatherchannel/status/907446883500642309
Officials say one person is missing and about 200 homes were damaged as Hurricane #Max  hit Mexico:    ,4,09/15/2017,/weatherchannel/status/908735941531115521
"# Irma  is likely to make landfall in FL as a dangerous major hurricane. Hurricane watches have been extended north, including Tampa & Orlando",1,09/08/2017,/weatherchannel/status/906175627648217088
# Maria  has strengthened to a #hurricane  as it nears the northeast Caribbean Islands:    ,2,09/17/2017,/weatherchannel/status/909537727690899457
"In the wake of #Irma , the people affected are starting to rebuild. Stay tuned to The Weather Channel for more live coverage and updates.",15,09/12/2017,/weatherchannel/status/907700650083065857
Hurricane #Katia  is expected to strengthen today before making landfall in eastern Mexico by early Saturday:    ,3,09/08/2017,/weatherchannel/status/906136807422607360
"A dangerous storm surge accompanied by large, destructive waves will raise water levels by as much as 9 to 12 FT.  Tune in for the latest",6,09/21/2017,/weatherchannel/status/910895906416988161
Our crews have you covered all throughout #Irma . Tune in NOW for 24/7 storm coverage you can trust.,14,09/08/2017,/weatherchannel/status/906233373827489792
There have been changes to the tropical storm watches/warnings ahead of Hurricane #Jose 's approach to New England:    ,4,09/18/2017,/weatherchannel/status/909898346659119105
"A #tropical  depression or storm may form next week from a ""Central American Gyre"". What the heck is that?     ",16,09/29/2017,/weatherchannel/status/913731600059310080
BREAKING: #Irma  becomes a Category 5 #hurricane  with 175 mph maximum sustained winds.,11,09/05/2017,/weatherchannel/status/905036981314322433
Storm surge (pink) and tropical storm (yellow) watches have been posted for the coast of N. Carolina ahead of #Maria     ,3,09/24/2017,/weatherchannel/status/912075919413645313
Listen to your local authorities.,2,09/06/2017,/weatherchannel/status/905640301053620224
Hurricane Maria is a very scary hurricane. The strongest for Puerto Rico since 1928 with top winds of 175 mph.  ne/news/hurricane-maria-category-5-leeward-islands-virgin-islands-puerto-rico   …,14,09/19/2017,/weatherchannel/status/910303791274225666
"NEW: A #severe  t-storm watch has been issued for southeast MI, northwest OH and central/northeast IN until 11 pm ET.",3,09/04/2017,/weatherchannel/status/904804888189833216
Hurricane #Maria  will bring tropical storm conditions to parts of eastern North Carolina beginning later today:    ,3,09/26/2017,/weatherchannel/status/912658788963909634
People affected by #Irma  are beginning to recover and rebuild. Here's a look at some of the damage done in Florida and the Caribbean.,8,09/12/2017,/weatherchannel/status/907717179294052352
"Here is the latest update on category 5 Hurricane Irma. For more live coverage, tune into The Weather Channel.",1,09/07/2017,/weatherchannel/status/905856720500609024
"NWS officials couldn't be more clear – Charleston, SC residents need to get away from the water. More:      #Irma",2,09/11/2017,/weatherchannel/status/907299798860124161
A #tropical  depression or storm may form Friday or this weekend near #Florida . What we know right now.     ,10,09/28/2017,/weatherchannel/status/913353862928465920
Irma is a scary hurricane -   issues a warning as #HurricaneIrma  heads towards the US,9,09/05/2017,/weatherchannel/status/905185559710195712
"# Irma  is threatening coastal towns, but those further inland could also be at risk. Tune into The Weather Channel for more live coverage.",16,09/07/2017,/weatherchannel/status/905864272911237122
"After Harvey and #Irma , how much of the Atlantic hurricane season is left?    ",10,09/12/2017,/weatherchannel/status/907654588337070080
"For the first time since Sept 2010, there are 3 active hurricanes in the Atlantic.  Watch The Weather Channel for complete coverage.",5,09/06/2017,/weatherchannel/status/905552413494583300
The 2017 Atlantic #hurricane  season is rivaling other historically active years:    ,16,09/18/2017,/weatherchannel/status/909913339823669248
# Irma  relinquishes its streak of sustained winds at 185 mph. Should remain a potentially catastrophic hurricane for the next few days.,3,09/07/2017,/weatherchannel/status/905674380046245888
JUST IN: Death toll skyrockets to 104 following this afternoon's 7.1 magnitude #earthquake  in Mexico:    ,5,09/19/2017,/weatherchannel/status/910278763035869184
Florida Gov. Rick Scott has declared a state of emergency ahead of a possible Hurricane #Irma  strike:    ,13,09/04/2017,/weatherchannel/status/904833109845196800
Puerto Rico has declared a state of emergency & fears are rising all across the Caribbean about #Maria . The latest:    ,15,09/18/2017,/weatherchannel/status/909860830379892738
The winds during a hurricane can cause some serious damage! Stay tuned to The Weather Channel for severe weather updates and live coverage.,8,09/06/2017,/weatherchannel/status/905494297289646082
The death toll from Hurricane #Irma  in the Caribbean and Southeast U.S. has risen to 52:    ,15,09/13/2017,/weatherchannel/status/907985819930992640
# Jose  is expected to strengthen into a hurricane later today and may get close to the East Coast next week:    ,7,09/15/2017,/weatherchannel/status/908658166409216000
"After #Harvey  and #Irma , how much of the Atlantic #hurricane  season is left?    ",14,09/12/2017,/weatherchannel/status/907789195174805505
Tropical Storm Jose is lurking off the NE Coast with surf & gusty winds through the weekend.   weather.com/storms/hurrica ne/video/jose-still-a-wave-maker-for-northeast   …,8,09/20/2017,/weatherchannel/status/910686838385463297
"BREAKING: A #hurricane  watch has been issued for south Florida, from Jupiter Inlet to Bonita Beach, including the Florida Keys.",3,09/07/2017,/weatherchannel/status/905807600955953153
"# Hurricane  warnings issued for Leeward Islands, hurricane watch for Puerto Rico & Virgin Islands ahead of #Irma :    ",3,09/04/2017,/weatherchannel/status/904723123529850881
"Govenor   discusses ways to help the victims of Hurricane Irma. For more live coverage and updates, tune into The Weather Channel.",12,09/11/2017,/weatherchannel/status/907293999186235392
The next #tropical  depression or tropical storm could develop soon near #Florida :      #Invest99L,3,09/28/2017,/weatherchannel/status/913553231174819840
Bands of heavy rain/t-storms have already produced up to 66 mph gusts in S. Fla. Our #Irma  current weather tracker.     ,1,09/09/2017,/weatherchannel/status/906521872229003264
No winter storms yet.,5,09/14/2017,/weatherchannel/status/908506295711526912
"It is currently a Category 1 hurricane. It is not expected to make landfall, but could near the mid-Atlantic or New England coasts next week",2,09/15/2017,/weatherchannel/status/908809549158715392
More than half the state of FL is without power. Here's when residents can expect their electricity to return:      #Irma,2,09/12/2017,/weatherchannel/status/907658822570860546
What does post-tropical mean? It means that Jose's center is cooler and devoid of thunderstorms. Most of the rain is over Massachusetts.,16,09/21/2017,/weatherchannel/status/911070527812521984
How to charge your phone in an emergency:      #Irma  #HurricaneIrma,5,09/09/2017,/weatherchannel/status/906526373144956928
Meteorologist   uses a drone to survey the damage done by #Irma . Tune into The Weather Channel all day for more live coverage.,3,09/11/2017,/weatherchannel/status/907260918400200705
BREAKING: Hurricane #Jose  triggers a tropical storm watch for the mid-Atlantic and New England coasts:    ,11,09/17/2017,/weatherchannel/status/909526634205659138
BREAKING: Hurricane #Maria  death toll has increased to 17 in the Caribbean; at least 20 are missing. More:    ,15,09/21/2017,/weatherchannel/status/910911129135800320
"In the wake of hurricanes Harvey and Irma, some truly special stories have emerged. Two you'll want to read:    ",6,09/25/2017,/weatherchannel/status/912457940799389696
"8 straight #hurricanes  have formed in the Atlantic Basin, a first since the late 1800s.",3,09/24/2017,/weatherchannel/status/912007460679852032
"Hurricane #Irma  continues to have devastating impacts in the Caribbean, where thousands are still stranded:    ",8,09/10/2017,/weatherchannel/status/906888746167099394
# Jose  remains a major hurricane in central Atlantic and is expected to impact northern Leeward Islands Saturday:    ,3,09/08/2017,/weatherchannel/status/906129002527506433
The Florida Keys saw severe damage from Hurricane #Irma . Here's what it looks like from above:    ,4,09/12/2017,/weatherchannel/status/907704695044657154
Strong winds and storm surge of #Irma  left a trail of destruction in the Florida Keys. Tune into The Weather Channel for the latest on Irma.,7,09/11/2017,/weatherchannel/status/907340771891847168
Before and after images reveal the destruction caused by #Hurricane  #Irma  in Barbuda and the Virgin Islands:    ,15,09/11/2017,/weatherchannel/status/907329166265131008
"Headed to Puerto Vallarta, MX on vacation? Heavy rain, #flood  threat from TS #Pilar .     ",9,09/24/2017,/weatherchannel/status/911918409117401090
"NEW: Flash #Flood  Emergency issued for downtown Charleston, SC until 3:15 pm ET. Widespread flooding reported.",2,09/11/2017,/weatherchannel/status/907293403863449600
"Tropical Storm #Maria  is slowly moving past North Carolina, brushing coast with gusty winds & storm-surge flooding:    ",6,09/27/2017,/weatherchannel/status/913013620191092737
"# Maria  made landfall in Puerto Rico, causing a large amount of destruction. Stay tuned to The Weather Channel for more live coverage.",15,09/20/2017,/weatherchannel/status/910495689825800192
Jose is being watched closely as it will try to turn back toward the west & possibly skirt the East Coast.  weather.com/storms/hurrica ne/video/tracking-hurricane-jose-what-we-know   …,3,09/11/2017,/weatherchannel/status/907442516919816193
"9PM Advisory: #Irma  is nearing 100 miles of Key West, and wind gusts are nearing hurricane force.",3,09/09/2017,/weatherchannel/status/906687408762126348
"All lanes of I-16 now Westbound for more than 500,000 #Irma  evacuees    ",9,09/09/2017,/weatherchannel/status/906503725199409152
"According to  , #Irma  - although now a category 4 hurricane - should not be taken lightly. Tune into The Weather Channel for more.",2,09/09/2017,/weatherchannel/status/906487350112411649
Here's how a borderline #LaNiña  could impact the rest of the 2017 Atlantic #hurricane  season:    ,15,09/25/2017,/weatherchannel/status/912478444021092352
NEW: Tropical storm warnings are now in effect for parts of southeast New England ahead of #Jose :    ,3,09/18/2017,/weatherchannel/status/909800752519852033
# Irma 's track has shifted a little eastward - will likely still be a major hurricane as it approaches Florida:    ,13,09/06/2017,/weatherchannel/status/905456575216680960
