Tweet,Category,Date,Permalink
". @FOX10News is teaming up with @voasoutheast to collect donations for victims of #HurricaneIrma -> need flashlights, battery-operated fans. pic.twitter.com/zvDWN8J7AK",10,09/18/2017,https://twitter.com/SarahWallFox10/status/909744443749625856
Local options for #HurricaneIrma evacuees offering free or discounted prices -> http://www. fox10tv.com/story/36318992 /shelters-and-locations-providing-help-to-irma-evacuees … . @FOX10News pic.twitter.com/2KxF32WPjG,10,09/08/2017,https://twitter.com/SarahWallFox10/status/906119432266809345
. @FOX10News is coming together for Texas -> we are teaming up with @voasoutheast to collect donations for #Harvey victims. @FOX10News pic.twitter.com/nqQf6P4qGz,16,09/04/2017,https://twitter.com/SarahWallFox10/status/904677530979971072
"Did that nursing home not have a commercial generator? If not, it should be required for every one of them.",12,09/14/2017,https://twitter.com/SnowdenTodd/status/908519380027412480
MCSO makes at 20 arrests in massive drug raid in Mobile County @FOX10News pic.twitter.com/ChfMIiaIWR,0,09/27/2017,https://twitter.com/SteveWALA/status/913065417689661441
Well on the listings it shows the game. So how about you show the game on tv. And you can stream the weather yeah?,13,09/10/2017,https://twitter.com/AndreL_12/status/906929218474401794
@FOX29WFLX so are y'all planning on showing football?! Cause I'd rather watch football to get me through this hurricane rather than see you,13,09/10/2017,https://twitter.com/AndreL_12/status/906924197989011456
NEW: Picture of accused #killerclown after her arrest in Virginia. @WPTV @FOX29WFLX pic.twitter.com/7Z2DK9RWw4,4,09/28/2017,https://twitter.com/AndrewRuizWPTV/status/913417722670862337
JUST IN: @Rivierabch estimates #HurricaneIrma causes $3.6 million worth of damage within city limits. @wptv @FOX29WFLX,13,09/15/2017,https://twitter.com/AndrewRuizWPTV/status/908678194307506177
. @PBCFR spraying fire at West Palm Mini Stor-it off Florida Mango Rd @wptv @FOX29WFLX pic.twitter.com/JIj4vahv3S,4,09/12/2017,https://twitter.com/AndrewRuizWPTV/status/907586973866524672
#lakeworth #irmadamage @wptv @FOX29WFLX https:// twitter.com/cpruchniak/sta tus/907263987196325888 …,0,09/11/2017,https://twitter.com/AndrewRuizWPTV/status/907272696773328898
"Downed power line causes fire, burns 26 cars in car dealer parking lot. #RivieraBeach #Irma #Irmadamage @wptv @FOX29WFLX pic.twitter.com/hdo5SH9a80",7,09/11/2017,https://twitter.com/AndrewRuizWPTV/status/907165642238906368
. @DelrayBeachPD working to keep non-residents off barrier island. This includes vehicles and pedestrians @WPTV @FOX29WFLX pic.twitter.com/7koAmG0VQf,1,09/09/2017,https://twitter.com/AndrewRuizWPTV/status/906544519025491968
"About a dozen officers are going around looking for possible projectiles, warning people about mandatory evacuation @wptv @FOX29WFLX pic.twitter.com/veBD9nIVvs",1,09/08/2017,https://twitter.com/AndrewRuizWPTV/status/906169958706675713
"Roof jobs remain a concern, tiles can become projectiles during the storm. #Irma @WPTV @FOX29WFLX pic.twitter.com/oYuNduBerR",4,09/08/2017,https://twitter.com/AndrewRuizWPTV/status/906165870715707392
@FOX29WFLX crain swing arms are left to freely move and spin around.it does so to prevent damage instead from a fixed position.,1,09/10/2017,https://twitter.com/b_man_dreads/status/906893354792779781
@FOX29WFLX no football today?? There's like 50 million channels with hurricane coverage.,13,09/10/2017,https://twitter.com/brianschack/status/906911259634946050
I'd rather die watching football than this stupid hurricane coverage. @FOX29WFLX @CBS12,13,09/10/2017,https://twitter.com/bto131/status/906927032235421696
"If the other school districts are closing school for these two days, why can't our county? This hurricane should be taken seriously pic.twitter.com/hLZG7KF1Wy",1,09/05/2017,https://twitter.com/camilla_alverz/status/905151146339303425
@FOX29WFLX colony park apartment residents in West Palm Beach was told they can't board up apartment for hurricane pic.twitter.com/k0yExqwb4G,15,09/06/2017,https://twitter.com/chynaBarbie4/status/905490388110204932
O M G.. Seriously @evanmilligan There was a tornado warning. Get real.,0,09/09/2017,https://twitter.com/CottonCandy0201/status/906622935452012544
What about now? There also was a tornado warning earlier & they played the Yankees game. They can pop in & say hey here's what's happening,13,09/09/2017,https://twitter.com/evanmilligan/status/906633636442763266
"you need to make the call. My children will NOT be going with a Cat 5 hurricane, but for safety's sake, cancel classes on Thurs and Fri.",14,09/05/2017,https://twitter.com/GabeLilja/status/905145841790439424
@FOX29WFLX I can't watch any games because of this stupid hurricane that's not going to happen take it off,1,09/09/2017,https://twitter.com/Gbe_Savvv/status/906636182678884352
@WPBF25News @wsvn @10News @FOX29WFLX @cnnbrk @MSNBC Where do we send #drone footage after #irma ? #ireport #southflorida #delraybeach,9,09/08/2017,https://twitter.com/JarrettHolmes/status/906258317353340928
Just drove around my neighborhood -people throwing out stuff you could donate to goodwill seems like people's trash are not storm related.,2,09/26/2017,https://twitter.com/Jbjgirl10/status/912779368853835776
Do you have a graphic as to how far inland the storm surge could come in -is it US one is it past 95 in Palm Beach County,9,09/08/2017,https://twitter.com/Jbjgirl10/status/906138994928488449
"@wptv @FOX29WFLX @WPBF25News @CBS12 If the storm continues moving west like this, @pbso needs to drop curfew tomorrow.",9,09/09/2017,https://twitter.com/jfb880/status/906671439012646912
Our first signs of damage from #HurricaneIrma - this is a neighborhood in Cutler Bay. Neighbor tells me it was a tornado @WPTV @FOX29WFLX pic.twitter.com/0xRTj9D2v0,0,09/09/2017,https://twitter.com/JHackettWPTV/status/906627833165959168
@FOX29WFLX I'm sure y'all will be looking for hurricane heros. This place is giving away sand. pic.twitter.com/0V8wYXUjdi,1,09/08/2017,https://twitter.com/JKAcresCattleCo/status/906233479498788864
@FOX29WFLX will the football game be on at 430pm today? Need to take my mind of the hurricane,13,09/09/2017,https://twitter.com/lxa70411/status/906611800271212545
Sending love to all the storm reporters @FOX29WFLX they put their lives on the line to keep us up to date & safe god bless #HurrcaneIrma,15,09/10/2017,https://twitter.com/MarkMurphyGolf/status/906855804275445760
@FOX29WFLX is there an alternative station for the football games today? #fingerscrossed #hurricaneirma,13,09/10/2017,https://twitter.com/marlenarose9/status/906861902831091712
"@FOX29WFLX love that you're covering the hurricane, but it's all repeated and I want to watch the game #gochicagobear",0,09/10/2017,https://twitter.com/Meli_0_0_/status/906923344339128321
Still a hurricane outside?! #sarcasm Burn our tablet and phone batteries?! Thanks for the bad advice. #hurricaneirma #SafetyTip #NFLSunday,1,09/10/2017,https://twitter.com/MrsAliciaParks/status/906932645669621763
Hey!! We are in a hurricane! Keep our spirits high & PUT THE DAMN FOOTBALL GAME ON! #SouthFlorida #weather #hurricaneirma2017 @FOX29WFLX pic.twitter.com/m1aLolvG3L,13,09/10/2017,https://twitter.com/MrsAliciaParks/status/906930700993036288
". @pbpost . @WPTV . @CBS12 . @FOX29WFLX NSU canceled classes as of Wed., 9/6 -offices clsd Thur 9/7 until further notice http:// nova.edu/hurricane",4,09/05/2017,https://twitter.com/NSUnews/status/905208941302489088
"Please, any news from Ponce in PR? @cnnbrk @CNNEE @FOX29WFLX @FoxNews @weatherchannel #hurricaneMaria @UniNoticias HELP! #PoncePuertoRico",9,09/20/2017,https://twitter.com/oily_fam/status/910658945030729730
The largest rescue animal adoption event is almost here! Save the date: October 14! #C2Z @CBS12 @WPTV @FOX29WFLX @WPBF25News pic.twitter.com/oHLQSseEtf,4,09/29/2017,https://twitter.com/PeggyAdamsARL/status/913809681348481027
Are they going to need volunteers?,2,09/09/2017,https://twitter.com/petresqr/status/906608052958359552
". @FOX29WFLX @AmyLipman @BP_CruiseLine -- Cruise ship feeds, houses hurricane victims. Video: http://www. wflx.com/story/36373153 /cruise-ship-feeds-houses-hurricane-victims … pic.twitter.com/6ABMQbVAba",3,09/15/2017,https://twitter.com/PortofPalmBeach/status/908725685744816128
#keysrecovery @monroecounty @CNN @cnnbrk @WPLGLocal10 @PBCFR @FOX29WFLX @MiamiHerald @SunSentinel pic.twitter.com/LEwXRs59Fp,0,09/13/2017,https://twitter.com/Region7AHIMT/status/907957203881091072
"I'm new to Florida, but I have to say that they get it done when it comes to hurricanes",9,09/07/2017,https://twitter.com/snodvision/status/905816766852583424
#DadsTakeYourChildtoSchoolDay lots of great events across @pbcsd ! @WPTV @FOX29WFLX thanks to the dads/male role models for all they do! pic.twitter.com/8Gu7i8psjz,1,09/27/2017,https://twitter.com/StephanieWPTV/status/912967669850263552
@Wawa at Belvedere and Australian has gas in WPB! It's busy but everyone is pumping @WPTV @FOX29WFLX #hurricaneIrma pic.twitter.com/B70VDuI4xS,1,09/06/2017,https://twitter.com/StephanieWPTV/status/905433031900446721
@SenBillNelson to visit PBC Emergency Ops Center @2pm. County declared a state of emergency as of midnight. @WPTV @FOX29WFLX #HurricaneIrma,10,09/06/2017,https://twitter.com/StephanieWPTV/status/905352716192555008
Oh Homestead prayers,15,09/09/2017,https://twitter.com/StromvotedProud/status/906397904146857984
I believe we showed the game yesterday on a different channel. I would check on that. We're going with storm coverage until Irma passes,13,09/10/2017,https://twitter.com/WandaMooreWPTV/status/906936201088827392
@FOX29WFLX what channel are you moving Seattle vs. Green Bay on the Comcast grid due to your NON STOP hurricane coverage. thanks,13,09/10/2017,https://twitter.com/Wardminny10/status/906963520381747201
Wind followed closely by storm surge are the biggest threats for our area with #Irma . Peak day of impact will be Sunday. I'm on @FOX29WFLX pic.twitter.com/O89xsQe7dy,3,09/08/2017,https://twitter.com/WxLadyFelicia/status/906134628242771969
@FOX29WFLX first responders https:// twitter.com/xaviermufraggi /status/906848430227673088 …,0,09/10/2017,https://twitter.com/xaviermufraggi/status/906848560565678081
. @JenniferHrdy are you in Sarasota? Much prayers and good thoughts for you and WWSB @mysuncoast,14,09/09/2017,https://twitter.com/1joeharrington/status/906568337127329792
"Life, death in balance for Mexico quake survivors http://www. mysuncoast.com/news/life-deat h-in-balance-for-mexico-quake-survivors/article_41de84b4-a13f-11e7-b3f8-13507c02fe5b.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast",3,09/25/2017,https://twitter.com/5455km629/status/912232262346919937
Doctor: PTSD symptoms not uncommon post hurricane http://www. mysuncoast.com/news/local/doc tor-ptsd-symptoms-not-uncommon-post-hurricane/article_eaeae514-9caf-11e7-9b12-3f3f278a0c48.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/19/2017,https://twitter.com/5455km629/status/910062717540683776
"Rooms To Go commits $2M, over 2,000 rooms of furniture to those affected by Hurricanes http://www. mysuncoast.com/news/local/roo ms-to-go-commits-m-over-rooms-of-furniture-to/article_448ebeaa-9aea-11e7-bcee-97667af9a357.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast",3,09/17/2017,https://twitter.com/5455km629/status/909399116945526784
"Irma expected to become category 4 hurricane by Tuesday, tracking continues toward south Florida http://www. mysuncoast.com/news/local/irm a-expected-to-become-category-hurricane-by-tuesday-tracking-continues/article_0ae2845a-9119-11e7-8e5b-d3968ea28da2.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast",3,09/04/2017,https://twitter.com/5455km629/status/904655766199701505
Abandoned dogs lead to animal cruelty arrest http://www. mysuncoast.com/mobile/abandon ed-dogs-lead-to-animal-cruelty-arrest/article_62aa0de2-8f5d-11e7-824c-33fcaf1a80f9.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/02/2017,https://twitter.com/5455km629/status/903954466159898624
Man volunteers to stay with cats during Hurricane Irma http://www. mysuncoast.com/mobile/man-vol unteers-to-stay-with-cats-during-hurricane-irma/article_c1f62f96-9756-11e7-a47a-b7b4ed84b0fb.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/12/2017,https://twitter.com/acromie/status/907604870630440960
Per @ManateeSheriff : evacuees should bring 2 forms of ID to prove residence when returning home (Ex: license & utility bill) @mysuncoast pic.twitter.com/x6f7wd0E3p,3,09/08/2017,https://twitter.com/AdamCelliniWWSB/status/906202921859153926
@mysuncoast can you send me the link for the hurricane guide for pet owners? #hurricane #florida #hurricanepets,2,09/02/2017,https://twitter.com/ainee/status/904123086718558210
Retweeted ABC7 WWSB ( @mysuncoast ): Florida to require nursing home generators after Irma deaths.... http:// fb.me/aLEJw4YbU,8,09/22/2017,https://twitter.com/anatomy_shoppe/status/911273529408188416
Retweeted ABC7 WWSB ( @mysuncoast ): Two former prosecutors say the nine deaths at a Florida nursing home may not... http:// fb.me/9IKFV24jX,9,09/21/2017,https://twitter.com/anatomy_shoppe/status/910857208023334913
Florida to require nursing home generators after Irma deaths http://www. mysuncoast.com/news/state/flo rida-to-require-nursing-home-generators-after-irma-deaths/article_8470efed-b31f-5b80-9008-eddc777d6f2d.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/22/2017,https://twitter.com/apppro1/status/911274125896962048
Call @capstoneTurbine $ CPST #Florida require nursing home generators after #Irma deaths http://www. mysuncoast.com/news/state/flo rida-to-require-nursing-home-generators-after-irma-deaths/article_8470efed-b31f-5b80-9008-eddc777d6f2d.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … @mysuncoast @FLGovScott pic.twitter.com/8jZTMYN4BA,8,09/22/2017,https://twitter.com/apppro1/status/911274025309097985
@BCSPanthers will resume school this Thur. No major damage to the campus @BN9 @bradentonherald @SNNTV @mysuncoast @FOX13News @abcactionnews,9,09/12/2017,https://twitter.com/BCSPanthers/status/907603866870566912
@BCSPanthers no school tue due to #hurricaneirma @BN9 @bradentonherald @mysuncoast @SNNTV,9,09/11/2017,https://twitter.com/BCSPanthers/status/907242825733099521
@BCSPanthers closed Tuesday if power is out. @BN9 @bradentonherald @SNNTV @mysuncoast #hurricaneirma,4,09/09/2017,https://twitter.com/BCSPanthers/status/906560238442237955
This is good news. Local channels are the ones that get lost in the fight for cable/satellite/streaming customers. #eatshopbuywatchlocal,4,09/28/2017,https://twitter.com/BenjaminLitkePA/status/913429696607657984
@mysuncoast your video background graphic of stock hurricane footage is distracting and sensationalistic. Don't scare people with hype!,15,09/10/2017,https://twitter.com/billjv/status/907030208603140096
@mysuncoast a friend who works @MoteMarineLab said those manatees were rescued a couple hours ago,1,09/10/2017,https://twitter.com/BlueJacketsFan1/status/906978373150367744
"@mysuncoast You've been quoted in my #Storify story Bradenton wakes up after Hurricane Irma rocks the night"" https:// storify.com/bradentonheral d/bradenton-wakes-up-after-hurricane-irma-rocks-the- …""",3,09/11/2017,https://twitter.com/bradentonherald/status/907210219796750338
Very slow. We are inundated here in Pointe west pic.twitter.com/bgCI3WNNlY,4,09/18/2017,https://twitter.com/Cam1Eddie/status/909750122334097409
"Asolo Previews Massive Production of Evita!"" | Suncoast View http://www. mysuncoast.com/entertainment/ asolo-rep-previews-their-massive-production-of-evita-suncoast-view/article_f900c2ee-a2f5-11e7-a73c-fb6bbe242959.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast @anaisabellesite #UnitedForPuertoRico""",3,09/28/2017,https://twitter.com/CAnthonyAssoc/status/913466338638798850
@SMHCS getting prepared for the storm #irma @mysuncoast https:// twitter.com/davidverinder/ status/905079058081435648 …,0,09/05/2017,https://twitter.com/CBrantleyABC7/status/905084064926969856
"Stranded manatees rescued, thanks to social media http://www. mysuncoast.com/news/local/str anded-manatees-rescued-thanks-to-social-media/article_c12c58e8-9697-11e7-80d3-a39bb188adb0.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast",3,09/10/2017,https://twitter.com/cheesebrgrfeedr/status/907073610036269057
Sarasota County looking for volunteers http://www. mysuncoast.com/community/volu nteer/sarasota-county-looking-for-volunteers/article_6727bdce-a47f-11e7-8533-5f1a599961fc.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/29/2017,https://twitter.com/chrispilz/status/913741910744997889
Bradenton church collects items for Puerto Rico storm victims http://www. mysuncoast.com/mobile/bradent on-church-collects-items-for-puerto-rico-storm-victims/article_f0c9c256-a3d1-11e7-a0a8-17a29f9b3133.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,16,09/28/2017,https://twitter.com/chrispilz/status/913398484358909952
Death investigation underway at Lido Key Public Beach parking lot http://www. mysuncoast.com/news/local/dea th-investigation-underway-at-lido-key-public-beach-parking-lot/article_4ceefc80-a3c9-11e7-a6ff-b73a777e7185.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/28/2017,https://twitter.com/chrispilz/status/913398387462082561
Sarasota updates storm debris cleanup effort http://www. mysuncoast.com/mobile/sarasot a-updates-storm-debris-cleanup-effort/article_3751e8dc-a302-11e7-9ad9-0feae39bf7e9.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/27/2017,https://twitter.com/chrispilz/status/913032177696296960
60-year-old man arrested after robbing bank in Manatee Co. http://www. mysuncoast.com/mobile/year-ol d-man-arrested-after-robbing-bank-in-manatee-co/article_8e6b64ce-9fd6-11e7-9e40-e7fe88f8c668.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/23/2017,https://twitter.com/chrispilz/status/911581753189560320
Retirement community in Ellenton holds hurricane relief benefit for their neighbors http://www. mysuncoast.com/news/local/ret irement-community-in-ellenton-holds-hurricane-relief-benefit-for-their/article_edcae68a-9f3e-11e7-ae9d-07d6247be7f1.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/22/2017,https://twitter.com/chrispilz/status/911197731972100096
Plane makes emergency landing on beach in Clearwater http://www. mysuncoast.com/news/local/pla ne-makes-emergency-landing-on-beach-in-clearwater/article_84e1b786-9ca3-11e7-a7ca-33a944cf92ac.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,3,09/19/2017,https://twitter.com/chrispilz/status/910148306084548609
Thanks to @BobethYatesABC7 w/ @mysuncoast for sharing this story! Crews are picking up storm debris 7 days/week http://www. mysuncoast.com/sarasota-updat es-storm-debris-cleanup-effort/article_3751e8dc-a302-11e7-9ad9-0feae39bf7e9.html …,8,09/27/2017,https://twitter.com/CityofSarasota/status/913051621780795393
City Mgr @tombarwin on @mysuncoast 's 7 @7 last night discussing hurricane lessons learned. Video --> http://www. mysuncoast.com/videos/share/? video=aa4b54391dbdf99f311ab53e2bdfb227366955e3 … pic.twitter.com/tc5f3FlPBQ,0,09/15/2017,https://twitter.com/CityofSarasota/status/908681033893187584
We're on @mysuncoast @5 p.m. reminding residents that regular garbage/recycling collection resumes tmrw --> https:// tinyurl.com/y8dztk4j pic.twitter.com/0eiapfYez4,0,09/13/2017,https://twitter.com/CityofSarasota/status/908053031517900807
Garages have open areas & are vulnerable to tropical & hurricane force winds. @srqparking,2,09/09/2017,https://twitter.com/CityofSarasota/status/906544674739027969
@mysuncoast you should preempt GMA; and go back to live local streaming. Information today is more important than news from NYC,14,09/11/2017,https://twitter.com/cofftopher/status/907204007004966912
Please advise of other ways to livestream if one does not have cable or fb? Will local TV have online livestream?,9,09/08/2017,https://twitter.com/Daisy_in_Fl/status/906169371952898048
Its happening discussion on #nflprotest on @mysuncoast . Tune in http://www. mysuncoast.com/live_stream/ #TakeTheKnee #StandForTheAnthem #Florida,2,09/26/2017,https://twitter.com/DanMaduri/status/912819608591183874
Now: A table discussion on #nflprotest on @mysuncoast at 715pET. Tune in http://www. mysuncoast.com/live_stream/ #TakeTheKnee #StandForTheAnthem #Florida,1,09/26/2017,https://twitter.com/DanMaduri/status/912817567143784448
Going to be fun discussion on #nflprotest on @mysuncoast at 715pET Tune in http://www. mysuncoast.com/live_stream/ #TakeTheKnee #StandForTheAnthem #Florida,1,09/26/2017,https://twitter.com/DanMaduri/status/912814175579189248
Joining a round table discussion on #nflprotest on @mysuncoast at 715pET. Tune in http://www. mysuncoast.com/live_stream/ #TakeTheKnee #StandForTheAnthem,1,09/26/2017,https://twitter.com/DanMaduri/status/912801828689018880
