username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,FixedSpaceIssues
mysuncoast,2018-02-02 13:00,0,0,"A video went viral of an ER Nurse telling patients to wash your stinking hands."" Story here: https:// buff.ly/2nCYrd9 https:// buff.ly/2DZvIq1""",,,,959486616220946439,https://twitter.com/mysuncoast/status/959486616220946439,"A video went viral of an ER Nurse telling patients to wash your stinking hands."" Story here: https://buff.ly/2nCYrd9 https://buff.ly/2DZvIq1"""
mysuncoast,2018-02-02 12:54,0,0,The memo has been released. Read the full memo here. https:// buff.ly/2DX1Y19,,,,959485093067788288,https://twitter.com/mysuncoast/status/959485093067788288,The memo has been released. Read the full memo here. https://buff.ly/2DX1Y19
KimLivengood,2018-02-02 12:43,0,0,NFL Star & Two-Time Heisman Trophy Winner Archie Griffin Talks to Suncoast View! http://www. mysuncoast.com/entertainment/ nfl-star-two-time-heisman-trophy-winner-archie-griffin-talks/article_9d8ac4e8-0824-11e8-9db2-a7b3e8eb7475.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,,@mysuncoast,,959482381232168961,https://twitter.com/KimLivengood/status/959482381232168961,NFL Star & Two-Time Heisman Trophy Winner Archie Griffin Talks to Suncoast View! http://www. mysuncoast.com/entertainment/ nfl-star-two-time-heisman-trophy-winner-archie-griffin-talks/article_9d8ac4e8-0824-11e8-9db2-a7b3e8eb7475.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast
mysuncoast,2018-02-02 12:14,0,0,BREAKING: North Port Police officers are in a stand-off with an armed suspect. https:// buff.ly/2FBUb4U,,,,959475166404337664,https://twitter.com/mysuncoast/status/959475166404337664,BREAKING: North Port Police officers are in a stand-off with an armed suspect. https://buff.ly/2FBUb4U
sbower9,2018-02-02 10:53,1,2,I believe your comment is incorrect. It should read Father of THREE victims tried to attack ex-sports doctor Larry Nassar in Michigan courtroom," tackled by bailiffs."" This happens frequently with your posts. Those pesky details"," often misleading and/or incorrect.""",,,,959454621239529473,https://twitter.com/sbower9/status/959454621239529473,I believe your comment is incorrect. It should read Father of THREE victims tried to attack ex-sports doctor Larry Nassar in Michigan courtroom
dick_gelly,2018-02-02 10:49,0,0,"Don't you mean nature? History shows the keys always get flooded with hurricanes. It has nothing to do with climate change"" or sea level rise - which averages a mere 2mm per year & well within NATURAL variation. Storm surge is different & depends mostly on strength and timing.""",,,,959453609132830720,https://twitter.com/dick_gelly/status/959453609132830720,"Don't you mean nature? History shows the keys always get flooded with hurricanes. It has nothing to do with climate change"" or sea level rise - which averages a mere 2mm per year & well within NATURAL variation. Storm surge is different & depends mostly on strength and timing."""
JPGarv,2018-02-02 10:38,0,0,Justice would be putting him in a cell with Nassar for a few hours. Five minutes would probably do it.,,,,959451033352200192,https://twitter.com/JPGarv/status/959451033352200192,Justice would be putting him in a cell with Nassar for a few hours. Five minutes would probably do it.
_bjcornell,2018-02-02 10:32,0,0,if he was black he would’ve definitely got shot. anyways....,,,,959449463138828288,https://twitter.com/_bjcornell/status/959449463138828288,if he was black he would’ve definitely got shot. anyways....
VertigoThe,2018-02-02 10:07,0,1,Anyone that got in his way should be charge with contempt of court...,,,,959443135968497665,https://twitter.com/VertigoThe/status/959443135968497665,Anyone that got in his way should be charge with contempt of court...
javahed,2018-02-02 10:03,0,0,God bless this father! The turmoil going on in his head right now can’t be contained! 3 Daughters!,,,,959442173166018560,https://twitter.com/javahed/status/959442173166018560,God bless this father! The turmoil going on in his head right now can’t be contained! 3 Daughters!
mysuncoast,2018-02-02 10:01,0,1,RAW VIDEO: Victims father tries to attack Larry Nassar in courtroom. WATCH HERE: https:// buff.ly/2s4AKjg,,,,959441758034808833,https://twitter.com/mysuncoast/status/959441758034808833,RAW VIDEO: Victims father tries to attack Larry Nassar in courtroom. WATCH HERE: https://buff.ly/2s4AKjg
mysuncoast,2018-02-02 09:59,6,4,"A victim's father tried to attack ex-sports doctor Larry Nassar in Michigan courtroom, tackled by bailiffs. DETAILS HERE: https:// buff.ly/2s2OiMo pic.twitter.com/pfYM2aHjUG",,,,959441233868443648,https://twitter.com/mysuncoast/status/959441233868443648,"A victim's father tried to attack ex-sports doctor Larry Nassar in Michigan courtroom, tackled by bailiffs. DETAILS HERE: https://buff.ly/2s2OiMo pic.twitter.com/pfYM2aHjUG"
mysuncoast,2018-02-02 09:45,2,2,Climate change is forcing Florida Keys to raise roads. https:// buff.ly/2FG2n4u,,,,959437508634402816,https://twitter.com/mysuncoast/status/959437508634402816,Climate change is forcing Florida Keys to raise roads. https://buff.ly/2FG2n4u
chrispilz,2018-02-02 09:10,0,0,Search and rescue K-9's undergo extensive training on the Suncoast http://www. mysuncoast.com/news/search-an d-rescue-k--s-undergo-extensive-training-on/article_b3493bae-06bf-11e8-b49d-fb9ae2ebefa6.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,,@mysuncoast,,959428779419500545,https://twitter.com/chrispilz/status/959428779419500545,Search and rescue K-9's undergo extensive training on the Suncoast http://www. mysuncoast.com/news/search-an d-rescue-k--s-undergo-extensive-training-on/article_b3493bae-06bf-11e8-b49d-fb9ae2ebefa6.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast
chrispilz,2018-02-02 09:10,0,0,"Man disguises voice to sound like teen girl, sets up meetings with men http://www. mysuncoast.com/news/man-disgu ises-voice-to-sound-like-teen-girl-sets-up/article_823c6004-02be-11e8-985c-bbf1cef56170.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast",,@mysuncoast,,959428695814561792,https://twitter.com/chrispilz/status/959428695814561792,"Man disguises voice to sound like teen girl, sets up meetings with men http://www. mysuncoast.com/news/man-disgu ises-voice-to-sound-like-teen-girl-sets-up/article_823c6004-02be-11e8-985c-bbf1cef56170.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast"
mysuncoast,2018-02-02 09:01,0,0,Don't forget to stop by the ABC 7 booth tonight at Music on Main! We will have some of your favorite news personalities at the event! You don't want to miss it. https:// buff.ly/2rXmHfs,,,,959426563094843393,https://twitter.com/mysuncoast/status/959426563094843393,Don't forget to stop by the ABC 7 booth tonight at Music on Main! We will have some of your favorite news personalities at the event! You don't want to miss it. https://buff.ly/2rXmHfs
mysuncoast,2018-02-02 08:23,0,0,"That is a great point. According to our traffic maps, there is always congestion in the morning.",,,,959417021648834560,https://twitter.com/mysuncoast/status/959417021648834560,"That is a great point. According to our traffic maps, there is always congestion in the morning."
