Tweet,Category,Code #,Subcode,Date,Permalink
Visit @insideFPL StormCenter for important tips before #HurricaneIrma & after. https://www. fpl.com/storm.html?cid =MC17EN015 …,2,1,,9/7/2017,https://twitter.com/Cityofdoral/status/905810187428253697
"We'll work 24/7 to help restore power, get our communities back to normal, CEO says. | Opinion @insideFPL #Irma http://www. sun-sentinel.com/opinion/commen tary/fl-op-fpl-hurricane-irma-preparation-20170907-story.html …",2,1,,9/7/2017,https://twitter.com/SoFlaOpinion/status/905793347079557121
"As you prepare for #HurricaneIrma , keep your OUC account number handy. This will speed the outage reporting process. http:// OUC.com/stormcenter",2,1,,9/7/2017,https://twitter.com/OUCreliableone/status/905898203085713408
"@insideFPL When storms gone bad, the #FPL will be there to turn the lights back on in #BadWeather #StormPreperation #HurricaneIrma #IrmaFL",3,1,,9/7/2017,https://twitter.com/TBlackwe85/status/905840186797514752
@OUCreliableone An xtra trash pickup in advance of #HurricaneIrma fri-sat would save @CityofOrlando some post storm filth & health concerns,3,1,,9/7/2017,https://twitter.com/GregCreese/status/905971085375668225
"A #HurricaneIrma message. For #storm information and preparation tips, visit http:// OUC.com/stormcenter . pic.twitter.com/XoVhcvbJmA",4,1,,9/7/2017,https://twitter.com/OUCreliableone/status/905797106291625989
Notice to City of Lakeland water customers: http://www. lakelandgov.net/news/posts/201 7/september/notice-from-city-of-lakeland-water-utilities … #hurricaneirma #IrmaLKLD #LKLD @mylkldelectric,4,1,,9/7/2017,https://twitter.com/lakelandgov/status/905899247412936704
@insideFPL tells me to check their website and use the FPL app after #hurricaneirma2017 for updates about power outages...,12,1,,9/7/2017,https://twitter.com/chriskallas654/status/905831530601345025
FPL Alert: Report outages with the FPL mobile app. @insideFPL Sign up for daily text updates after the storm at http:// FPL.com/preferences,12,1,,9/7/2017,https://twitter.com/KBChamber/status/905824010394587136
They needa leave ppl shit alone cuz the hurricane may not even effect the lights,0,1,,9/8/2017,https://twitter.com/ssshanesse/status/906278179567960064
@insideFPL uses biodiesel to ensure fuel availability in nat. disasters. It's why emergency fleets use #CleanFuels . http:// bit.ly/2jakqt1,0,1,,9/8/2017,https://twitter.com/TNEnvironment/status/906268867361689606
• Keep away from flooded and debris-laden areas because they may be hiding downed lines.,0,1,,9/8/2017,https://twitter.com/CityCoralGables/status/906240911511867392
• Follow instructions from your local emergency management officials.,0,1,,9/8/2017,https://twitter.com/CityCoralGables/status/906240684692295680
"@insideFPL says it's prepared for #hurricaneIrma . 11,000 person crew to restore power. Call 1-800-4outage if you lose power. @WPTV",0,1,,9/8/2017,https://twitter.com/StephanieWPTV/status/906081459374620672
"For our local fans, be sure to update your contact information with @NewsfromJEA ahead of Hurricane Irma. http:// jea.com/hurricane pic.twitter.com/IPCFJHM7de",1,1,,9/8/2017,https://twitter.com/Jaguars/status/906223982105550848
. @insideFPL to shutdown Turkey Point & St. Lucie nuclear power plants once hurricane force winds begin. Process underway. #Irma #FLPrepares,2,1,,9/8/2017,https://twitter.com/CBSMiami/status/906184436802314240
Residents who need power for medical needs should ride out #HurricaneIrma at an emergency shelter. List: http:// bit.ly/2wNkXXl,2,1,,9/8/2017,https://twitter.com/OUCreliableone/status/906161824642498560
FPL Warns of Prolonged Power Outages Ahead http:// ow.ly/jVyh30f0RUf #Irma #hurricane @insideFPL pic.twitter.com/Ni4b5OSEYT,3,1,,9/8/2017,https://twitter.com/EnergyWriters/status/906226961776865280
FPL Warns of Prolonged Power Outages Ahead http:// ow.ly/jVyh30f0RUf #Irma #hurricane @insideFPL pic.twitter.com/Z14LVeKV0M,3,1,,9/8/2017,https://twitter.com/ThinkMicrogrid/status/906226960107438080
FPL Warns of Prolonged Power Outages Ahead http:// ow.ly/jVyh30f0RUf #Irma #hurricane @insideFPL pic.twitter.com/nygRKvYrAQ,3,1,,9/8/2017,https://twitter.com/Microgridevents/status/906226928977313792
FPL Warns of Prolonged Power Outages Ahead http:// ow.ly/jVyh30f0RUf #Irma #hurricane @insideFPL pic.twitter.com/e1Bfp67LXz,3,1,,9/8/2017,https://twitter.com/EfficiencyMkts/status/906226927509413888
FPL Warns of Prolonged Power Outages Ahead http:// ow.ly/jVyh30f0RUf #Irma #hurricane @insideFPL pic.twitter.com/i5v0QCdArq,3,1,,9/8/2017,https://twitter.com/ElisaWood/status/906226921549246464
FPL Warns of Prolonged Power Outages Ahead http:// ow.ly/jVyh30f0RUf #Irma #hurricane @insideFPL pic.twitter.com/dZDmVGyywt,3,1,,9/8/2017,https://twitter.com/MicrogridNews/status/906226916985896965
#Breaking @insideFPL Everyone in the state of Fla. should expect to be impacted by #hurricane force #winds I hope I am wrong.,3,1,,9/8/2017,https://twitter.com/CBS12/status/906187626947989504
". @insideFPL : We have 13,500 rescue crews. Some from as far away as California. #Irma",3,1,,9/8/2017,https://twitter.com/PaulMerrillWMTW/status/906178377568092161
. @insideFPL : We are more prepared for #Irma than we have been for any storm in the history of this company.,3,1,,9/8/2017,https://twitter.com/PaulMerrillWMTW/status/906178177743151104
KUA customer service center closed Monday for hurricane Irma @KUAdirect pic.twitter.com/ZE2cKBQ5uU,3,1,,9/8/2017,https://twitter.com/OsceolaStarNews/status/906193023272312834
#LKLD : @mylkldelectric is telling residents to prepare to be without power for possibly a week following #Irma . @FOX13News,3,1,,9/8/2017,https://twitter.com/LucasBoggPhotog/status/906158971974758401
Learn how @insideFPL protects its Turkey Point Nuclear Power Plant for #HurricanIrma http:// m.southdadenewsleader.com/mobile/news/pr otecting-turkey-point-during-hurricane/article_e0ece0d4-94cc-11e7-bcfa-6bd0cd77347a.html …,4,1,,9/8/2017,https://twitter.com/SDNewsLeader/status/906336776347963393
@NRCgov @fema @insideFPL @FLGovScott #TurkeyPoint nuclear power plant will be near landfall. What preps have been made if backup elec fails? https:// twitter.com/JoelNihlean/st atus/905924400507125760 …,4,1,,9/8/2017,https://twitter.com/WMN4SRVL/status/906044044807028736
"@OUCreliableone says 10x normal staff to serve area during, after storm. Stay away from down power lines. #Fox35 pic.twitter.com/Vb64GLjzOc",4,1,,9/8/2017,https://twitter.com/Fox35Matt/status/906212927258189824
"As Florida braces for Irma, @insideFPL moves to temporarily shut down its #nuclear plants. https:// buff.ly/2jaEcEK pic.twitter.com/GYgodVhywj",8,1,,9/8/2017,https://twitter.com/RobertEvattPE/status/906260974449065986
"As Florida braces for Irma, @insideFPL moves to temporarily shut down its #nuclear plants. https:// buff.ly/2ja4Qxo pic.twitter.com/6852iHxQja",8,1,,9/8/2017,https://twitter.com/PwrEngineering/status/906254065495134209
@insideFPL storm center is set up here where you can download the app for real-time power info. #irma #hvac http:// ow.ly/HRsC30eYSWi,8,1,,9/8/2017,https://twitter.com/CondAirNaples/status/906193021598932993
#Breaking @insideFPL says you should prepare for extended power outages after the storm. @CBS12 pic.twitter.com/GlKuBRbXf9,8,1,,9/8/2017,https://twitter.com/Eric_Roby/status/906181533194756097
#Breaking @insideFPL We do everything we can to drill and prepare for these events in place.,9,1,,9/8/2017,https://twitter.com/CBS12/status/906182075379789824
Will u be shutting down any of the power grids in South Miami/Gables area before storm winds hit & if so when??,9,1,,9/8/2017,https://twitter.com/ginnykc/status/906163397116526593
@insideFPL will NOT be turning off your power early before the storm. Please pass along! #Irma #FPL,12,1,,9/8/2017,https://twitter.com/MACKONTHERADIO/status/906249099342696449
"Lightning nuked my electricity, and Irma isn't even here yet. Hope @insideFPL cones thru. 18 cats depending on the them. #animalrescue",12,1,,9/8/2017,https://twitter.com/squidmango/status/906214164837883905
"Lol nah, I have a bunch of friends who work there and they're actually getting ready for right after the storm",14,1,,9/8/2017,https://twitter.com/julienM135/status/906289633717358592
"• Avoid driving in damaged areas. You might interfere with rescue or restoration efforts, as well as jeopardize your own safety.",14,1,,9/8/2017,https://twitter.com/CityCoralGables/status/906240745773916160
Please make safety your first priority after the storm has passed. Here are some basic tips that will keep you safe while the power is out:,14,1,,9/8/2017,https://twitter.com/CityCoralGables/status/906240466617806848
Heroes of Public Power. Get inside the Weather Service building I heard it can withstand a category 5 storm. And I hope the island is empty,2,1,,9/9/2017,https://twitter.com/Womyn2me/status/906664717602627585
@insideFPL Since u service a hurricane state an email informing your mobile app is useless for outage 411 during #irma Hire I.T.! #asshats,3,1,,9/9/2017,https://twitter.com/omcn7/status/906714958280450048
#Breaking @insideFPL has assembled the biggest storm response team in history. @CBS12 pic.twitter.com/MbgSRrTwKe,3,1,,9/9/2017,https://twitter.com/Eric_Roby/status/906543179553492994
how are nuclear power plants hardened against extreme events like hurricanes https:// soundcloud.com/user-409001330 /how-are-nuclear-power-plants-hardened-against-extreme-events-like-hurricanes …,4,1,,9/9/2017,https://twitter.com/megane_hoover/status/906711622206365696
I thought after Andrew we will have underground power at this point #Insidefpl after 25 years we are not prepare for a hurricane,12,1,,9/9/2017,https://twitter.com/ernestocurcio1/status/906552847319408642
"In the Houston area, they turn off transformers if they are in danger of being flooded. It may be very temporary.",3,1,,9/10/2017,https://twitter.com/RoseannaRawlins/status/906980286738640896
Florida was prepared. It great that they tracked the hurricane weeks in advance as well.,0,1,,9/12/2017,https://twitter.com/Eric93166362/status/907596775640272896
Florida was prepared. It great that they tracked the hurricane weeks in advance as well.,0,1,,9/12/2017,https://twitter.com/Eric93166362/status/907596775640272896
They brought in thousands of people before the storm. They absolutely were prepared. Dont let the heat get the best of you.,2,1,,9/14/2017,https://twitter.com/Stephademic/status/908523934894653445
Burning fossil fuels in power plants #climatechange more severe storms. #UtilitiesKnew this in 1987: http://www. energyandpolicy.org/harvey-irma-po wer-outages-climate-change/ …,1,1,,9/15/2017,https://twitter.com/cleantechfacts/status/908736734053138433
We prepared for the storm bought a generator and portable ac worth every penny,2,1,,9/15/2017,https://twitter.com/suebneat/status/908673384984260608
"@insideFPL , the big Florida power company, was so prepared for the storm. They said they had thousands of workers and cars ready to help.",12,1,,9/17/2017,https://twitter.com/dario1101/status/909493117866430464
. @DukeEnergy officials underestimated the damage Irma would cause to its infrastructure. http:// bizj.us/1pbrxe via @TBBJJanelle pic.twitter.com/rGiJPVxMA8,8,1,,9/20/2017,https://twitter.com/TBBJnewsroom/status/910647020183891968
"I'm moved prior to hurricane season next year guaranteed , this is not a good look",1,1,,9/22/2017,https://twitter.com/RequiemSlaps/status/911372728040656897
Still have no clue how to prepare for a hurricane? Checkout the new Storm Center Brevard Hurricane Guide! http:// bit.ly/2wfixxr @insideFPL,0,1,,9/26/2017,https://twitter.com/NASHFM1027WHKR/status/912875694987898880
What are you thoughts KUA does it look like we may be impacted by this monster,0,1,,9/4/2017,https://twitter.com/gaodonnas/status/904768040503566336
^^^ Land O Lakes Florida where we had tropical storm force winds...I have resorted to sleeping in the car with my dog so she doesn't die,5,2,,9/14/2017,https://twitter.com/GoodCemeterian1/status/908457619655942144
"The storm surge is forecast to go inland about 7 miles, w/ 40-60 ft waves on the coast.Tenn will hv Cat 1 storm, can't fly in fuel/parts...",9,3,,9/7/2017,https://twitter.com/WMN4SRVL/status/905993365040312320
"17mph here in Newberry, SC. Students from one of the colleges residence halls are displaced, as well as residents on other side of building",15,4,,9/11/2017,https://twitter.com/tiffanyngibson/status/907417026330808321
Davie. I guess tornadoes came thru :(,0,4,,9/12/2017,https://twitter.com/Istillwantapony/status/907677205743980545
I believe eastern counties - since west coast of Florida was affected too,0,4,,9/12/2017,https://twitter.com/br_glen/status/907629415823237120
Despite changes made after last major #Hurricane @InsideFPL says millions of #Florida residents expected to lose power during #HurricaneIrma,0,4,,9/7/2017,https://twitter.com/dbhcrimewatch/status/905926368814354437
There's a category 5 hurricane coming...pretty sure there *WILL* be outages.,2,4,,9/7/2017,https://twitter.com/FloridaTropics1/status/905905425320747008
. @insideFPL : This is a hurricane unlike we've ever seen. There is no way to hurricane-proof an electric system.,2,4,,9/7/2017,https://twitter.com/CBS12/status/905817331351248896
@WPLGLocal10 An @insideFPL transformer blew in @CooperCityGOV eta on restoration 10:45 pm over 1000 affected,1,4,,9/8/2017,https://twitter.com/Cocosmom0107/status/906329184829628416
. @insideFPL expects at least 9 million Floridians could lose power because of #hurricaneIrma .,2,4,,9/8/2017,https://twitter.com/AFuscoCBS/status/906269115098304512
• The power you generate may flow back into power lines and cause injuries.,2,4,,9/8/2017,https://twitter.com/CityCoralGables/status/906241507283304448
#Breaking @insideFPL We will operate everything through the #storm as long as we can until we need to shut it down.,3,4,,9/8/2017,https://twitter.com/CBS12/status/906186768126529536
. @insideFPL : Damage from #Irma could be so severe that it requires rebuilding rather than just restoring power. Snapped concrete poles.,3,4,,9/8/2017,https://twitter.com/PaulMerrillWMTW/status/906179333034844161
"#HurricaneIrma #HurricaneIrma2017 #Florida #power official - #FPL @insideFPL power #restoration may require ""rebuilding"" for some. pic.twitter.com/tToIO9YOSP",4,4,,9/8/2017,https://twitter.com/realhumanrights/status/906251985690791938
@insideFPL is expecting 9 million people in #Florida to lose power. #irma #hurricaneirma #StaySafeFlorida,9,4,,9/8/2017,https://twitter.com/mrteejay73/status/906182491828039680
FPL's Juliet Roulhac not mincing words: Crews will likely have to REBUILD the system due to intensity of the storm. @CBSMiami @insideFPL,12,4,,9/8/2017,https://twitter.com/LaurenPastrana/status/906159616521895936
