username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
PRFAA|2017-09-04 11:57:25|3|4|# InfoCiudadana  En caso de declaración presidencial de emergencia, comunícate con @FEMAespanol  por medio de la app @AppStore  y @GooglePlay pic.twitter.com/Bh6r6nROoC|# InfoCiudadana  En caso de declaración presidencial de emergencia, comunícate con @FEMAespanol  por medio de la app @AppStore  y @GooglePlay |false|904735157785124864|/PRFAA/status/904735157785124864|# InfoCiudadana In the event of an emergency presidential statement, please contact @ FEMAespanol through the app @AppStore and @GooglePlay pic.twitter.com/Bh6r6nROoC||||
PRFAA|2017-09-13 15:37:55|19|15|Activo el #FrentePorPR : Subcomité de Reforma Contributiva continúa intensa agenda hoy en #WashingtonDC pic.twitter.com/gjgqvXcxpF|Activo el #FrentePorPR : Subcomité de Reforma Contributiva continúa intensa agenda hoy en #WashingtonDC |false|908052138877751298|/PRFAA/status/908052138877751298|Active #FrentePorPR: Tax Reform Subcommittee continues intense agenda today in #WashingtonDC pic.twitter.com/gjgqvXcxpF||||
PRFAA|2018-03-28 18:25:54|31|53|Puerto Rico Gov. @RicardoRossello : I’m here to transform #PuertoRico , and nothing will stop my committment to improve your quality of life.” pic.twitter.com/fhnQk5NLa9|Puerto Rico Gov. @RicardoRossello : I’m here to transform #PuertoRico , and nothing will stop my committment to improve your quality of life.” |false|979122435114053633|/PRFAA/status/979122435114053633|Puerto Rico Gov. @RicardoRossello : I’m here to transform #PuertoRico , and nothing will stop my committment to improve your quality of life.” pic.twitter.com/fhnQk5NLa9||||
PRFAA|2018-02-08 16:09:27|7|5|The budget agreement includes $165.5 million for @usdaRD  to repair drinking water systems and sewer and solid waste disposals in Puerto Rico and jurisdictions affected by Hurricanes Harvey and Irma. pic.twitter.com/8sm2KbdIUc|The budget agreement includes $165.5 million for @usdaRD  to repair drinking water systems and sewer and solid waste disposals in Puerto Rico and jurisdictions affected by Hurricanes Harvey and Irma. |false|961708576724193281|/PRFAA/status/961708576724193281|The budget agreement includes $165.5 million for @usdaRD  to repair drinking water systems and sewer and solid waste disposals in Puerto Rico and jurisdictions affected by Hurricanes Harvey and Irma. pic.twitter.com/8sm2KbdIUc||||
PRFAA|2017-10-02 08:58:41|6|12|749 gas stations now operational in Puerto Rico. #PRStrong . For more updates in different areas, please visit  http://status.pr /   https://twitter.com/radioislatv/st atus/914812133174661121   …|749 gas stations now operational in Puerto Rico. #PRStrong . For more updates in different areas, please visit   /    atus/914812133174661121   …|false|914837040604356608|/PRFAA/status/914837040604356608|749 gas stations now operational in Puerto Rico. #PRStrong . For more updates in different areas, please visit  http://status.pr /   https://twitter.com/radioislatv/st atus/914812133174661121   …||||
PRFAA|2017-09-25 18:26:10|2|1|https://careers.fema.gov/hurricane?utm_ campaign=%2B%20Disasters%20and%20Emergencies&utm_content=60790342&utm_medium=social&utm_source=twitter   …| campaign=%2B%20Disasters%20and%20Emergencies&utm_content=60790342&utm_medium=social&utm_source=twitter   …|false|912443136709885957|/PRFAA/status/912443136709885957|https://careers.fema.gov/hurricane?utm_ campaign=%2B%20Disasters%20and%20Emergencies&utm_content=60790342&utm_medium=social&utm_source=twitter   …||||
PRFAA|2017-09-19 16:00:10|21|21|Governor @ricardorossello  addresses the nation ahead of Hurricane Maria, a historic Category 5 storm expected to make landfall tonight https://twitter.com/ricardorossell o/status/910230943411179520   …|Governor @ricardorossello  addresses the nation ahead of Hurricane Maria, a historic Category 5 storm expected to make landfall tonight  o/status/910230943411179520   …|false|910232067203624960|/PRFAA/status/910232067203624960|Governor @ricardorossello  addresses the nation ahead of Hurricane Maria, a historic Category 5 storm expected to make landfall tonight https://twitter.com/ricardorossell o/status/910230943411179520   …||||
PRFAA|2017-09-17 19:55:03|5|10|.@business : "We are preparing for a powerful hurricane that will put even more pressure on our infrastructure"__NEWLINE__ https://www. bloomberg.com/news/articles/ 2017-09-17/battered-islands-in-crosshairs-again-as-maria-becomes-hurricane   … pic.twitter.com/0ncP4hrQ6S|.@business : "We are preparing for a powerful hurricane that will put even more pressure on our infrastructure"__NEWLINE__  bloomberg.com/news/articles/ 2017-09-17/battered-islands-in-crosshairs-again-as-maria-becomes-hurricane   … |false|909566400947265536|/PRFAA/status/909566400947265536|.@business : "We are preparing for a powerful hurricane that will put even more pressure on our infrastructure"__NEWLINE__ https://www. bloomberg.com/news/articles/ 2017-09-17/battered-islands-in-crosshairs-again-as-maria-becomes-hurricane   … pic.twitter.com/0ncP4hrQ6S||||
PRFAA|2017-09-09 13:23:47|63|78|The @PRNationalGuard  and @PRFAA  coordinated the evacuation of 26 US citizens stranded in St Martin #Irma pic.twitter.com/6fQJ57wCbq|The @PRNationalGuard  and @PRFAA  coordinated the evacuation of 26 US citizens stranded in St Martin #Irma |false|906568832529117186|/PRFAA/status/906568832529117186|The @PRNationalGuard  and @PRFAA  coordinated the evacuation of 26 US citizens stranded in St Martin #Irma pic.twitter.com/6fQJ57wCbq||||
PRFAA|2017-09-22 15:03:14|22|40|Thank you to all our @PRFAA  disaster relief volunteers - Your hard work is essential in these difficult times #MariaPR   pic.twitter.com/RdRMLhpqFE|Thank you to all our @PRFAA  disaster relief volunteers - Your hard work is essential in these difficult times #MariaPR   |false|911304903322226689|/PRFAA/status/911304903322226689|Thank you to all our @PRFAA  disaster relief volunteers - Your hard work is essential in these difficult times #MariaPR   pic.twitter.com/RdRMLhpqFE||||
PRFAA|2017-09-20 08:45:52|21|15|'Hurricane winds briefly slowed down, #MariaPR  right now in #PuertoRico ''s capital city__NEWLINE__Help us recover by donating to  http://unidosporpuertorico.com   pic.twitter.com/pq5UtIFzqn'|'Hurricane winds briefly slowed down, #MariaPR  right now in #PuertoRico ''s capital city__NEWLINE__Help us recover by donating to     '|false|910485159203495936|/PRFAA/status/910485159203495936|'Hurricane winds briefly slowed down, #MariaPR  right now in #PuertoRico ''s capital city__NEWLINE__Help us recover by donating to  http://unidosporpuertorico.com   pic.twitter.com/pq5UtIFzqn'||||
PRFAA|2018-03-30 17:49:25|15|22|El Yunque, the only rainforest in the #UnitedStates  @NatlParkService , is open to the public. @SeePuertoRico !   No passport required for US citizens https://twitter.com/newsismybusine s/status/979828362905604097   …|El Yunque, the only rainforest in the #UnitedStates  @NatlParkService , is open to the public. @SeePuertoRico !   No passport required for US citizens  s/status/979828362905604097   …|false|979838027932594176|/PRFAA/status/979838027932594176|El Yunque, the only rainforest in the #UnitedStates  @NatlParkService , is open to the public. @SeePuertoRico !   No passport required for US citizens https://twitter.com/newsismybusine s/status/979828362905604097   …||||
PRFAA|2017-09-13 09:33:19|7|7|Ciudadanos #USA  en #Anguilla : vuelo de repatriación disponible hoy, septiembre 13. Favor de llegar al aeropuerto en o antes de las 11am https://twitter.com/TravelGov/stat us/907906889354280960   …|Ciudadanos #USA  en #Anguilla : vuelo de repatriación disponible hoy, septiembre 13. Favor de llegar al aeropuerto en o antes de las 11am  us/907906889354280960   …|false|907960386208464902|/PRFAA/status/907960386208464902|Citizens #USA in #Anguilla: repatriation flight available today, September 13. Please arrive at the airport on or before 11am https://twitter.com/TravelGov/stat us / 907906889354280960 ...||||
PRFAA|2017-09-26 10:24:45|142|76|Want to help Puerto Rico? Reach out to your local group of organized Puerto Ricans and find out how. #PuertoRicoRises  #UnitedForPuertoRico pic.twitter.com/nY1bfi8zrk|Want to help Puerto Rico? Reach out to your local group of organized Puerto Ricans and find out how. #PuertoRicoRises  #UnitedForPuertoRico |false|912684369869000705|/PRFAA/status/912684369869000705|Want to help Puerto Rico? Reach out to your local group of organized Puerto Ricans and find out how. #PuertoRicoRises  #UnitedForPuertoRico pic.twitter.com/nY1bfi8zrk||||
PRFAA|2017-09-04 11:52:56|13|13|# InfoCiudadana  In case of a presidential declaration of emergency, you may reach @fema  through their app (#AppStore  & #Android ) @FEMA_Brock pic.twitter.com/XSppC5Sson|# InfoCiudadana  In case of a presidential declaration of emergency, you may reach @fema  through their app (#AppStore  & #Android ) @FEMA_Brock |false|904734029840306179|/PRFAA/status/904734029840306179|# InfoCiudadana  In case of a presidential declaration of emergency, you may reach @fema  through their app (#AppStore  & #Android ) @FEMA_Brock pic.twitter.com/XSppC5Sson||||
PRFAA|2017-09-30 12:21:56|30|36|.@fema  trucks heading over to regional distribution centers. #PRStrong https://twitter.com/ricardorossell o/status/914154888812167169   …|.@fema  trucks heading over to regional distribution centers. #PRStrong  o/status/914154888812167169   …|false|914163414292946945|/PRFAA/status/914163414292946945|.@fema  trucks heading over to regional distribution centers. #PRStrong https://twitter.com/ricardorossell o/status/914154888812167169   …||||
PRFAA|2017-09-29 09:39:16|68|36|Help those affected by #HurricaneMaria  and support the rebuilding of Puerto Rico. Go to  http://unitedforpuertorico.com   . 100% of proceeds go to P.R. pic.twitter.com/GfeG8nHuOi|Help those affected by #HurricaneMaria  and support the rebuilding of Puerto Rico. Go to     . 100% of proceeds go to P.R. |false|913760087000387584|/PRFAA/status/913760087000387584|Help those affected by #HurricaneMaria  and support the rebuilding of Puerto Rico. Go to  http://unitedforpuertorico.com   . 100% of proceeds go to P.R. pic.twitter.com/GfeG8nHuOi||||
PRFAA|2017-09-05 19:53:39|14|21|Agradecemos el apoyo del presidente @realDonaldTrump  durante estos momentos difíciles #IrmaPR  #PuertoRicoSePrepara https://twitter.com/PRFAA/status/9 05214737440546816   …|Agradecemos el apoyo del presidente @realDonaldTrump  durante estos momentos difíciles #IrmaPR  #PuertoRicoSePrepara  05214737440546816   …|false|905217394544664577|/PRFAA/status/905217394544664577|We appreciate the support of the president @ realDonaldTrump during these difficult times #IrmaPR #PuertoRicoSePrepara https://twitter.com/PRFAA/status/9 05214737440546816 ...||||
PRFAA|2017-09-22 15:08:43|29|13|Información de contacto para el Gobierno de Puerto Rico para asistencia tras paso del huracán María #PRStrong  #PuertoRicoSeLevanta  #MariaPR pic.twitter.com/o5FFwd20xo|Información de contacto para el Gobierno de Puerto Rico para asistencia tras paso del huracán María #PRStrong  #PuertoRicoSeLevanta  #MariaPR |false|911306282128330754|/PRFAA/status/911306282128330754|'Contact information for the Government of Puerto Rico for assistance following Hurricane María''s passage #PRStrong #PuertoRicoSeLevanta #MariaPR pic.twitter.com/o5FFwd20xo'||||
PRFAA|2018-02-13 19:40:37|51|143|Thanks to the @HumaneSociety  over 3,000 formerly homeless dogs and cats are now stateside awaiting their forever homes #PRStrong   https://notiuno.com/gobernador-ext iende-orden-ejecutiva-en-beneficio-de-los-animales/   …|Thanks to the @HumaneSociety  over 3,000 formerly homeless dogs and cats are now stateside awaiting their forever homes #PRStrong    iende-orden-ejecutiva-en-beneficio-de-los-animales/   …|false|963573661734178817|/PRFAA/status/963573661734178817|Thanks to the @HumaneSociety  over 3,000 formerly homeless dogs and cats are now stateside awaiting their forever homes #PRStrong   https://notiuno.com/gobernador-ext iende-orden-ejecutiva-en-beneficio-de-los-animales/   …||||
PRFAA|2017-09-18 22:38:49|30|46|Governor @ricardorossello  will be on @donlemon  @CNN  tonight at 11:00 PM ET https://twitter.com/fortalezapr/st atus/909963705911271424   …|Governor @ricardorossello  will be on @donlemon  @CNN  tonight at 11:00 PM ET  atus/909963705911271424   …|false|909970001716813825|/PRFAA/status/909970001716813825|Governor @ricardorossello  will be on @donlemon  @CNN  tonight at 11:00 PM ET https://twitter.com/fortalezapr/st atus/909963705911271424   …||||
PRFAA|2017-09-29 13:19:08|13|12|.@hhsgov  boosts post- #HurricaneMaria  medical surge into Puerto Rico and USVI.  https://www. hhs.gov/about/news/201 7/09/28/hhs-boosts-post-hurricane-maria-medical-surge-us-territories.html   … pic.twitter.com/ppBWKMjHZL|.@hhsgov  boosts post- #HurricaneMaria  medical surge into Puerto Rico and USVI.   hhs.gov/about/news/201 7/09/28/hhs-boosts-post-hurricane-maria-medical-surge-us-territories.html   … |false|913815418640494592|/PRFAA/status/913815418640494592|.@hhsgov  boosts post- #HurricaneMaria  medical surge into Puerto Rico and USVI.  https://www. hhs.gov/about/news/201 7/09/28/hhs-boosts-post-hurricane-maria-medical-surge-us-territories.html   … pic.twitter.com/ppBWKMjHZL||||
PRFAA|2017-09-22 12:47:56|5|3|Due to the high volume of calls being received, we kindly ask you to send an email to maria1@prfaa.pr.gov|Due to the high volume of calls being received, we kindly ask you to send an email to maria1@prfaa.pr.gov|false|911270851441565696|/PRFAA/status/911270851441565696|Due to the high volume of calls being received, we kindly ask you to send an email to maria1@prfaa.pr.gov||||
PRFAA|2017-09-05 09:19:29|11|17|.@PRFAA  da comienzo a primera jornada de cabildeo multisectorial en Washington con énfasis en fondos #Medicaid  #FrentePorPR pic.twitter.com/Zcwj07mElA  – at  Rayburn House Office Building|.@PRFAA  da comienzo a primera jornada de cabildeo multisectorial en Washington con énfasis en fondos #Medicaid  #FrentePorPR   – at  Rayburn House Office Building|false|905057802074370048|/PRFAA/status/905057802074370048|. @ PRFAA begins the first day of multisectoral lobbying in Washington with an emphasis on #Medicaid funds #FrentePorPR pic.twitter.com/Zcwj07mElA - at Rayburn House Office Building|WA|47.2868352|-120.2126139|234.2223807882968
PRFAA|2017-09-26 15:01:01|547|501|Help those affected by #HurricaneMaria  and support the rebuilding of Puerto Rico by donating to  http://unitedforpuertorico.com    #UnitedForPuertoRico pic.twitter.com/oCzSh9KJSN|Help those affected by #HurricaneMaria  and support the rebuilding of Puerto Rico by donating to      #UnitedForPuertoRico |false|912753894668849152|/PRFAA/status/912753894668849152|Help those affected by #HurricaneMaria  and support the rebuilding of Puerto Rico by donating to  http://unitedforpuertorico.com    #UnitedForPuertoRico pic.twitter.com/oCzSh9KJSN||||
PRFAA|2018-03-09 20:59:26|9|23|.@PRFAA ’s Executive Director, @Mercader1 , discusses #PuertoRico  recovery and reconstruction alongside members of the community and @NYGovCuomo  in #Albany  @NYGov  #NYStandsWithPuertoRico   pic.twitter.com/fyVNy7xdHI|.@PRFAA ’s Executive Director, @Mercader1 , discusses #PuertoRico  recovery and reconstruction alongside members of the community and @NYGovCuomo  in #Albany  @NYGov  #NYStandsWithPuertoRico   |false|972290801458966530|/PRFAA/status/972290801458966530|.@PRFAA ’s Executive Director, @Mercader1 , discusses #PuertoRico  recovery and reconstruction alongside members of the community and @NYGovCuomo  in #Albany  @NYGov  #NYStandsWithPuertoRico   pic.twitter.com/fyVNy7xdHI||||
PRFAA|2017-09-08 13:16:38|3|5|# PRFAAOrlando : Atención residentes en Florida. Gobierno estatal pide respetar órdenes de evacuación por seguridad frente a #IrmaPR  IrmaFL https://twitter.com/flgovscott/sta tus/906175797014159363   …|# PRFAAOrlando : Atención residentes en Florida. Gobierno estatal pide respetar órdenes de evacuación por seguridad frente a #IrmaPR  IrmaFL  tus/906175797014159363   …|false|906204644053049344|/PRFAA/status/906204644053049344|# PRFAAOrlando: Attention residents in Florida. State government asks to respect evacuation orders for security in front of #IrmaPR IrmaFL https://twitter.com/flgovscott/sta tus / 906175797014159363 ...||||
PRFAA|2017-09-18 20:51:39|4|5|'.@ricardorossello  discusses #MariaPR  #HurricaineMaria  with @USATODAY ''s @MrRJervis https://twitter.com/usatoday/statu s/909916215065419776   …'|'.@ricardorossello  discusses #MariaPR  #HurricaineMaria  with @USATODAY ''s @MrRJervis  s/909916215065419776   …'|false|909943030332968961|/PRFAA/status/909943030332968961|'.@ricardorossello  discusses #MariaPR  #HurricaineMaria  with @USATODAY ''s @MrRJervis https://twitter.com/usatoday/statu s/909916215065419776   …'||||
PRFAA|2017-09-27 16:01:06|89|60|These are some of the requirements for humanitarian flights entering Puerto Rico.  http://prfaa.pr.gov/humanitarianfl ights/   … pic.twitter.com/k46NW1Orje|These are some of the requirements for humanitarian flights entering Puerto Rico.   ights/   … |false|913131404137041923|/PRFAA/status/913131404137041923|These are some of the requirements for humanitarian flights entering Puerto Rico.  http://prfaa.pr.gov/humanitarianfl ights/   … pic.twitter.com/k46NW1Orje||||
PRFAA|2017-09-07 11:24:07|14|19|@ PRFAA  Director @Mercader1  with @CBS  @KellieMeyerNews  discusses post-hurricane emergency relief efforts in #PuertoRico  #HurricaneIrma pic.twitter.com/RPAPVsmdtY|@ PRFAA  Director @Mercader1  with @CBS  @KellieMeyerNews  discusses post-hurricane emergency relief efforts in #PuertoRico  #HurricaneIrma |false|905813943045771268|/PRFAA/status/905813943045771268|@ PRFAA  Director @Mercader1  with @CBS  @KellieMeyerNews  discusses post-hurricane emergency relief efforts in #PuertoRico  #HurricaneIrma pic.twitter.com/RPAPVsmdtY||||
PRFAA|2017-09-08 12:28:14|1|5|# PRFAAOrlando  Gobierno de la #Florida  activa el fondo de desastre en preparación al huracán #Irma  #IrmaPR  #IrmaFL https://twitter.com/NBCNews/status /906190622884843521   …|# PRFAAOrlando  Gobierno de la #Florida  activa el fondo de desastre en preparación al huracán #Irma  #IrmaPR  #IrmaFL  /906190622884843521   …|false|906192463924260865|/PRFAA/status/906192463924260865|# PRFAAOrlando Government of the #Florida activates the disaster fund in preparation for the hurricane #Irma #IrmaPR #IrmaFL https://twitter.com/NBCNews/status/906190622884843521 ...||||
PRFAA|2017-09-24 19:54:17|9|6|mensaje de @mercader1 https://www. pscp.tv/w/bJbrmDFyYVFa eHhsT1JYanp8MXJteFBxek1ndlZLToa3LcJyma2E2ckht2aoomh-YL7QHYhX_lx7EGg8HbSp   …|mensaje de @mercader1  pscp.tv/w/bJbrmDFyYVFa eHhsT1JYanp8MXJteFBxek1ndlZLToa3LcJyma2E2ckht2aoomh-YL7QHYhX_lx7EGg8HbSp   …|false|912102921659146241|/PRFAA/status/912102921659146241|mensaje de @mercader1 https://www. pscp.tv/w/bJbrmDFyYVFa eHhsT1JYanp8MXJteFBxek1ndlZLToa3LcJyma2E2ckht2aoomh-YL7QHYhX_lx7EGg8HbSp   …||||
PRFAA|2017-10-13 14:22:59|5|10|At Caribbean Reconstruction Forum in @OEA_oficial  @richardbranson  thanks Government of PuertoRico for aiding BVI #PRStrong  @ricardorossello pic.twitter.com/8gHQdnO27X|At Caribbean Reconstruction Forum in @OEA_oficial  @richardbranson  thanks Government of PuertoRico for aiding BVI #PRStrong  @ricardorossello |false|918904916084654085|/PRFAA/status/918904916084654085|At Caribbean Reconstruction Forum in @OEA_oficial  @richardbranson  thanks Government of PuertoRico for aiding BVI #PRStrong  @ricardorossello pic.twitter.com/8gHQdnO27X||||
PRFAA|2018-03-30 14:14:00|10|13|# PRFAAFlorida : Nuestro horario de atención al ciudadano es de lunes a viernes de 8:30 a.m. a 4:30 p.m. http://prfaa.pr.gov/declaraciones- autorizadas-de-carlos-r-mercader-director-ejecutivo-de-la-administracion-de-asuntos-federales-de-puerto-rico/   …|# PRFAAFlorida : Nuestro horario de atención al ciudadano es de lunes a viernes de 8:30 a.m. a 4:30 p.m.  autorizadas-de-carlos-r-mercader-director-ejecutivo-de-la-administracion-de-asuntos-federales-de-puerto-rico/   …|false|979783817585192960|/PRFAA/status/979783817585192960|# PRFAAFlorida: Our customer service hours are Monday through Friday from 8:30 a.m. at 4:30 p.m. http://prfaa.pr.gov/declaraciones-authorized-de-carlos-r-merder- executive-director-of-the-administration-of-federal-affairs-of-puerto-rico / ...||||
PRFAA|2017-09-11 12:11:07|25|43|In memory of those who lost their lives on #September11th  #NeverForget pic.twitter.com/bp8orxh1mu|In memory of those who lost their lives on #September11th  #NeverForget |false|907275321778589697|/PRFAA/status/907275321778589697|In memory of those who lost their lives on #September11th  #NeverForget pic.twitter.com/bp8orxh1mu||||
PRFAA|2017-09-22 15:22:32|236|205|Help those affected by #HurricaneMaria  and rebuild Puerto Rico by donating to  http://unitedforpuertorico.com    #UnitedForPuertoRico pic.twitter.com/OsIsSu5u1G|Help those affected by #HurricaneMaria  and rebuild Puerto Rico by donating to      #UnitedForPuertoRico |false|911309758216523778|/PRFAA/status/911309758216523778|Help those affected by #HurricaneMaria  and rebuild Puerto Rico by donating to  http://unitedforpuertorico.com    #UnitedForPuertoRico pic.twitter.com/OsIsSu5u1G||||
PRFAA|2017-09-07 23:25:50|5|8|# PRFAAOrlando  se une a frente multisectorial en beneficio de afectados en #Florida  y #PuertoRico  por el huracán Irma http://www. huffingtonpost.com/entry/no-tan-r %C3%A1pido-irma-organizan-casa-en-respuesta-al_us_59b1f92ee4b0bef3378cdf10   …|# PRFAAOrlando  se une a frente multisectorial en beneficio de afectados en #Florida  y #PuertoRico  por el huracán Irma  huffingtonpost.com/entry/no-tan-r %C3%A1pido-irma-organizan-casa-en-respuesta-al_us_59b1f92ee4b0bef3378cdf10   …|false|905995565334499331|/PRFAA/status/905995565334499331|# PRFAAOrlando joins multisectorial front for the benefit of those affected in #Florida and #PuertoRico by Hurricane Irma http: // www. huffingtonpost.com/entry/no-tan-r% C3% A1pido-irma-organize-casa-en-respuesta-al_us_59b1f92ee4b0bef3378cdf10 ...||||
PRFAA|2017-09-27 16:07:17|169|114|Here is a list of chapters for the grassroots #PuertoRicoRises  organization in several U.S. cities and states. #UnitedForPuertoRico pic.twitter.com/mhgJMSc0Sr|Here is a list of chapters for the grassroots #PuertoRicoRises  organization in several U.S. cities and states. #UnitedForPuertoRico |false|913132958118289408|/PRFAA/status/913132958118289408|Here is a list of chapters for the grassroots #PuertoRicoRises  organization in several U.S. cities and states. #UnitedForPuertoRico pic.twitter.com/mhgJMSc0Sr||||
PRFAA|2017-09-23 14:44:03|15|24|We are deeply grateful for your help, City of Orlando. @citybeautiful https://twitter.com/citybeautiful/ status/911592519321968646   …|We are deeply grateful for your help, City of Orlando. @citybeautiful  status/911592519321968646   …|false|911662461610323973|/PRFAA/status/911662461610323973|We are deeply grateful for your help, City of Orlando. @citybeautiful https://twitter.com/citybeautiful/ status/911592519321968646   …||||
PRFAA|2017-09-22 10:45:25|8|11|.@Mercader1  gives morning briefing to #PRFAAVolunteers  in #DC  #MariaPR  #PRStrong pic.twitter.com/QAaimgfUmb|.@Mercader1  gives morning briefing to #PRFAAVolunteers  in #DC  #MariaPR  #PRStrong |false|911240019955810304|/PRFAA/status/911240019955810304|.@Mercader1  gives morning briefing to #PRFAAVolunteers  in #DC  #MariaPR  #PRStrong pic.twitter.com/QAaimgfUmb||||
