'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
Foundation_PR|2017-11-03 18:03:31|0|0|Funding and Collaborations, are key to rebuilding our island paradise!  -  http://mailchi.mp/foundationpr/3 thingsfprisdoing-886625   …|Funding and Collaborations, are key to rebuilding our island paradise!  -   thingsfprisdoing-886625   …|false|926570560179638273|/Foundation_PR/status/926570560179638273|Funding and Collaborations, are key to rebuilding our island paradise!  -  http://mailchi.mp/foundationpr/3 thingsfprisdoing-886625   …
Foundation_PR|2017-09-15 11:58:24|0|0|Correcto @vicariamente  son por definición excursionistas.|Correcto @vicariamente  son por definición excursionistas.|false|908721671980355584|/Foundation_PR/status/908721671980355584|Right @vicariamente are by definition hikers.
Foundation_PR|2018-02-21 20:51:36|1|1|¡No te lo pierdas! Para todo el que tenga una idea de negocio o está buscando reinventarse. #PRSeLevanta https://twitter.com/INprendePR/sta tus/966489698972717056   …|¡No te lo pierdas! Para todo el que tenga una idea de negocio o está buscando reinventarse. #PRSeLevanta  tus/966489698972717056   …|false|966490625452494849|/Foundation_PR/status/966490625452494849|Do not miss it! For anyone who has a business idea or is looking to reinvent themselves. #PRSeLevanta https://twitter.com/INprendePR/sta tus / 966489698972717056 ...
Foundation_PR|2017-10-02 09:55:27|3|3|Hurricane Maria Relief Fund  https://www. youcaring.com/foundationforp uertorico-966206   …  via @youcaring|Hurricane Maria Relief Fund   youcaring.com/foundationforp uertorico-966206   …  |false|914851326315696128|/Foundation_PR/status/914851326315696128|Hurricane Maria Relief Fund  https://www. youcaring.com/foundationforp uertorico-966206   …  via @youcaring
Foundation_PR|2017-12-21 17:06:33|0|3|¡Juntos seguimos levantando Puerto Rico! __NEWLINE____NEWLINE__Ayúdanos a continuar nuestra labor, dona hoy:  http://www. foundationforpuertorico.org    #HolidayGiving  #FoundationForPR  #BuildingANewPR pic.twitter.com/AFJDNCirun|¡Juntos seguimos levantando Puerto Rico! __NEWLINE____NEWLINE__Ayúdanos a continuar nuestra labor, dona hoy:   foundationforpuertorico.org    #HolidayGiving  #FoundationForPR  #BuildingANewPR |false|943965944271040513|/Foundation_PR/status/943965944271040513|Together we continue to raise Puerto Rico! __NEWLINE ____ NEWLINE__Help us to continue our work, donate today: http: // www. foundationforpuertorico.org #HolidayGiving #FoundationForPR #BuildingANewPR pic.twitter.com/AFJDNCirun
Foundation_PR|2017-10-12 16:36:51|0|2|Orgullosos de colaborar con el @FestivalPalabra  y sumarnos a su esfuerzo para levantar el país. #FoundationforPR   https://goo.gl/z9N8G8  |Orgullosos de colaborar con el @FestivalPalabra  y sumarnos a su esfuerzo para levantar el país. #FoundationforPR     |false|918576217850306561|/Foundation_PR/status/918576217850306561|Proud to collaborate with the @FestivalPalabra and join their effort to raise the country. #FoundationforPR https://goo.gl/z9N8G8
Foundation_PR|2017-10-16 10:11:02|1|0|¡Gracias @SalPR  y De la Mesa a la Calle! Ayúdanos tú también a levantar a PR:  http://www. foundationpr.org    #FoundationforPR  #PuertoRicoSeLevanta pic.twitter.com/XApJ7WmALh|¡Gracias @SalPR  y De la Mesa a la Calle! Ayúdanos tú también a levantar a PR:   foundationpr.org    #FoundationforPR  #PuertoRicoSeLevanta |false|919928676942340097|/Foundation_PR/status/919928676942340097|Thanks @SalPR and From the Table to the Street! Help us also to raise PR: http: // www. foundationpr.org #FoundationforPR #PuertoRicoSeLevanta pic.twitter.com/XApJ7WmALh
Foundation_PR|2017-10-20 16:10:57|0|2|Blue Diamond Luxury donará el 5% de sus ventas a FPPR hasta diciembre 2017. ¡Con tu compra nos ayudarás a levantar el país!#FoundationforPR pic.twitter.com/UMuoF4wtqx|Blue Diamond Luxury donará el 5% de sus ventas a FPPR hasta diciembre 2017. ¡Con tu compra nos ayudarás a levantar el país!#FoundationforPR |false|921468805032890369|/Foundation_PR/status/921468805032890369|Blue Diamond Luxury will donate 5% of its sales to FPPR until December 2017. With your purchase you will help us to raise the country! #FoundationforPR pic.twitter.com/UMuoF4wtqx
Foundation_PR|2017-12-04 14:43:58|2|2|Meet The 'Expeditionary Entrepreneur' Helping Puerto Rico Recover By Rebuilding Small Business via @forbes https://www. forbes.com/sites/meimeifo x/2017/12/01/meet-the-expeditionary-entrepreneur-helping-puerto-rico-recover-by-rebuilding-small-business/#4f77b4d77e08   …|Meet The 'Expeditionary Entrepreneur' Helping Puerto Rico Recover By Rebuilding Small Business   forbes.com/sites/meimeifo x/2017/12/01/meet-the-expeditionary-entrepreneur-helping-puerto-rico-recover-by-rebuilding-small-business/#4f77b4d77e08   …|false|937769465906958336|/Foundation_PR/status/937769465906958336|Meet The 'Expeditionary Entrepreneur' Helping Puerto Rico Recover By Rebuilding Small Business via @forbes https://www. forbes.com/sites/meimeifo x/2017/12/01/meet-the-expeditionary-entrepreneur-helping-puerto-rico-recover-by-rebuilding-small-business/#4f77b4d77e08   …
Foundation_PR|2018-01-08 12:19:30|2|8|2nd round of checks went out to local business at La Calle Loíza. More than $50k already donated as part of our Small Business Cash Grant Program. 20+ businesses impacted, that employee 155+ and generate around $6.5M in sales. Your donations do make a difference. Thank you all! pic.twitter.com/aNycuyqpNb|2nd round of checks went out to local business at La Calle Loíza. More than $50k already donated as part of our Small Business Cash Grant Program. 20+ businesses impacted, that employee 155+ and generate around $6.5M in sales. Your donations do make a difference. Thank you all! |false|950416684824883201|/Foundation_PR/status/950416684824883201|2nd round of checks went out to local business at La Calle Loíza. More than $50k already donated as part of our Small Business Cash Grant Program. 20+ businesses impacted, that employee 155+ and generate around $6.5M in sales. Your donations do make a difference. Thank you all! pic.twitter.com/aNycuyqpNb
Foundation_PR|2017-12-05 13:19:52|0|1|Con el propósito de aportar al desarrollo del país, entregamos varios donativos a empresarios de la zona de Aguadilla cuyos negocios se vieron impactados por el paso del huracán María. #HolidayGiving  - Via @woletv   https://goo.gl/4UJinS  |Con el propósito de aportar al desarrollo del país, entregamos varios donativos a empresarios de la zona de Aguadilla cuyos negocios se vieron impactados por el paso del huracán María. #HolidayGiving  - Via @woletv     |false|938110691764047872|/Foundation_PR/status/938110691764047872|In order to contribute to the development of the country, we delivered several donations to entrepreneurs from the Aguadilla area whose businesses were impacted by Hurricane Maria. #HolidayGiving - Via @woletv https://goo.gl/4UJinS
Foundation_PR|2018-02-15 11:35:33|0|0|Gracias Daniela - nos puedes dar una llamada al 7877731100 Lindo día!|Gracias Daniela - nos puedes dar una llamada al 7877731100 Lindo día!|false|964176366206939137|/Foundation_PR/status/964176366206939137|Thanks Daniela - you can give us a call at 7877731100 Nice day!
Foundation_PR|2017-10-30 10:53:01|1|5|En Salinas, una familia que nuestra fundación ayudó, encontró la oportunidad dentro de la crisis tejiendo mosquiteros. #FoundationforPR pic.twitter.com/Nvh7z2Sp0D|En Salinas, una familia que nuestra fundación ayudó, encontró la oportunidad dentro de la crisis tejiendo mosquiteros. #FoundationforPR |false|925012672889917441|/Foundation_PR/status/925012672889917441|In Salinas, a family that our foundation helped, found the opportunity in the crisis by weaving mosquito nets. #FoundationforPR pic.twitter.com/Nvh7z2Sp0D
Foundation_PR|2017-11-03 15:33:42|2|2|Foundation for PR launches small biz subsidy program __PIPE__ News is my Business  http://newsismybusiness.com/foundation-lau nches-program/   …  via @tealdit|Foundation for PR launches small biz subsidy program __PIPE__ News is my Business   nches-program/   …  |false|926532860512800774|/Foundation_PR/status/926532860512800774|Foundation for PR launches small biz subsidy program __PIPE__ News is my Business  http://newsismybusiness.com/foundation-lau nches-program/   …  via @tealdit
Foundation_PR|2017-10-17 16:23:16|6|8|Ayúdanos a mejorar la calidad de los mapas de Puerto Rico para facilitar la distribución de ayudas. #FoundationforPR  #PuertoRicoSeLevanta pic.twitter.com/86W3DBy6em|Ayúdanos a mejorar la calidad de los mapas de Puerto Rico para facilitar la distribución de ayudas. #FoundationforPR  #PuertoRicoSeLevanta |false|920384738589888514|/Foundation_PR/status/920384738589888514|Help us improve the quality of the maps of Puerto Rico to facilitate the distribution of aid. #FoundationforPR #PuertoRicoSeLevanta pic.twitter.com/86W3DBy6em
Foundation_PR|2018-03-29 09:48:07|0|2|Yes we have! Sad you won't get to be here on Sunday but we're sure that there will be more happening in #orocovis  soon! Thank you for helping out and sharing. #PRSeLevanta|Yes we have! Sad you won't get to be here on Sunday but we're sure that there will be more happening in #orocovis  soon! Thank you for helping out and sharing. #PRSeLevanta|false|979354517790773249|/Foundation_PR/status/979354517790773249|Yes we have! Sad you won't get to be here on Sunday but we're sure that there will be more happening in #orocovis  soon! Thank you for helping out and sharing. #PRSeLevanta
Foundation_PR|2017-10-13 13:07:49|2|3|Pueblos impactados sus donaciones. Ayúdanos a levantarnos, dona hoy:  http://www. foundationpr.org    #PuertoRicoSeLevanta  #HelpSaveOurIslandParadise pic.twitter.com/iY6d1mAJ7S|Pueblos impactados sus donaciones. Ayúdanos a levantarnos, dona hoy:   foundationpr.org    #PuertoRicoSeLevanta  #HelpSaveOurIslandParadise |false|918886002684547077|/Foundation_PR/status/918886002684547077|People impacted their donations. Help us get up, donate today: http: // www. foundationpr.org #PuertoRicoSeLevanta #HelpSaveOurIslandParadise pic.twitter.com/iY6d1mAJ7S
Foundation_PR|2017-12-12 08:32:45|1|1|Former MLB Stars Jeter, Posada Team Up With Local Developer To Help Puerto Rico Relief  http://cbsloc.al/2BCtRtR#.Wi_aa UtXT0g.twitter   …  #HolidayGiving|Former MLB Stars Jeter, Posada Team Up With Local Developer To Help Puerto Rico Relief   UtXT0g.twitter   …  #HolidayGiving|false|940575151342616576|/Foundation_PR/status/940575151342616576|Former MLB Stars Jeter, Posada Team Up With Local Developer To Help Puerto Rico Relief  http://cbsloc.al/2BCtRtR#.Wi_aa UtXT0g.twitter   …  #HolidayGiving
Foundation_PR|2017-10-02 12:31:37|3|8|A new week started and our Colaboratorio is packed with people working for the recovery of Our Island Paradise! Help  http://www. foundationpr.org   pic.twitter.com/hX1hietkrA|A new week started and our Colaboratorio is packed with people working for the recovery of Our Island Paradise! Help   foundationpr.org   |false|914890624192716800|/Foundation_PR/status/914890624192716800|A new week started and our Colaboratorio is packed with people working for the recovery of Our Island Paradise! Help  http://www. foundationpr.org   pic.twitter.com/hX1hietkrA
Foundation_PR|2018-02-21 08:25:45|0|2|¿Buscas reinventarte? ¿Tienes ideas de negocio?__NEWLINE____NEWLINE__Ven y adquiere la motivación y herramientas necesarias para desarrollar tus ideas de negocio. pic.twitter.com/RWGAL1ntn0|¿Buscas reinventarte? ¿Tienes ideas de negocio?__NEWLINE____NEWLINE__Ven y adquiere la motivación y herramientas necesarias para desarrollar tus ideas de negocio. |false|966302929035636737|/Foundation_PR/status/966302929035636737|Are you looking to reinvent yourself? Do you have business ideas? __ NEWLINE____NEWLINE__ Come and get the motivation and tools necessary to develop your business ideas. pic.twitter.com/RWGAL1ntn0
Foundation_PR|2018-03-20 15:07:03|1|6|Thank you to our wonderful guest speakers and to everyone who attended our event today in collaboration with @ConPRmetidos  #nola  #partnerships  #PRSeLevanta  @andykopplin  @RobinBarnesNOLA pic.twitter.com/0Ax7ZdNNdW  – at  Colaboratorio by Foundation for Puerto Rico|Thank you to our wonderful guest speakers and to everyone who attended our event today in collaboration with @ConPRmetidos  #nola  #partnerships  #PRSeLevanta  @andykopplin  @RobinBarnesNOLA   – at  Colaboratorio by Foundation for Puerto Rico|false|976173290858450944|/Foundation_PR/status/976173290858450944|Thank you to our wonderful guest speakers and to everyone who attended our event today in collaboration with @ConPRmetidos  #nola  #partnerships  #PRSeLevanta  @andykopplin  @RobinBarnesNOLA pic.twitter.com/0Ax7ZdNNdW  – at  Colaboratorio by Foundation for Puerto Rico
Foundation_PR|2017-12-08 12:54:04|1|1|¡Feliz Semana de las Organizaciones Sin Fines de Lucro en Puerto Rico!__NEWLINE__Queremos agradecer a todas las entidades que dijeron presente luego del paso del huracán María, especialmente en esta fecha especial. Ayúdanos tu también con tu donación:  http://www. foundationforpuertorico.org    #HolidayGiving pic.twitter.com/DrPWeF2qUo|¡Feliz Semana de las Organizaciones Sin Fines de Lucro en Puerto Rico!__NEWLINE__Queremos agradecer a todas las entidades que dijeron presente luego del paso del huracán María, especialmente en esta fecha especial. Ayúdanos tu también con tu donación:   foundationforpuertorico.org    #HolidayGiving |false|939191360451760129|/Foundation_PR/status/939191360451760129|Happy Week of Nonprofit Organizations in Puerto Rico! __ NEWLINE__We would like to thank all the entities that said they were present after Hurricane Maria, especially on this special date. Help us also with your donation: http: // www. foundationforpuertorico.org #HolidayGiving pic.twitter.com/DrPWeF2qUo
Foundation_PR|2017-12-15 15:33:51|0|0|Organizaciones participando hoy en el Colaboratorio de la charla: "Aplicación del derecho laboral a las organizaciones sin fines de lucro y sus voluntarios”. #FoundationForPR  #BuildingANewPR pic.twitter.com/wstsGvDJlu|Organizaciones participando hoy en el Colaboratorio de la charla: "Aplicación del derecho laboral a las organizaciones sin fines de lucro y sus voluntarios”. #FoundationForPR  #BuildingANewPR |false|941768285254799361|/Foundation_PR/status/941768285254799361|Organizations participating today in the Collaborative of the talk: "Application of labor law to non-profit organizations and their volunteers." #FoundationForPR #BuildingANewPR pic.twitter.com/wstsGvDJlu
Foundation_PR|2017-12-20 09:17:22|0|1|Person of the Year: Maria’s Unsung Heroes  http://caribbeanbusiness.com/?p=35878    via @CaribBusiness|Person of the Year: Maria’s Unsung Heroes      |false|943485480095617024|/Foundation_PR/status/943485480095617024|Person of the Year: Maria’s Unsung Heroes  http://caribbeanbusiness.com/?p=35878    via @CaribBusiness
Foundation_PR|2017-11-10 09:06:33|0|1|Foundation for Puerto Rico launches small biz grant program! -  http://mailchi.mp/foundationpr/3 thingsfprisdoing-886629   …|Foundation for Puerto Rico launches small biz grant program! -   thingsfprisdoing-886629   …|false|928987243183734784|/Foundation_PR/status/928987243183734784|Foundation for Puerto Rico launches small biz grant program! -  http://mailchi.mp/foundationpr/3 thingsfprisdoing-886629   …
Foundation_PR|2018-03-22 14:44:13|0|1|Don’t miss the closing of Portraits of Puerto Rico: Sunday, April the 8th in the public plaza of Orocovis (Free admission). __NEWLINE____NEWLINE__Come and enjoy art exhibitions, movies, live music and Orocovi’s culture! #PRselevanta pic.twitter.com/CKIGn34yFL|Don’t miss the closing of Portraits of Puerto Rico: Sunday, April the 8th in the public plaza of Orocovis (Free admission). __NEWLINE____NEWLINE__Come and enjoy art exhibitions, movies, live music and Orocovi’s culture! #PRselevanta |false|976892320317616128|/Foundation_PR/status/976892320317616128|Don’t miss the closing of Portraits of Puerto Rico: Sunday, April the 8th in the public plaza of Orocovis (Free admission). __NEWLINE____NEWLINE__Come and enjoy art exhibitions, movies, live music and Orocovi’s culture! #PRselevanta pic.twitter.com/CKIGn34yFL
Foundation_PR|2018-01-26 09:55:50|0|0|Aquí tienes varias opciones de voluntariado Pa'l Wikén. ¡Anímate a apoyar algunas de estas causas! pic.twitter.com/yvhR1OqsTr|Aquí tienes varias opciones de voluntariado Pa'l Wikén. ¡Anímate a apoyar algunas de estas causas! |false|956903514609016832|/Foundation_PR/status/956903514609016832|Here are several volunteer options Pa'l Wikén. Go ahead and support some of these causes! pic.twitter.com/yvhR1OqsTr
Foundation_PR|2017-11-08 09:27:51|0|1|FFPR Focuses On Infrastructure And Economic Development Knowing There Is No Future In Rebuilding The Past  https://goo.gl/p9g7p4    @TheStreet|FFPR Focuses On Infrastructure And Economic Development Knowing There Is No Future In Rebuilding The Past      @TheStreet|false|928267831011041281|/Foundation_PR/status/928267831011041281|FFPR Focuses On Infrastructure And Economic Development Knowing There Is No Future In Rebuilding The Past  https://goo.gl/p9g7p4    @TheStreet
Foundation_PR|2018-02-23 17:01:23|1|2|Very grateful for everyone involved in this campaign and for everyone that has donated to this cause! There's still time to help:  http://www. viktrechallenge.com    @VIKTRESocial  #PRSeLevanta  #viktrechallenge https://twitter.com/espnW/status/9 67080508847984640   …|Very grateful for everyone involved in this campaign and for everyone that has donated to this cause! There's still time to help:   viktrechallenge.com    @VIKTRESocial  #PRSeLevanta  #viktrechallenge  67080508847984640   …|false|967157467816906754|/Foundation_PR/status/967157467816906754|Very grateful for everyone involved in this campaign and for everyone that has donated to this cause! There's still time to help:  http://www. viktrechallenge.com    @VIKTRESocial  #PRSeLevanta  #viktrechallenge https://twitter.com/espnW/status/9 67080508847984640   …
Foundation_PR|2017-11-13 08:46:06|2|0|¡Fechas de los próximos FEMA Application Centers! Una colaboración de FPR,  http://Microjuris.com    y el Colegio de Abogados de Puerto Rico. #FoundationForPR  #BuildingANewPR  #PRSeLevanta pic.twitter.com/FqT7yfTzGS|¡Fechas de los próximos FEMA Application Centers! Una colaboración de FPR,      y el Colegio de Abogados de Puerto Rico. #FoundationForPR  #BuildingANewPR  #PRSeLevanta |false|930069262944874499|/Foundation_PR/status/930069262944874499|Dates of the next FEMA Application Centers! A collaboration of FPR, http://Microjuris.com and the Puerto Rico Bar Association. #FoundationForPR #BuildingANewPR #PRSeLevanta pic.twitter.com/FqT7yfTzGS
Foundation_PR|2017-11-10 15:10:24|0|0|Letters to the editor, Nov. 10  http://www. sfchronicle.com/opinion/letter stoeditor/article/Letters-to-the-editor-Nov-10-12345701.php   …  via @sfchronicle|Letters to the editor, Nov. 10   sfchronicle.com/opinion/letter stoeditor/article/Letters-to-the-editor-Nov-10-12345701.php   …  |false|929078809315479553|/Foundation_PR/status/929078809315479553|Letters to the editor, Nov. 10  http://www. sfchronicle.com/opinion/letter stoeditor/article/Letters-to-the-editor-Nov-10-12345701.php   …  via @sfchronicle
Foundation_PR|2018-03-08 15:12:21|1|1|Now is a great time to travel to Puerto Rico — your tourism dollars will directly contribute to the island's recovery. http://www. businessinsider.com/puerto-rico-ho tels-hurricane-recovery-2018-3   …|Now is a great time to travel to Puerto Rico — your tourism dollars will directly contribute to the island's recovery.  businessinsider.com/puerto-rico-ho tels-hurricane-recovery-2018-3   …|false|971841070639337472|/Foundation_PR/status/971841070639337472|Now is a great time to travel to Puerto Rico — your tourism dollars will directly contribute to the island's recovery. http://www. businessinsider.com/puerto-rico-ho tels-hurricane-recovery-2018-3   …
Foundation_PR|2018-03-24 12:12:24|0|1|https://alum.mit.edu/slice/mit-stud ents-focused-puerto-rico-recovery   …| ents-focused-puerto-rico-recovery   …|false|977578889684901888|/Foundation_PR/status/977578889684901888|https://alum.mit.edu/slice/mit-stud ents-focused-puerto-rico-recovery   …
Foundation_PR|2018-01-08 11:43:52|2|1|Un resumen de todas las iniciativas y proyectos en las que hemos estado trabajando gracias a todas sus donaciones. Agradecidos. #PRSeLevanta https://www. elnuevodia.com/noticias/local es/nota/ayudaparaelcomerciante-2387775/   …|Un resumen de todas las iniciativas y proyectos en las que hemos estado trabajando gracias a todas sus donaciones. Agradecidos. #PRSeLevanta  elnuevodia.com/noticias/local es/nota/ayudaparaelcomerciante-2387775/   …|false|950407717637820416|/Foundation_PR/status/950407717637820416|A summary of all the initiatives and projects we have been working on thanks to all your donations. Grateful #PRSeLevanta https: // www. elnuevodia.com/noticias/local es / nota / ayudaparaelcomerciante-2387775 / ...
Foundation_PR|2018-03-16 09:54:14|0|2|Recordando el gran trabajo de nuestro equipo y voluntarios. Agradecidos de todas las donaciones y ayudas que recibimos luego del paso del Huracán María. Ahora trabajando duro para un mejor futuro. No hay futuro reconstruyendo el pasado. https://youtu.be/vAlsH4rGnGM  |Recordando el gran trabajo de nuestro equipo y voluntarios. Agradecidos de todas las donaciones y ayudas que recibimos luego del paso del Huracán María. Ahora trabajando duro para un mejor futuro. No hay futuro reconstruyendo el pasado.   |false|974645014033764352|/Foundation_PR/status/974645014033764352|Remembering the great work of our team and volunteers. Grateful of all the donations and aid we received after the passage of Hurricane Maria. Now working hard for a better future. There is no future rebuilding the past. https://youtu.be/vAlsH4rGnGM
Foundation_PR|2018-02-24 07:30:41|3|2|¡LLEGÓ EL GRAN DÍA! ¡ACTIVA TUS IDEAS! Hoy en el Coliseo Jesús “Tito” Colón de Orocovis. 9am-3pm GRATIS__NEWLINE____NEWLINE__Herramientas y motivación para cumplir con tus ideas de negocio y reinventarte. pic.twitter.com/aN0yBK2Ier|¡LLEGÓ EL GRAN DÍA! ¡ACTIVA TUS IDEAS! Hoy en el Coliseo Jesús “Tito” Colón de Orocovis. 9am-3pm GRATIS__NEWLINE____NEWLINE__Herramientas y motivación para cumplir con tus ideas de negocio y reinventarte. |false|967376232735232001|/Foundation_PR/status/967376232735232001|THE BIG DAY HAS ARRIVED! ACTIVATE YOUR IDEAS! Today at the Jesus Coliseum "Tito" Colón de Orocovis. 9 am-3pm FREE__NEWLINE____NEWLINE__Tools and motivation to fulfill your business ideas and reinvent yourself. pic.twitter.com/aN0yBK2Ier
Foundation_PR|2018-02-02 14:16:20|1|0|Thank you Stella for your amazing work and support! Good luck!! #PRSelevanta https://twitter.com/StellaNolasco/ status/959438634314354688   …|Thank you Stella for your amazing work and support! Good luck!! #PRSelevanta  status/959438634314354688   …|false|959505786287394816|/Foundation_PR/status/959505786287394816|Thank you Stella for your amazing work and support! Good luck!! #PRSelevanta https://twitter.com/StellaNolasco/ status/959438634314354688   …
