username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
7Weather|2017-11-10 04:38:10|4|3|'Forecast calling for a muggy morning in 70''s and a spotty shower on the breeze.  #wsvn  #flwx pic.twitter.com/QPFc54PGJ7'|'Forecast calling for a muggy morning in 70''s and a spotty shower on the breeze.  #wsvn  #flwx '|false|928919702486814721|/7Weather/status/928919702486814721|'Forecast calling for a muggy morning in 70''s and a spotty shower on the breeze.  #wsvn  #flwx pic.twitter.com/QPFc54PGJ7'||||
7Weather|2017-09-09 13:46:25|87|94|Here is the latest forecast track on #Irma pic.twitter.com/9gEhI1WLTr|Here is the latest forecast track on #Irma |false|906574528997883905|/7Weather/status/906574528997883905|Here is the latest forecast track on #Irma pic.twitter.com/9gEhI1WLTr||||
7Weather|2018-02-09 22:13:32|5|4|'Warm weekend on tap. Check out the typical highs for this time of year and compare with the outlook. Sizzling! Even Valentine''s Day will be on the steamy side. pic.twitter.com/JkzRafpmNs'|'Warm weekend on tap. Check out the typical highs for this time of year and compare with the outlook. Sizzling! Even Valentine''s Day will be on the steamy side. '|false|962162592616730624|/7Weather/status/962162592616730624|'Warm weekend on tap. Check out the typical highs for this time of year and compare with the outlook. Sizzling! Even Valentine''s Day will be on the steamy side. pic.twitter.com/JkzRafpmNs'||||
7Weather|2017-10-12 16:42:53|5|8|One big downpour approaching Cutler bay, Naranja, & Homestead. pic.twitter.com/2vkSZN45FI|One big downpour approaching Cutler bay, Naranja, & Homestead. |false|918577736276463616|/7Weather/status/918577736276463616|One big downpour approaching Cutler bay, Naranja, & Homestead. pic.twitter.com/2vkSZN45FI||||
7Weather|2017-10-02 17:50:03|10|5|Tropical Wave now crossing the Bahamas.  IF IT HOLDS may reach south FL. Rain & wind impacts possible by daybreak. pic.twitter.com/gRfKyexvKK|Tropical Wave now crossing the Bahamas.  IF IT HOLDS may reach south FL. Rain & wind impacts possible by daybreak. |false|914970760850149376|/7Weather/status/914970760850149376|Tropical Wave now crossing the Bahamas.  IF IT HOLDS may reach south FL. Rain & wind impacts possible by daybreak. pic.twitter.com/gRfKyexvKK||||
7Weather|2017-10-28 23:30:12|16|14|Poorly organized TS Philippe over So FL. Rain should start moving out overnight. Strongest winds to remain offshore. pic.twitter.com/my0RZotTLX|Poorly organized TS Philippe over So FL. Rain should start moving out overnight. Strongest winds to remain offshore. |false|924478447849701376|/7Weather/status/924478447849701376|Poorly organized TS Philippe over So FL. Rain should start moving out overnight. Strongest winds to remain offshore. pic.twitter.com/my0RZotTLX|So, FL|||
7Weather|2018-03-11 21:18:52|4|0|Monday:  As a cold front drops southward, more numerous showers and storms are expected. pic.twitter.com/R6aR5jxL4A|Monday:  As a cold front drops southward, more numerous showers and storms are expected. |false|973005370636595200|/7Weather/status/973005370636595200|Monday:  As a cold front drops southward, more numerous showers and storms are expected. pic.twitter.com/R6aR5jxL4A||||
7Weather|2017-09-06 08:50:37|11|15|The time window of concern is late Friday night through Monday. #Irma  @wsvn pic.twitter.com/QuVZYGl3S2|The time window of concern is late Friday night through Monday. #Irma  @wsvn |false|905412925237731328|/7Weather/status/905412925237731328|The time window of concern is late Friday night through Monday. #Irma  @wsvn pic.twitter.com/QuVZYGl3S2||||
7Weather|2018-01-02 14:20:27|13|11|'How Cold?  Thu night into Fri AM could be as cold as we''ve been in 2-years, south FL (low to mid 40''s) @PhilFerro7  @bcameron7  @wsvn'|'How Cold?  Thu night into Fri AM could be as cold as we''ve been in 2-years, south FL (low to mid 40''s) @PhilFerro7  @bcameron7  @wsvn'|false|948272795225608192|/7Weather/status/948272795225608192|'How Cold?  Thu night into Fri AM could be as cold as we''ve been in 2-years, south FL (low to mid 40''s) @PhilFerro7  @bcameron7  @wsvn'||||
7Weather|2017-09-10 08:02:08|0|0|Yes, around 7pm on Saturday night|Yes, around 7pm on Saturday night|false|906850274370883585|/7Weather/status/906850274370883585|Yes, around 7pm on Saturday night||||
7Weather|2017-09-05 13:43:38|116|86|Here is the latest forecast track on #Irma pic.twitter.com/0KprZfsswX|Here is the latest forecast track on #Irma |false|905124277497757696|/7Weather/status/905124277497757696|Here is the latest forecast track on #Irma pic.twitter.com/0KprZfsswX||||
7Weather|2018-03-04 22:46:07|4|3|'Some rain bands offshore and moving south.  Coastal sprinkles are possible... but it''s a generally dry night across south FL. pic.twitter.com/lKMD4osNNR'|'Some rain bands offshore and moving south.  Coastal sprinkles are possible... but it''s a generally dry night across south FL. '|false|970505713591226370|/7Weather/status/970505713591226370|'Some rain bands offshore and moving south.  Coastal sprinkles are possible... but it''s a generally dry night across south FL. pic.twitter.com/lKMD4osNNR'||||
7Weather|2017-10-04 16:38:02|31|22|1 - 2 punch, Flood Watch until 6am Friday from possible heavy downpours, coastal advisory due to king tides. pic.twitter.com/zhABx4rny9|1 - 2 punch, Flood Watch until 6am Friday from possible heavy downpours, coastal advisory due to king tides. |false|915677414398812161|/7Weather/status/915677414398812161|1 - 2 punch, Flood Watch until 6am Friday from possible heavy downpours, coastal advisory due to king tides. pic.twitter.com/zhABx4rny9||||
7Weather|2017-12-24 18:08:51|5|7|Current temps this Christmas Eve. pic.twitter.com/pvYJiVrpif|Current temps this Christmas Eve. |false|945068786062909441|/7Weather/status/945068786062909441|Current temps this Christmas Eve. pic.twitter.com/pvYJiVrpif||||
7Weather|2018-01-01 16:39:56|4|3|Warm high of 80° today in Miami.  Changes coming. pic.twitter.com/LuZIhQ7yG4|Warm high of 80° today in Miami.  Changes coming. |false|947945510949871616|/7Weather/status/947945510949871616|Warm high of 80° today in Miami.  Changes coming. pic.twitter.com/LuZIhQ7yG4||||
7Weather|2017-09-07 17:54:54|2|2|There is a high risk of Weston and all of South Florida being impacted.|There is a high risk of Weston and all of South Florida being impacted.|false|905912286711123968|/7Weather/status/905912286711123968|There is a high risk of Weston and all of South Florida being impacted.|FL|27.7567667|-81.4639835|210.85168210265104
7Weather|2018-02-26 14:34:03|1|0|No records will come today (Miami, Ft. Lauderdale, Key West).  Hotter highs will challenge records midweek! pic.twitter.com/DXvnzxOlGr|No records will come today (Miami, Ft. Lauderdale, Key West).  Hotter highs will challenge records midweek! |false|968207551358697472|/7Weather/status/968207551358697472|No records will come today (Miami, Ft. Lauderdale, Key West).  Hotter highs will challenge records midweek! pic.twitter.com/DXvnzxOlGr||||
7Weather|2018-02-22 16:21:23|3|1|It will remain breezy through the weekend, this will bring a chance for isolated showers with highest number over the weekend. Typical chances for this period are between 20% - 30%. pic.twitter.com/uJALbdMQec|It will remain breezy through the weekend, this will bring a chance for isolated showers with highest number over the weekend. Typical chances for this period are between 20% - 30%. |false|966785011490967552|/7Weather/status/966785011490967552|It will remain breezy through the weekend, this will bring a chance for isolated showers with highest number over the weekend. Typical chances for this period are between 20% - 30%. pic.twitter.com/uJALbdMQec||||
7Weather|2017-09-02 16:38:33|8|5|Here is the latest forecast track on #Irma pic.twitter.com/MxDHgjdnYN|Here is the latest forecast track on #Irma |false|904081132643393536|/7Weather/status/904081132643393536|Here is the latest forecast track on #Irma pic.twitter.com/MxDHgjdnYN||||
7Weather|2017-09-09 21:55:41|0|3|No threat to Florida. Jose will remain over the open Atlantic waters|No threat to Florida. Jose will remain over the open Atlantic waters|false|906697655262126080|/7Weather/status/906697655262126080|No threat to Florida. Jose will remain over the open Atlantic waters||||
7Weather|2017-09-21 23:10:29|16|23|Maria future track - well east of FL and the SE coast of the U.S. pic.twitter.com/c2y8xYMx0L|Maria future track - well east of FL and the SE coast of the U.S. |false|911065133857869825|/7Weather/status/911065133857869825|Maria future track - well east of FL and the SE coast of the U.S. pic.twitter.com/c2y8xYMx0L||||
7Weather|2017-10-29 21:29:50|35|43|Close to a cold weather RECORD tomorrow morning in Ft. Lauderdale!   Forecast is 53.  Record is 52. pic.twitter.com/1qHBHNbHFC|Close to a cold weather RECORD tomorrow morning in Ft. Lauderdale!   Forecast is 53.  Record is 52. |false|924810542547693568|/7Weather/status/924810542547693568|Close to a cold weather RECORD tomorrow morning in Ft. Lauderdale!   Forecast is 53.  Record is 52. pic.twitter.com/1qHBHNbHFC||||
7Weather|2018-01-06 22:58:52|6|7|Wow! pic.twitter.com/Lq7WJmwyH5|Wow! |false|949852811839393792|/7Weather/status/949852811839393792|Wow! pic.twitter.com/Lq7WJmwyH5||||
7Weather|2017-09-07 07:43:38|47|33|Here is the latest forecast track on #Irma pic.twitter.com/4pY19otMpM|Here is the latest forecast track on #Irma |false|905758455121797121|/7Weather/status/905758455121797121|Here is the latest forecast track on #Irma pic.twitter.com/4pY19otMpM||||
7Weather|2017-10-19 18:29:15|4|2|Batch of clouds from the ocean, over the past hour. pic.twitter.com/2A5wBNAnKO|Batch of clouds from the ocean, over the past hour. |false|921141221430620161|/7Weather/status/921141221430620161|Batch of clouds from the ocean, over the past hour. pic.twitter.com/2A5wBNAnKO||||
7Weather|2017-09-27 14:52:18|8|11|Heavy rain in parts of Miami Dade for area highlighted in Green until 3:45 pm. pic.twitter.com/WCOu9hP7z7|Heavy rain in parts of Miami Dade for area highlighted in Green until 3:45 pm. |false|913114088103907329|/7Weather/status/913114088103907329|Heavy rain in parts of Miami Dade for area highlighted in Green until 3:45 pm. pic.twitter.com/WCOu9hP7z7||||
7Weather|2018-01-29 15:17:20|1|1|After the unseasonable warm day today, a front that has brought us clouds and rain, will move offshore allowing cooler air to move in tonight. pic.twitter.com/dj62RjZqSk|After the unseasonable warm day today, a front that has brought us clouds and rain, will move offshore allowing cooler air to move in tonight. |false|958071584127967232|/7Weather/status/958071584127967232|After the unseasonable warm day today, a front that has brought us clouds and rain, will move offshore allowing cooler air to move in tonight. pic.twitter.com/dj62RjZqSk||||
7Weather|2017-12-30 23:29:35|4|0|The set up for bright sunshine - south FL on Sunday pic.twitter.com/JyRMaIRnbx|The set up for bright sunshine - south FL on Sunday |false|947323829143179265|/7Weather/status/947323829143179265|The set up for bright sunshine - south FL on Sunday pic.twitter.com/JyRMaIRnbx||||
7Weather|2017-12-13 16:30:30|3|2|Cold night for So FL. Here are your forecast lows for central Miami-Dade. pic.twitter.com/Iu7GwYJw5z|Cold night for So FL. Here are your forecast lows for central Miami-Dade. |false|941057769720950789|/7Weather/status/941057769720950789|Cold night for So FL. Here are your forecast lows for central Miami-Dade. pic.twitter.com/Iu7GwYJw5z|So, FL|||
7Weather|2018-02-05 17:01:16|4|1|Even though a weak front is fading over Florida, with a mix of sun and clouds and isolated showers, temps managed to reach near record levels in both Miami and Key West. pic.twitter.com/gyXmHiwtAr|Even though a weak front is fading over Florida, with a mix of sun and clouds and isolated showers, temps managed to reach near record levels in both Miami and Key West. |false|960634456917897216|/7Weather/status/960634456917897216|Even though a weak front is fading over Florida, with a mix of sun and clouds and isolated showers, temps managed to reach near record levels in both Miami and Key West. pic.twitter.com/gyXmHiwtAr||||
7Weather|2017-11-17 16:59:17|3|0|# Thanksgiving  Tampa travel forecast.  May see a few showers on Sunday as a front approaches, otherwise mostly sunny skies with cooler temps. pic.twitter.com/IlrXwCS0Ge|# Thanksgiving  Tampa travel forecast.  May see a few showers on Sunday as a front approaches, otherwise mostly sunny skies with cooler temps. |false|931642927226421250|/7Weather/status/931642927226421250|# Thanksgiving  Tampa travel forecast.  May see a few showers on Sunday as a front approaches, otherwise mostly sunny skies with cooler temps. pic.twitter.com/IlrXwCS0Ge||||
7Weather|2017-10-29 23:50:22|7|6|Current temps across Broward and Miami-Dade pic.twitter.com/l5Ows1nUgR|Current temps across Broward and Miami-Dade |false|924845911573979136|/7Weather/status/924845911573979136|Current temps across Broward and Miami-Dade pic.twitter.com/l5Ows1nUgR||||
7Weather|2017-10-06 23:06:57|4|2|The eye of #Nate  set to make landfall in highlighted area. But its effects will be felt far away from the center. pic.twitter.com/nT0HjFl28G|The eye of #Nate  set to make landfall in highlighted area. But its effects will be felt far away from the center. |false|916500061827280896|/7Weather/status/916500061827280896|The eye of #Nate  set to make landfall in highlighted area. But its effects will be felt far away from the center. pic.twitter.com/nT0HjFl28G||||
7Weather|2017-09-08 21:33:11|0|1|Impacts along the east coast could be more along the lines of a category 3 system|Impacts along the east coast could be more along the lines of a category 3 system|false|906329606843760640|/7Weather/status/906329606843760640|Impacts along the east coast could be more along the lines of a category 3 system||||
7Weather|2017-09-10 12:56:45|2|0|Tropical storm force winds are expected for all South Florida until early Sunday morning. Improving tomorrow|Tropical storm force winds are expected for all South Florida until early Sunday morning. Improving tomorrow|false|906924416977829888|/7Weather/status/906924416977829888|Tropical storm force winds are expected for all South Florida until early Sunday morning. Improving tomorrow|FL|27.7567667|-81.4639835|210.85168210265104
7Weather|2017-09-07 18:31:30|1|2|Unfortunately, it is possible|Unfortunately, it is possible|false|905921493984579585|/7Weather/status/905921493984579585|Unfortunately, it is possible||||
7Weather|2018-02-04 18:27:59|6|8|Active radar out of central Florida pic.twitter.com/KMAT9RZS4a|Active radar out of central Florida |false|960293889625206784|/7Weather/status/960293889625206784|Active radar out of central Florida pic.twitter.com/KMAT9RZS4a|FL|27.7567667|-81.4639835|210.85168210265104
7Weather|2017-08-31 22:51:19|26|21|# Irma  could get even stronger as it nears the Lesser Antilles by next week. pic.twitter.com/nDKQmYLGiQ|# Irma  could get even stronger as it nears the Lesser Antilles by next week. |false|903450164349857792|/7Weather/status/903450164349857792|# Irma  could get even stronger as it nears the Lesser Antilles by next week. pic.twitter.com/nDKQmYLGiQ||||
7Weather|2017-12-02 19:21:26|3|0|Limited clouds over south FL which means great viewing for the Supermoon tonight! #supermoon2017  @bcameron7|Limited clouds over south FL which means great viewing for the Supermoon tonight! #supermoon2017  @bcameron7|false|937114517233963008|/7Weather/status/937114517233963008|Limited clouds over south FL which means great viewing for the Supermoon tonight! #supermoon2017  @bcameron7||||
7Weather|2018-02-27 16:00:59|4|4|More heat over the next few days. Thursday could be near records in Miami & Ft. Lauderdale. pic.twitter.com/7qZS48xISE|More heat over the next few days. Thursday could be near records in Miami & Ft. Lauderdale. |false|968591816118370304|/7Weather/status/968591816118370304|More heat over the next few days. Thursday could be near records in Miami & Ft. Lauderdale. pic.twitter.com/7qZS48xISE||||
7Weather|2018-03-06 16:20:18|10|18|A cold front is moving our way. Expect warmer temps before the passage, then some rain, followed by cooler temps for Thursday morning. pic.twitter.com/6CmjCSlmMK|A cold front is moving our way. Expect warmer temps before the passage, then some rain, followed by cooler temps for Thursday morning. |false|971133394192093190|/7Weather/status/971133394192093190|A cold front is moving our way. Expect warmer temps before the passage, then some rain, followed by cooler temps for Thursday morning. pic.twitter.com/6CmjCSlmMK||||
7Weather|2018-01-13 23:27:00|13|20|In case you missed the forecast on 7 News pic.twitter.com/2TOVqbS7x6|In case you missed the forecast on 7 News |false|952396605717667841|/7Weather/status/952396605717667841|In case you missed the forecast on 7 News pic.twitter.com/2TOVqbS7x6||||
7Weather|2018-02-10 20:10:07|7|20|Beautifully warm evening in progress, south FL pic.twitter.com/mM7FtbInRK|Beautifully warm evening in progress, south FL |false|962493918960062470|/7Weather/status/962493918960062470|Beautifully warm evening in progress, south FL pic.twitter.com/mM7FtbInRK||||
7Weather|2018-02-25 23:27:12|2|1|In case you missed the forecast on 7 News pic.twitter.com/Z9OIrQuPbe|In case you missed the forecast on 7 News |false|967979336228921344|/7Weather/status/967979336228921344|In case you missed the forecast on 7 News pic.twitter.com/Z9OIrQuPbe||||
7Weather|2017-12-23 19:21:46|5|3|Caution:  Patchy inland fog possible, late tonight.  This has been a common theme for a full week. pic.twitter.com/gjwEI1ce06|Caution:  Patchy inland fog possible, late tonight.  This has been a common theme for a full week. |false|944724745215504384|/7Weather/status/944724745215504384|Caution:  Patchy inland fog possible, late tonight.  This has been a common theme for a full week. pic.twitter.com/gjwEI1ce06||||
7Weather|2017-09-08 23:34:22|287|266|New Irma Forecast Cone.  Shift west in future track.  Serious impacts toward Keys.  SE coast WILL still be impacted. pic.twitter.com/LNHoHGBRwM|New Irma Forecast Cone.  Shift west in future track.  Serious impacts toward Keys.  SE coast WILL still be impacted. |false|906360102504079360|/7Weather/status/906360102504079360|New Irma Forecast Cone.  Shift west in future track.  Serious impacts toward Keys.  SE coast WILL still be impacted. pic.twitter.com/LNHoHGBRwM||||
7Weather|2017-11-26 23:27:17|10|12|In case you missed the forecast on 7 News pic.twitter.com/69i8l9pfGH|In case you missed the forecast on 7 News |false|935002060549967872|/7Weather/status/935002060549967872|In case you missed the forecast on 7 News pic.twitter.com/69i8l9pfGH||||
7Weather|2017-10-13 23:28:59|6|4|In case you missed the Forecast on 7 News. pic.twitter.com/27TmriAD31|In case you missed the Forecast on 7 News. |false|919042324209942530|/7Weather/status/919042324209942530|In case you missed the Forecast on 7 News. pic.twitter.com/27TmriAD31||||
7Weather|2017-09-16 19:24:41|15|11|Hurricane Jose in the W Atlantic, T.S. Maria heading for the Lesser Antilles, distant Lee in E Atlantic. pic.twitter.com/omxRN9N72n|Hurricane Jose in the W Atlantic, T.S. Maria heading for the Lesser Antilles, distant Lee in E Atlantic. |false|909196370652876800|/7Weather/status/909196370652876800|Hurricane Jose in the W Atlantic, T.S. Maria heading for the Lesser Antilles, distant Lee in E Atlantic. pic.twitter.com/omxRN9N72n||||
7Weather|2017-09-06 05:56:31|21|14|'Irma''s exact path to south Florida are still in question, but chances for an impact go up. #Irma  @wsvn pic.twitter.com/i90szwvMTx'|'Irma''s exact path to south Florida are still in question, but chances for an impact go up. #Irma  @wsvn '|false|905369109310963712|/7Weather/status/905369109310963712|'Irma''s exact path to south Florida are still in question, but chances for an impact go up. #Irma  @wsvn pic.twitter.com/i90szwvMTx'|FL|27.7567667|-81.4639835|210.85168210265104
7Weather|2018-03-07 13:49:13|6|6|Ready for another cool-down south Florida?   A cold front is moving over the region now & cooler air will follow! pic.twitter.com/FIvf25Vq0K|Ready for another cool-down south Florida?   A cold front is moving over the region now & cooler air will follow! |false|971457759890862080|/7Weather/status/971457759890862080|Ready for another cool-down south Florida?   A cold front is moving over the region now & cooler air will follow! pic.twitter.com/FIvf25Vq0K||||
7Weather|2018-01-25 04:58:12|7|5|'Light jacket needed to start, but overall seasonal in the 60''s. Today the main concern will be the winds. They will be gusty 12 to 25 mph creating problems for swimmers and boaters through the weekend. Advisories in effect.  #wsvn  #7news  #flwx  #windy pic.twitter.com/KolfoMVb4a'|'Light jacket needed to start, but overall seasonal in the 60''s. Today the main concern will be the winds. They will be gusty 12 to 25 mph creating problems for swimmers and boaters through the weekend. Advisories in effect.  #wsvn  #7news  #flwx  #windy '|false|956466224401125377|/7Weather/status/956466224401125377|'Light jacket needed to start, but overall seasonal in the 60''s. Today the main concern will be the winds. They will be gusty 12 to 25 mph creating problems for swimmers and boaters through the weekend. Advisories in effect.  #wsvn  #7news  #flwx  #windy pic.twitter.com/KolfoMVb4a'||||
7Weather|2018-01-20 18:55:25|6|4|"Mostly dry" Sunday & Monday but a weakening front could trigger showers into FL Tuesday pic.twitter.com/GHhSxnnd6u|"Mostly dry" Sunday & Monday but a weakening front could trigger showers into FL Tuesday |false|954864975964725248|/7Weather/status/954864975964725248|"Mostly dry" Sunday & Monday but a weakening front could trigger showers into FL Tuesday pic.twitter.com/GHhSxnnd6u||||
7Weather|2017-11-08 10:38:09|5|1|Quiet weather continues across south Florida with mild air through the midweek. pic.twitter.com/34RpL1dfY8|Quiet weather continues across south Florida with mild air through the midweek. |false|928285522715467776|/7Weather/status/928285522715467776|Quiet weather continues across south Florida with mild air through the midweek. pic.twitter.com/34RpL1dfY8|FL|27.7567667|-81.4639835|210.85168210265104
7Weather|2018-01-03 16:18:07|17|10|'Its going to be a cold tonight for South Florida. Here are your four "P"s of cold weather tips. Dress in layers, bring in your pets, be careful with space heaters-don''t place them near curtains or anything flammable and protect your delicate plants. pic.twitter.com/fi9CaNHir5'|'Its going to be a cold tonight for South Florida. Here are your four "P"s of cold weather tips. Dress in layers, bring in your pets, be careful with space heaters-don''t place them near curtains or anything flammable and protect your delicate plants. '|false|948664797746356231|/7Weather/status/948664797746356231|'Its going to be a cold tonight for South Florida. Here are your four "P"s of cold weather tips. Dress in layers, bring in your pets, be careful with space heaters-don''t place them near curtains or anything flammable and protect your delicate plants. pic.twitter.com/fi9CaNHir5'||||
7Weather|2017-12-20 15:22:24|3|3|# Christmas  Day Forecast. So Florida is watching a front but it may not make it. We should stay with near average highs that could nudge 80. pic.twitter.com/EHgWY7Vsn6|# Christmas  Day Forecast. So Florida is watching a front but it may not make it. We should stay with near average highs that could nudge 80. |false|943577344048058368|/7Weather/status/943577344048058368|# Christmas  Day Forecast. So Florida is watching a front but it may not make it. We should stay with near average highs that could nudge 80. pic.twitter.com/EHgWY7Vsn6|FL|27.7567667|-81.4639835|210.85168210265104
7Weather|2017-12-04 18:56:33|3|3|South FL is "famous" for these beautiful sunsets!   Starry night ahead with limited cloud cover. pic.twitter.com/WzlXuxvEsE|South FL is "famous" for these beautiful sunsets!   Starry night ahead with limited cloud cover. |false|937833031003500544|/7Weather/status/937833031003500544|South FL is "famous" for these beautiful sunsets!   Starry night ahead with limited cloud cover. pic.twitter.com/WzlXuxvEsE|South, FL|42.8904161|-74.196582|
7Weather|2018-01-15 23:02:02|5|1|Frost Advisory in effect for parts of north FL until 9 AM Tue pic.twitter.com/3DFplGNCci|Frost Advisory in effect for parts of north FL until 9 AM Tue |false|953115101216886784|/7Weather/status/953115101216886784|Frost Advisory in effect for parts of north FL until 9 AM Tue pic.twitter.com/3DFplGNCci||||
7Weather|2018-01-04 16:35:51|1|0|Friday morning forecast lows for Northern Miami Dade. pic.twitter.com/uuvvqEmqJU|Friday morning forecast lows for Northern Miami Dade. |false|949031648619827202|/7Weather/status/949031648619827202|Friday morning forecast lows for Northern Miami Dade. pic.twitter.com/uuvvqEmqJU||||
7Weather|2018-01-29 15:26:00|4|1|Southern Broward County should see temps also in the low 60s to upper 50s. pic.twitter.com/RoN8NSwen0|Southern Broward County should see temps also in the low 60s to upper 50s. |false|958073764243263488|/7Weather/status/958073764243263488|Southern Broward County should see temps also in the low 60s to upper 50s. pic.twitter.com/RoN8NSwen0||||
7Weather|2017-10-16 15:12:31|4|5|Weakening cold front over FL panhandle.   Ahead of it?   Just a few showers with a sluggish Sea Breeze moving inland pic.twitter.com/HDGe55q4RX|Weakening cold front over FL panhandle.   Ahead of it?   Just a few showers with a sluggish Sea Breeze moving inland |false|920004547539431425|/7Weather/status/920004547539431425|Weakening cold front over FL panhandle.   Ahead of it?   Just a few showers with a sluggish Sea Breeze moving inland pic.twitter.com/HDGe55q4RX||||
7Weather|2018-03-05 18:32:35|3|2|Sunset was moments ago, on your #305Day  Miami pic.twitter.com/fHfFFCuBZZ|Sunset was moments ago, on your #305Day  Miami |false|970804297465319424|/7Weather/status/970804297465319424|Sunset was moments ago, on your #305Day  Miami pic.twitter.com/fHfFFCuBZZ||||
7Weather|2018-01-02 13:53:52|3|2|Covered in clouds... although little breaks with brightening near FL Gulf coast pic.twitter.com/EhsmPiUAVd|Covered in clouds... although little breaks with brightening near FL Gulf coast |false|948266106124464128|/7Weather/status/948266106124464128|Covered in clouds... although little breaks with brightening near FL Gulf coast pic.twitter.com/EhsmPiUAVd||||
7Weather|2017-09-06 16:16:54|1|1|'Here''s an explainer for the different models.  http://www. nhc.noaa.gov/modelsummary.s html   …'|'Here''s an explainer for the different models.   nhc.noaa.gov/modelsummary.s html   …'|false|905525235579052032|/7Weather/status/905525235579052032|'Here''s an explainer for the different models.  http://www. nhc.noaa.gov/modelsummary.s html   …'||||
7Weather|2018-02-24 23:26:33|5|1|In case you missed the forecast on 7 News pic.twitter.com/0jrbWbdlhO|In case you missed the forecast on 7 News |false|967616782461755395|/7Weather/status/967616782461755395|In case you missed the forecast on 7 News pic.twitter.com/0jrbWbdlhO||||
7Weather|2017-09-08 21:24:21|0|0|Yes it is possible|Yes it is possible|false|906327381585092613|/7Weather/status/906327381585092613|Yes it is possible||||
