Source,categories,_id,created_at,emotion_ml,opinion_ml,text,Relevance,1st Code,2nd Code
Statuses_Irma_A,['media'],5c1e14dbec4ee5221010f5d1,9/18/2017,0,1,VIDEO: Worker Back on Job After Falling From Ferris Wheel at Central Carolina Fair https://t.co/pVzyJLwazv https://t.co/3C5wxBAOnp,0,,
Statuses_Irma_C,,5c409974ec4ee50898179c78,8/31/2017,0,1,"@WFLARyan has been covering this story forever.Besides, we're team players! I just want to know at what hour of day or night it'll be done",0,,
Statuses_Irma_A,['utility'],5c1250d9ec4ee522100a9d96,9/11/2017,0,1,Hey @DukeEnergy it's 239 can't even get on yr website to see when we may have power......,1,9,27
Statuses_Irma_A,['media'],5c1757bcec4ee522100d4a80,9/30/2017,0,1,Robots may soon be able to feel. https://t.co/bzVIdYCosk,0,,
Statuses_Irma_C,,5c409936ec4ee5089814c662,7/17/2017,0,1,"@alabamapower @LOCAL15NEWS @FOX10News @UnitedWay Called ALABAMA POWER, ask for 2 day ext. Instead, they RATHER cut power off for 2 days!",1,9,27
Statuses_Irma_A,['media'],5c14e2adec4ee522100bedc4,10/31/2017,0,1,Europe and Latin America's sweet tooth allows snack giant Mondelez to beat estimates https://t.co/8WjvTHihb3 $MDLZ https://t.co/rwiLtWdDpy,0,,
Statuses_Irma_A,,5c598cccec4ee5929fd405f6,8/10/2017,0,1,@MegynTODAY @megynkelly @WESH Anything for free,0,,
Statuses_Irma_A,,5c598ccaec4ee5929fd2b589,10/13/2017,0,1,@C_L__ @huvzyy @WPLGLocal10 LMAO smoked !!!!!!!!,0,,
Statuses_Irma_C,,5c4097f3ec4ee508980a8b67,10/17/2017,0,1,Thanks for participating Nadege!,0,,
Statuses_Irma_C,,5c40993cec4ee5089815136f,10/4/2017,0,1,"I'm bummed to be missing your first day! Not gonna lie though, really glad you know how to use Slack & CP already.",0,,
Statuses_Irma_A,['gov'],5c08c00eec4ee514a04c330b,9/20/2017,0,1,"A5: If you feel worse or are not getting better in the days after surgery/discharge from the hospital, ask your Dr about sepsis #sepsischat",0,,
Statuses_Irma_C,,5c409994ec4ee5089818ae93,9/15/2017,0,1,if FPL actually did what u promised after wilma. a few folks in dade/broward would have lost power (with quick restoration),1,17,27
Statuses_Irma_C,,5c409818ec4ee508980bc6c6,10/18/2017,0,1,From #Airlift30 : We’ve always understood the power of health…IT’S ALWAYS BEEN US! #Americares  = nearly 40yrs of emergency response expertise pic.twitter.com/rjlZzANp8u,0,,
Statuses_Irma_C,,5c409956ec4ee50898161814,9/9/2017,0,1,Real Madrid held to surprise draw by Levante and Marcelo sees red  http://trib.al/BPWBNO8    via @guardian_sport,0,,
Statuses_Irma_C,,5c4098caec4ee5089810e65b,12/21/2017,0,1,#WATCH : Southwest Florida #bluegrass band “Captain Joe and the Bottom Feeders” perform “Walking Shoes” in the WGCU Performance Studio. #GCL #SWFL #LiveMusic pic.twitter.com/lD7hpKCfCn,0,,
Statuses_Irma_C,,5c409994ec4ee5089818c701,9/13/2017,0,1,@insideFPL why are powerlines not run underground or in another way in Florida given the amount of storms we receive?,1,9,27
Statuses_Irma_C,,5c40983bec4ee508980d1ac8,9/19/2017,0,1,may we have permission to feature your video? Verify here:  https://capture.com/request/c6fdd9w,0,,
Statuses_Irma_C,,5c4099cbec4ee508981aaac5,1/17/2018,0,1,Woman says ornament is really misplaced urn http:// dlvr.it/QBftrD pic.twitter.com/K5E9tqefU4,0,,
Statuses_Irma_C,,5c4099b2ec4ee5089819f727,9/12/2017,0,1,"This was Seminole County, Altamonte Springs at 11:30AM?!?!?!",0,,
Statuses_Irma_A,,5c598cd1ec4ee5929fd73b16,9/22/2017,0,1,"Only one state likes pasta more than #Florida likes pasta. @olivegarden 
https://t.co/IIj18VBvDa",0,,
Statuses_Irma_A,,5c598cc9ec4ee5929fd14434,9/16/2017,0,1,"@MJKH55 @WESH Yeah, trend is favorable right now. Irma was at one point too.",1,17,22
Statuses_Irma_A,,5c598cccec4ee5929fd4640c,8/30/2017,0,1,Time to get our HC-130 crew out again. Fuel &amp; comms are a go. #Citizenairmen #rescue https://t.co/muyoQlHR69,0,,
Statuses_Irma_C,,5c409947ec4ee5089815be19,10/7/2017,0,1,"Turkey backs Syrian rebels for ""serious operation"" in Idlib  http://reut.rs/2z4WhI5   pic.twitter.com/MqoI80iMQz",0,,
Statuses_Irma_A,['utility'],5c11f14eec4ee522100a7710,9/13/2017,0,1,@SpinnerSpeaks @DukeEnergy Because they're based in the Carolinas.  Obviously they have priority over the millions suffering here in FL,1,9,28
Statuses_Irma_C,,5c4098ceec4ee5089811050c,10/8/2017,0,1,"If you know anything about the whereabouts of these wanted felons, you could be entitled to a cash reward.  http://abc13.co/2z7v1Jl   pic.twitter.com/hZuuKQNso2",0,,
Statuses_Irma_C,,5c409994ec4ee50898190beb,9/9/2017,0,1,Thank you! You all have been informative and helpful. Much appreciated. Please stay safe out there.,1,17,24
Statuses_Irma_A,['media'],5c15099dec4ee522100c065a,9/24/2017,0,1,First refugees taken from offshore detention under U.S. refugee swap deal https://t.co/M9qOluDRNV https://t.co/gw2tu0xy8i,0,,
Statuses_Irma_A,['nonprofit'],5c0dd032ec4ee5221008bfff,10/11/2017,0,1,Hospitals are running low on medicine &amp; high on patients reports @NYTimes #Americares is working tireless… http://tinyurl.com/yatgvzh2,0,,
Statuses_Florence_A,[],5c066d9dec4ee5a957d26db8,9/25/2018,0,1,Soup-slurping skills are put to test in this pho challenge fit for king https://t.co/3PSWmvKfzD https://t.co/ZQHuTW9RuE,0,,
Statuses_Irma_A,,5c598ccdec4ee5929fd4d787,1/15/2018,0,1,"""Racist"" @realDonaldTrump receives 1986 award for ""Diversity and Tolerance."" 

#TrumpDerangementSyndrome https://t.co/ZQmT7HeSjB",0,,
Statuses_Irma_A,,5c598ccaec4ee5929fd23e23,7/24/2017,0,1,@weartv what's up with the broken down train in Pensacola?,0,,
Statuses_Irma_C,,5c4099dcec4ee508981baf5d,10/17/2017,0,1,"Every time I think he can't sink any lower, he does. Is this what #MAGA means? Smh",0,,
Statuses_Irma_A,,5c598cd1ec4ee5929fd70882,11/26/2017,0,1,"@WPTV  PLEASE ... stop using the term “Winter White House!” There is no such thing! MAL is a privately-owned, U… http://tinyurl.com/yclzpkna",0,,
Statuses_Irma_A,,5c598cc9ec4ee5929fd140e0,6/9/2017,0,1,@marieaurelus67 @WPLGLocal10 @toddtongen @Calvinlocal10@JanineStanwood@VictorOquendo@thebettydavis@SabovicSanel… http://tinyurl.com/ycbpmysu,0,,
Statuses_Irma_A,['media'],5c169fe8ec4ee522100ceb22,9/12/2017,0,1,"At Kabul's Ghazi stadium, once used for Taliban executions, the hunt is on to find Afghan beach football stars … http://tinyurl.com/yas9d7l9",0,,
Statuses_Irma_C,,5c409974ec4ee5089817a1f6,8/21/2017,0,1,Beautiful colors in the sky over Brandon this #eclipse day. Get your cameras out! @WFLA @StormTeam8WFLA pic.twitter.com/sy67uaxDhx,0,,
Statuses_Irma_A,['media'],5c1d562eec4ee52210109617,10/18/2017,0,1,Volusia deputies issue warning about clown pranks after boy nearly attacked https://t.co/FS5jKtKpRj https://t.co/nyEcImXlhN,0,,
Statuses_Irma_A,['media'],5c165ccbec4ee522100cc61e,10/22/2017,0,1,"Former President Jimmy Carter at hurricane relief concert in Texas: ""America is known for volunteer work."" https://t.co/TGmrx9tjlD",1,,23
Statuses_Irma_C,,5c409994ec4ee5089818a89a,9/16/2017,0,1,@insideFPL so dangerous to have these down power lines on a propane tank! Someone gets hurt and you will be liable! @wsvn #DISASTER pic.twitter.com/KPzhdaRSxA,1,13,27
Statuses_Florence_A,[],5c069b7eec4ee5a957d2834e,9/15/2018,0,1,This gives you a general idea of how many roads may be closed across our area. Don't focus too much on specific… http://tinyurl.com/y7mnekra,1,8,22
Statuses_Irma_A,['media'],5c1be654ec4ee522100fc6d3,10/6/2017,0,1,.@NFL's Cam Newton apologizes for remark deemed as sexist https://t.co/b53Hdlvk46,0,,
Statuses_Irma_A,,5c598cd0ec4ee5929fd69c9e,7/25/2017,0,1,"@WJHG_TV Phil Collins -- best drummer, most distinctive voice. I love his music!",0,,
Statuses_Irma_A,['media'],5c19fe72ec4ee522100ed2f3,9/28/2017,0,1,"Twitter accounts believed to be linked to Russia used hashtags like #boycottnfl, #standforouranthem, and #takeaknee https://t.co/E5IPC7icXG",0,,
Statuses_Irma_A,['media'],5c1b7f95ec4ee522100f903d,10/14/2017,0,1,.@Ed_Klein: @BillClinton and @HillaryClinton not speaking after blow-up over memoir https://t.co/WsYGReTxWL https://t.co/J0Fbyl71Zn,0,,
Statuses_Irma_A,,5c598ccbec4ee5929fd3499c,12/29/2017,0,1,"@WLRN https://t.co/zXDwtXuMp8 
How's anybody supposed 2 live decently in this state when some cities and even s… http://tinyurl.com/y9guq673",0,,
Statuses_Irma_C,,5c409994ec4ee5089818c039,9/14/2017,0,1,Wanna Thank @insideFPL And The Other Companies That Worked Long And Hard To Bring Back #Power To FL After Hurricane #Irma Did Her Damage,1,9,25
Statuses_Irma_C,,5c4099edec4ee508981ce32d,8/14/2017,0,1,Protesters topple Confederate statue in North Carolina http:// dlvr.it/Pf6b7H pic.twitter.com/k9fqOrpAuY,0,,
Statuses_Florence_A,[],5c063c24ec4ee5a957d2584c,9/17/2018,0,1,"@GTIMKVII @kimdeanerabc11 Hi, we are recommending that if you are in a safe location you should stay put. Roadw… http://tinyurl.com/y9bobsrd",1,,20
Statuses_Irma_C,,5c409920ec4ee5089813cc8e,10/24/2017,0,1,Now we're getting excited! Might get an all green map tonight! Let's make this happen! #9PMRoutine   https://twitter.com/Larkins_Ladies /status/922999550524059648   …,0,,
Statuses_Irma_A,['gov'],5c057ce8ec4ee5a925127982,9/21/2017,0,1,TBW cancels Flood Warning for the Horse Creek Near Arcadia [FL] till 3:00 AM GMT https://t.co/FjRaJLwKEV,1,4,20
Statuses_Irma_A,['gov'],5c0c995fec4ee52210084265,9/28/2017,0,1,"@seanlaverty These are @OGandE easements/lines that are being cleared, so they can best respond to your question.",0,,
Statuses_Irma_C,,5c40992fec4ee5089814677b,9/15/2017,0,1,Our own corruption case happening. WOW!,0,,
Statuses_Irma_A,,5c598ccaec4ee5929fd231e8,9/20/2017,0,1,"“Unrealistic to expect Pres. Obama would acknowledge his signature issue is failing,"" Sen. Graham says of Pres. Obama's Obamacare comments.",0,,
Statuses_Irma_A,['utility'],5c10140aec4ee5221009b848,9/14/2017,0,1,@insideFPL I hope you don't show the Lexington Club as having full power. I and my neighbors are still our. 7641 Lexington Club B.,1,9,27
Statuses_Irma_C,,5c40992fec4ee5089814561e,1/9/2018,0,1,Alabama and Georgia are going to overtime tied at 20-20 after Bama's second missed field goal of the game https:// twitter.com/WCTVSports/sta tus/950592932935061504 …,0,,
Statuses_Irma_C,,5c4099b2ec4ee5089819a127,9/17/2017,0,1,@DukeEnergy @WFTV @Newsradio1025 Main feeder line to neighborhood working. 2 fuses need to be connected to restore 24 homes w/power pic.twitter.com/KUIgXAg3u1,1,9,22
Statuses_Irma_A,,5c598ccfec4ee5929fd63519,1/10/2018,0,1,It’s just one way they are helping their students know their education comes first. One more reason they’re our… http://tinyurl.com/yctymyq6,0,,
Statuses_Irma_C,,5c409956ec4ee5089815fc95,9/26/2017,0,1,Saudi Arabia to allow women to obtain driving licenses https://trib.al/qwyWIoM,0,,
Statuses_Irma_A,['media'],5c14feb8ec4ee522100bfeac,10/2/2017,0,1,WATCH: Donald Trump tells top U.S. diplomat: Don't waste time talking to North Korea https://t.co/aq2Ta1CAOU vi… http://tinyurl.com/y72ye2hm,0,,
Statuses_Irma_C,,5c409806ec4ee508980b044c,9/20/2017,0,1,"A4: HCPs: Be sure #antibiotic  type, dose, and duration are correct.  https://go.usa.gov/xRM2S    #sepsischat",0,,
Statuses_Irma_A,['media'],5c138f0cec4ee522100b2976,9/4/2017,0,1,"PHOTOS: Demolition Begins on Disney Quest at Disney Springs, Future NBA Experience

https://t.co/r58SZZYD1T https://t.co/eH9wMEXVus",0,,
Statuses_Irma_C,,5c40997eec4ee508981806f6,6/7/2017,0,1,"Yes, go ahead!",0,,
Statuses_Irma_C,,5c40990fec4ee508981323e8,9/4/2017,0,1,I think I did it': Man tells 911 he awoke from dream and found wife dead  http://bit.ly/2eE0kFU   pic.twitter.com/fPhpozx4j8,0,,
Statuses_Irma_C,,5c40986cec4ee508980e225b,9/12/2017,0,1,@NewsfromJEA y'all want us to pay our bill on time but can't get help with our power being back on two crew members drove on my street,1,9,27
Statuses_Irma_C,,5c409994ec4ee5089818d5ea,9/13/2017,0,1,I have not seen one truck with its boom up and i have driven all over daytona and deland to find a pic of one.,0,,
Statuses_Irma_A,['media'],5c145844ec4ee522100b9608,9/25/2017,0,1,"Pittsburgh Steelers stay off field during anthem, crowd boos them when they return https://t.co/jRViXjkWTo https://t.co/rFMq74jyz3",0,,
Statuses_Irma_C,,5c409994ec4ee5089818dc96,9/12/2017,0,1,"so... @insideFPL i call and get no answers. i go online i get no answers. last update was ""crew investigating"""" but no one ever came. pic.twitter.com/AX5taPSM66""",1,9,27
Statuses_Florence_A,[],5c06b0afec4ee5a957d28b6a,9/16/2018,0,1,@frosht1 We are continuing to make progress restoring power where the conditions are safe. If you do not see cr… http://tinyurl.com/yaovez3n,1,9,22
Statuses_Irma_C,,5c409933ec4ee5089814a121,10/1/2017,0,1,These futuristic shoelaces will change how you tie your shoes  pic.twitter.com/EpZdat855h,0,,
Statuses_Irma_C,,5c409933ec4ee5089814a090,9/13/2017,0,1,iPhone X: Everything Apple hasn't told us  http://on.mash.to/2jncg0o,0,,
Statuses_Irma_C,,5c409920ec4ee5089813ceb1,10/13/2017,0,1,Iowa is checked in! #9PMRoutine https://twitter.com/lauri_hall/sta tus/919032346996645888   …,0,,
Statuses_Irma_C,,5c409819ec4ee508980bdfe0,9/9/2017,0,1,You can reach out to the email that was provided.,0,,
Statuses_Irma_C,,5c409974ec4ee50898176904,11/10/2017,0,1,karma will get them,0,,
Statuses_Irma_A,['media'],5c1af978ec4ee522100f4ce1,10/8/2017,0,1,@the_daddyrabbit may we have permission to feature your video? Verify here: https://t.co/gCxeYcKlxt,0,,
Statuses_Irma_A,['media'],5c1e978bec4ee52210113f62,9/5/2017,0,1,Inside the New York City offices of $45 billion hedge-fund firm Two Sigma https://t.co/TdLeTWgWIZ https://t.co/CgFPXAUsyd,0,,
Statuses_Irma_A,['utility'],5c113990ec4ee522100a30ab,9/17/2017,0,1,@DukeEnergy came back around to see if they moved and guess what more are parked up. What is going on?! #semino… http://tinyurl.com/ybc6cazm,1,9,27
Statuses_Irma_C,,5c409885ec4ee508980f0f88,9/14/2017,0,1,No. 23 @Vol_Football  vs. No. 24 @GatorsFB  highlights SEC schedule this week #NCAA  #SEC  #Gators  #Vols   http://cbsloc.al/2x4KQkX,0,,
Statuses_Irma_A,['utility'],5c12382cec4ee522100a9379,9/12/2017,0,1,i havent seen no crews bruh.. yall playin around😭😭 @DukeEnergy,1,9,27
Statuses_Irma_A,,5c598ccaec4ee5929fd24550,6/5/2017,0,1,WOW: #FiammaShooting suspect seen in mugshots as far back as 1995. See pics here ⬇️@news6wkmg https://t.co/TD5YogSjpB,0,,
Statuses_Irma_C,,5c409876ec4ee508980e8e25,9/29/2017,0,1,"Good afternoon! Here's a look at your temperatures, in white, blue temps are the current water temperatures. pic.twitter.com/b6xAJo5c5z",1,1,22
Statuses_Irma_A,,5c598cceec4ee5929fd54c24,12/7/2017,0,1,Man becomes Outback Bowl Bloomin' Onion mascot thanks to 10K retweets https://t.co/ommcNNY1mr via @wfla,0,,
Statuses_Irma_C,,5c4099b2ec4ee5089819d825,9/14/2017,0,1,Do you consider Hurricane Irma an emergency? Cause yesterday you tweeted you didn't. Pay overtime to your employees,1,,28
Statuses_Irma_C,,5c409994ec4ee5089818a95d,9/16/2017,0,1,They're saying Tuesday...,0,,
Statuses_Irma_C,,5c4098bdec4ee5089810989f,10/21/2017,0,1,"40 years later, Argentina's grandmothers continue struggle to identify children stolen by former dictatorship  http://u.afp.com/4rkA   pic.twitter.com/XAn7AmOZFG",0,,
Statuses_Irma_C,,5c409920ec4ee5089813cc6f,10/25/2017,0,1,Thank you! We appreciate everything you do as well!!!  https://twitter.com/SkilledHandsCP R/status/923348842216673281   …,0,,
Statuses_Irma_C,,5c4099dcec4ee508981bf305,8/14/2017,0,1,Bring back the old logo script.,0,,
Statuses_Irma_A,['media'],5c1a1ad7ec4ee522100ee293,10/12/2017,0,1,"Oh, give me a break, White Cosby. Samantha Bee didn’t appreciate Harvey Weinstein’s statement. https://t.co/3JLGZLSlA3",0,,
Statuses_Irma_A,['gov'],5c0c35ffec4ee522100813f9,10/24/2017,0,1,Do you have any questions about law enforcement or Deputy Coco? Send them in! #TweetAlong https://t.co/5UaHxVyS00,0,,
Statuses_Irma_C,,5c4098e0ec4ee5089811b159,9/16/2017,0,1,This happens because different outages have different causes. Different homes are served by different lines. Hope you are soon!,1,9,24
Statuses_Irma_A,,5c598cccec4ee5929fd4133d,12/2/2017,0,1,@HazenWESH @WESH Id really really like to know why she was in a motel room and what required an EMS call.....Gr… http://tinyurl.com/ycwcdujb,0,,
Statuses_Irma_A,,5c598cd1ec4ee5929fd71a76,9/16/2017,0,1,"If the idea of unlocking a phone with your face seems creepy, you better get used to it. https://t.co/V2hMOR1Ve2",0,,
Statuses_Florence_A,[],5c065ba2ec4ee5a957d264c0,9/23/2018,0,1,The #Panthers are up by 7 at the half! #KeepPounding #CARvsCIN https://t.co/jpIYkWYrb2,0,,
Statuses_Irma_C,,5c40997eec4ee5089818144a,5/1/2017,0,1,Where is my,0,,
Statuses_Irma_A,['utility'],5c12268aec4ee522100a8cb8,9/12/2017,0,1,@Assurance18 @DukeEnergy OUC hasn't restored power. Still at least 100k people without power,1,9,27
Statuses_Irma_A,['media'],5c144328ec4ee522100b898a,9/12/2017,0,1,"“We have never experienced, not even with [Hurricane] Andrew, the amount of trees that are down in the city of Miami,” Mayor Regalado said.",1,8,22
Statuses_Irma_C,,5c4099edec4ee508981d16b1,6/24/2017,0,1,What the hell is wrong with grown ass men thinking its okay to do this to young girls he will never get out of jail and he damaged that girl,0,,
Statuses_Irma_C,,5c40982bec4ee508980c9dc4,9/25/2017,0,1,"SoFla could have had much greater loss of infrastructure with Irma, but didn't because of better code. But there's still lessons to learn",1,8,22
Statuses_Irma_A,['media'],5c166e70ec4ee522100ccf92,9/26/2017,0,1,"Pres. Trump says Puerto Rico response is especially difficult. ""It's out in the ocean. You can't just drive you… http://tinyurl.com/y8wa4xzp",1,4,29
Statuses_Irma_C,,5c4098b7ec4ee50898105af5,1/15/2018,0,1,Congrats Badal! Click the story to see the school winners. https:// twitter.com/kirsten_tv/sta tus/953124647607918592 …,0,,
Statuses_Irma_C,,5c4098ceec4ee5089810ffa7,10/18/2017,0,1,Do you suffer from any of these #Halloween  phobias?  http://abc13.co/2gQE4qc   pic.twitter.com/pOTXNCfbg7,0,,
Statuses_Irma_C,,5c409956ec4ee50898161d46,10/13/2017,0,1,"Ian Brady's body must be disposed of with no ceremony, judge rules https://trib.al/jCr17d5",0,,
Statuses_Irma_C,,5c4098dbec4ee50898118932,9/21/2017,0,1,Never too early! @CNNsport  has all your #Olympics  news for the run up to #PyeongChang2018   http://cnn.it/2xx20Ir   pic.twitter.com/AwvaYJUrT7,0,,
Statuses_Irma_C,,5c40997eec4ee5089817cbc9,11/8/2017,0,1,#TwoReasonsIGetOutOfBed to be a part of the best morning show team! @WEARLauraHussey @AmandaJWEAR @wxkaitlin @WEARJared @iKALVO @CBanksWEARTV @wear_al @weartv plus my dog works as my alarm clock most days... What are your reasons?,0,,
Statuses_Irma_C,,5c40981fec4ee508980c1f67,9/9/2017,0,1,Lee EOC: The time to prepare is closing but there is still time #TrackingIrma,1,1,22
Statuses_Florence_C,,5c47270ad2512c77b7257cf8,9/14/2018,0,1,Thanks John we'll pass this along!,0,,
Statuses_Irma_A,['media'],5c133a05ec4ee522100b020e,10/3/2017,0,1,Preaching hatred': #Belgium cancels residence permit of #Saudi imam for being dangerous to society https://t.co/LHeyfbfMUJ,0,,
Statuses_Irma_C,,5c409936ec4ee5089814a987,2/1/2018,0,1,Roy Jones Jr training at his home gym in Pensacola. Hear from the legendary boxer tonight on @FOX10News ! pic.twitter.com/Iw04cHibco,0,,
Statuses_Irma_C,,5c4099dcec4ee508981b8bd9,11/30/2017,0,1,Please no,0,,
Statuses_Irma_C,,5c4099edec4ee508981cd71f,8/25/2017,0,1,"Her job isnt to give fashion advice. Labeling children as fat"" if they don't meet the #""""s she chose. Not the correct way to handle this.""""""",0,,
Statuses_Irma_C,,5c4099edec4ee508981cd0a0,8/31/2017,0,1,"This mom made a matching mommy-daughter outfit out of bed sheets, and it's so adorable http:// bit.ly/2etcZLM pic.twitter.com/iEJfdo7Ylm",0,,
Statuses_Irma_A,['nonprofit'],5c0e4164ec4ee5221008f22d,9/12/2017,0,1,Distributing food &amp; supplies to partner agencies &amp; shelters even though we don't have power #tampastron… http://tinyurl.com/yc2w7b3o,1,3,23
Statuses_Irma_C,,5c409956ec4ee50898163087,10/12/2017,0,1,Is targeting of Isis member Sally Jones legally justified? https://trib.al/KjRP2hC,0,,
Statuses_Irma_A,['utility'],5c0ffb71ec4ee5221009aef6,9/15/2017,0,1,@insideFPL I think the number restored is a lie. FPL making up fake news to save themselves. FPL management is terrible. #FPLOutage,1,9,27
Statuses_Irma_A,['utility'],5c10701eec4ee5221009dcf8,9/12/2017,0,1,@insideFPL I'm in the middle not East Coast or west coast. Y'all haven't even started on highlands county and there are NO trucks near us,1,9,27
Statuses_Irma_C,,5c4098e4ec4ee5089811dc27,10/3/2017,0,1,"Einstein predicted the existence of gravitational waves, but until now, they were undetectable  http://nyti.ms/2fL8M6X",0,,
Statuses_Irma_A,['gov'],5c0d1179ec4ee522100873fd,10/27/2017,0,1,And now the sun rises on a new day in #Miami. Make it great one! #FridayFeeling https://t.co/tAPEQvMxIb,0,,
Statuses_Irma_A,,5c598cd2ec4ee5929fd7bfc6,12/15/2017,0,1,@WPTV Okay fine I’ll tag @UPS instead,0,,
Statuses_Irma_C,,5c409827ec4ee508980c7d90,10/20/2017,0,1,God speed comrades.,0,,
Statuses_Irma_C,,5c4099ecec4ee508981cae7d,9/23/2017,0,1,I'm just kind of sorry about my Broncos beating the crap out of them last weekend.,0,,
Statuses_Irma_C,,5c409992ec4ee50898189c4b,9/17/2017,0,1,@insideFPL what's going on why my power not back on yet,1,9,27
Statuses_Irma_C,,5c409881ec4ee508980eeb4a,9/11/2017,0,1,"We saw your video and would like permission to use it. We will credit you. Where was it taken, please?",0,,
Statuses_Irma_C,,5c409994ec4ee5089818c48f,9/14/2017,0,1,11DAYS no AC in FL heat=house with black mold. #CLASSACTIONSUIT #MAKEFPLPAY,1,9,27
Statuses_Irma_A,['gov'],5c096d78ec4ee514a04c8195,10/2/2017,0,1,"@PascoSheriff #9PMRoutine We're a little early in Oklahoma.  Made it home, unloaded the car, locked up, alarm on, headed to bed shortly.",0,,
Statuses_Irma_C,,5c40982bec4ee508980c9e76,9/10/2017,0,1,"@ stein_katherine  says one of the people she met at a shelter who just moved to Miami already wants to get out, considering going to Dallas",1,18,
Statuses_Irma_A,['media'],5c141c6fec4ee522100b72d4,10/5/2017,0,1,Shooter May Have Considered Other Targets In Chicago And Las Vegas https://t.co/dTNiieH40J,0,,
Statuses_Irma_A,,5c598cc9ec4ee5929fd199a2,10/10/2017,0,1,@WPTV Really? 30 minutes about the Riv. Beach PChief?? Most  of us don't live there and we would like to get our nightly news and weather!😡,0,,
Statuses_Irma_C,,5c40996dec4ee50898171343,10/25/2017,0,1,I fully support this common sense law.,0,,
Statuses_Florence_A,[],5c064df0ec4ee5a957d26012,9/29/2018,0,1,He pleaded to three counts of felony child abuse. https://t.co/oAJhSvmvtM,0,,
Statuses_Irma_A,['utility'],5c110818ec4ee522100a1cee,9/26/2017,0,1,"With a helping hand from Commissioner Miller, the first of the solar panels has been installed! https://t.co/2MwUs0yIiX",0,,
Statuses_Irma_A,['utility'],5c1147a8ec4ee522100a360a,9/17/2017,0,1,@koshtoo @Kriseman @DukeEnergy I voted for Kriseman and this would be a big win for him with the St Pete community to take them on.,0,,
Statuses_Irma_A,['gov'],5c0c1671ec4ee52210080635,10/14/2017,0,1,#LivePD was instructed to look for other places to film from if the man starts to shoot.,0,,
Statuses_Irma_A,,5c598cd0ec4ee5929fd6c18f,11/24/2017,0,1,@wsvn Boy only gone be about 472 hours,0,,
Statuses_Irma_A,['utility'],5c11c6e9ec4ee522100a66ea,9/14/2017,0,1,@DukeEnergy Deltona Please!!,0,,
Statuses_Irma_A,['media'],5c14152cec4ee522100b6dee,9/14/2017,0,1,Top Stories: Trump On DACA; Hurricane Relief In U.S. Virgin Islands https://t.co/VGU9BQPgcW,1,4,23
Statuses_Irma_A,,5c598ccfec4ee5929fd61001,9/18/2017,0,1,A German grocery store that's invaded the US is a big threat to Walmart and Target https://t.co/tQtDzN7mUC https://t.co/2XyePZmsOf,0,,
