Tweet,Code,Sub-Code,Date,Permalink,,
Lake City residents gather to honor the many accomplishments of James Montgomery. @WCJB20 pic.twitter.com/HmST6XX3Os,0,,09/24/2017,https://twitter.com/amandagrohowski/status/912037898421248001,,
"@WCJB20 Week 4 HS football Game of the Week is Dunnellon at Belleview. FREE ADMISSION for all military, linemen and first responders! pic.twitter.com/SPHHFp82rZ",0,,09/17/2017,https://twitter.com/scottlapeer/status/909579709813473281,,
"It was a very tight race to the deadline, but in the end, Boone ( @ocpsboone ) at ( @ApopkaFootball ) is the @WESH Game of the Week!! pic.twitter.com/w2KgRqb9F4",0,,09/20/2017,https://twitter.com/CourtneyWESH2/status/910580844959535104,,
. @WESH is in the hearing for 2 of 3 suspects in deaths of Roger Trindade who requested a stand your ground hearing. The latest at noon pic.twitter.com/tbgojVgVb3,0,,09/28/2017,https://twitter.com/GregFoxWESH/status/913390773806170113,,
Update on the Doctor Phillips tornado warning please.,0,,09/10/2017,https://twitter.com/PattiHorvath123/status/907013714741792773,,
@WFLA Read what your msm mainstream media cannot disclose the TRUTH with factual evidence of over 70 years of greed & wars created from lies https:// twitter.com/daveholland196 4/status/908973188180250624 …,0,,09/18/2017,https://twitter.com/daveholland1964/status/909741745998635009,,
The nursing nightmare in Salt Lake City now a criminal investigation by @slcpolice and the District Attorney @WFLA https:// goo.gl/cDNjr1,0,,09/02/2017,https://twitter.com/PaulCBS12/status/903971558712102912,,
https:// disastersafety.org/ibhs-news-rele ases/shut-the-doors-on-hurricane-irma/ … @wgcu,0,,09/10/2017,https://twitter.com/neonladder/status/906962485764349953,,
Today on @WJCTJax #FirstCoastConnect w/ @MelissainJax the latest on the opioid crisis in Jacksonville. http:// bit.ly/2fs2ntF pic.twitter.com/j97MMs9pi4,0,,09/27/2017,https://twitter.com/KMeerschaertJax/status/913110734049091603,,
Packed room at City Hall for a marina redevelopment meeting. Before the meeting dozens of protesters stood outside @WMBBTV pic.twitter.com/hGt6NI1kIO,0,,09/26/2017,https://twitter.com/Kirsten_TV/status/912818934004494336,,
. @WPBF25News is airing a special report tonight at 10pm on the opioid crisis in America http://www. wpbf.com/article/specia l-report-state-of-addiction/12234740 … @wpbf_tiffany @MarkKellyWPBF https:// twitter.com/wpbf25news/sta tus/908049422738534401 …,0,,09/13/2017,https://twitter.com/aronberg/status/908131429195898881,,
"Palm Springs Hospital in Hialeah is a death wish, now it makes sense",0,,09/13/2017,https://twitter.com/dannycabrera/status/908026317341413376,,
Cuba postponed its one-party system municipal elections a month. New date is Nov. 26 bc of #Irma aftermath. @WPLGLocal10 https:// twitter.com/cubaminrex/sta tus/910116621569667072 …,0,,09/19/2017,https://twitter.com/hatzelvela/status/910117416981745664,,
In #Cuba : Raul Castro vows to rebuild tourism industry before high season. @WPLGLocal10 http://www. granma.cu/cuba/2017-09-1 1/llamamiento-a-nuestro-combativo-pueblo-11-09-2017-01-09-06 …,0,,09/11/2017,https://twitter.com/hatzelvela/status/907205366433402880,,
https://www. local10.com/weather/hurric ane-irma/looters-caught-by-local-10-cameras-arrested-by-fort-lauderdale-police …,0,,09/11/2017,https://twitter.com/remainnameles69/status/907252627670536193,,
. @WPLGLocal10 Blood was gushing from his head when the attacker turned to him and asked “Do you remember what you did to my sister ?” pic.twitter.com/3yNUdHXg6S,0,,09/28/2017,https://twitter.com/SeidenLocal10/status/913565952540839936,,
https://www. cbsnews.com/news/hurricane -irma-track-update-florida-path-live-09-09-2017/ … #HurricanIrma #Hurricane #hurricaneirma2017 #FloridaKeys #Florida,0,,09/09/2017,https://twitter.com/TheRebelPatient/status/906698471716958208,,
Hope there is enough law enforcement. Too many people waiting in long lines on hot pavement. Sometimes goodwill turns ugly,0,,09/13/2017,https://twitter.com/wideslapper/status/907984545265446914,,
MORE on #londontube attack -- @WPTV #amcrew https:// twitter.com/ap/status/9086 37535101968384 …,0,,09/15/2017,https://twitter.com/AshleighWalters/status/908638297781624834,,
Rodney Clark sentenced to life in prison for the 1987 death of Dana Fader @WPTV pic.twitter.com/Lhj0Vk2v0s,0,,09/19/2017,https://twitter.com/JenniferTintner/status/910224335582957568,,
@wptv storm team 5,0,,09/10/2017,https://twitter.com/nonamnonnonn/status/906941699498414080,,
"3 juveniles arrested after deputies found them throwing rocks at, trying to break into a Circle K in Lake Worth. @wptv #wptv https:// twitter.com/samsminkwptv/s tatus/907259421843222528 …",0,,09/11/2017,https://twitter.com/samsminkWPTV/status/907259641612181507,,
Thank you for the RTs! Ashley Haynes has been arrested! Watch tomorrow for our next episode of Wheel of Fugitives! #crimedoesntpaybutwedo pic.twitter.com/8P1vVvyP76,0,,09/05/2017,https://twitter.com/ECSONews/status/905064404009570306,,
60-year-old man arrested after robbing bank in Manatee Co. http://www. mysuncoast.com/mobile/year-ol d-man-arrested-after-robbing-bank-in-manatee-co/article_8e6b64ce-9fd6-11e7-9e40-e7fe88f8c668.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,0,,09/23/2017,https://twitter.com/chrispilz/status/911581753189560320,,
BREAKING: Teen charged in death of 15 year old Roger Trindade tried to argue #StandYourGround - was denied this morning! @news6wkmg https:// twitter.com/SachelleOnAir/ status/913408374498308096 …,0,,09/28/2017,https://twitter.com/NadeenNews6/status/913414782702772224,,
Experimental plane makes emergency landing on beach at Sand Key http:// bit.ly/2jEigSK via @wfla,0,,09/19/2017,https://twitter.com/BGallozzi/status/910126894540050433,,
"TURNOVER! Bucs recover fumble, lead Bears 10-0 http:// gettopical.com/tampa-bay-bucc aneers/2c99d3b242007f2658d8af21f4e49b6f?src=twitter … via @WFLA",0,,09/17/2017,https://twitter.com/BuccaneersTop/status/909520381433786369,,
"WANNABE COPS, LOSERS, Florida neighborhood watch volunteers pull guns on lost Uber driver @WFLA http:// wfla.com/2017/09/22/flo rida-neighborhood-watch-volunteers-pull-guns-on-lost-uber-driver/ …",0,,09/22/2017,https://twitter.com/CamCrossFit/status/911336289408049153,,
Sarasota PD finds missing woman who texted about medical emergency http:// bit.ly/2k4JnGW via @wfla,0,,09/29/2017,https://twitter.com/dolmanlaw/status/913631600469999616,,
Cops: Man charged with murder thinks he stabbed wife to death after taking too much cough syrup #uspoli http:// 8.wfla.com/2vXnl9t via @wfla,0,,09/04/2017,https://twitter.com/Terry24681865/status/904745829189255169,,
PIRATES: @WFLA is looping the Friday Morning Blitz #PepRally footage & will be posting it to their webpage here http:// wfla.com/2017/09/29/mor ning-blitz-pasco-high-school-pirates/ …,0,,09/29/2017,https://twitter.com/yearbook_pasco/status/913750039213887488,,
"Cool! @MelissainJax of @WJCTJax mentioned Axe Handle Saturday, an attack on a 1960 sit-in. A story from @jaxdotcom : http:// jacksonville.com/2016-03-08/stu b-299 …",0,,09/29/2017,https://twitter.com/BrianO_Malley/status/913927043783553025,,
if you'd like to talk about the #BrowardCares partnership for rebuilding and recovery I'm happy to do it.,0,,09/15/2017,https://twitter.com/kirkenglehardt/status/908683774715625472,,
http://www. rosesandconcrete.com/irmareliefforf lorida/ … https:// thinkprogress.org/unable-to-evac uate-irma-d240985fda5e/ …,0,,09/09/2017,https://twitter.com/msdeonb/status/906695208376655877,,
Enjoyed being part of @NPR 's @1A roundtable on #PuertoRico crisis today. Thanks to @jejohnson322 and @WLRN . http:// the1a.org/shows/2017-09- 27/yes-puerto-ricans-are-americans …,0,,09/27/2017,https://twitter.com/TimPadgett2/status/913071530803961857,,
http:// wlrn.org/post/postcards -south-florida-shelters-hours-hurricane-irma-arrived …,0,,09/20/2017,https://twitter.com/WilsonSayre/status/910479183826051072,,
"I will take a small dog that has been rescued. Evelyn butcher, delray beach",0,,09/09/2017,https://twitter.com/evie1234/status/906607027782406145,,
@nbc6 @wsvn @WPLGLocal10 @CBSMiami Bring attention to the issue of employees who risk their own safety to keep corporate America running,0,,09/06/2017,https://twitter.com/ali_valentina/status/905441579237871620,,
Working on confirming details. Jean-Louis is on paid admin. leave pending outcomes of criminal & internal investigations. @WPLGLocal10 https:// twitter.com/lianemorejontv /status/910182357340127232 …,0,,09/19/2017,https://twitter.com/LianeMorejonTV/status/910182650085863425,,
while being married to the worst cyber bullying offender #CyberBullyinChief & staying mum w/ his attacks & threats on others #hypocrite,0,,09/20/2017,https://twitter.com/mclozano1111/status/910580249217372160,,
"Starts at 3pm - http://www. sun-sentinel.com/news/weather/h urricane/fl-pn-hurricane-irma-palm-friday-20170908-story,amp.html …",0,,09/09/2017,https://twitter.com/Peacefuldog/status/906545269373882368,,
@WPTV http://www. newsweek.com/hurricane-irma -space-watch-nasas-stunning-video-storm-approaching-florida-661989 …,0,,09/09/2017,https://twitter.com/weasleGTX/status/906486184376926208,,
#lakeworth #irmadamage @wptv @FOX29WFLX https:// twitter.com/cpruchniak/sta tus/907263987196325888 …,0,,09/11/2017,https://twitter.com/AndrewRuizWPTV/status/907272696773328898,,
"Asolo Previews Massive Production of Evita!"" | Suncoast View http://www. mysuncoast.com/entertainment/ asolo-rep-previews-their-massive-production-of-evita-suncoast-view/article_f900c2ee-a2f5-11e7-a73c-fb6bbe242959.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast @anaisabellesite #UnitedForPuertoRico""",0,,09/28/2017,https://twitter.com/CAnthonyAssoc/status/913466338638798850,,
. @DelrayBeachPD working to keep non-residents off barrier island. This includes vehicles and pedestrians @WPTV @FOX29WFLX pic.twitter.com/7koAmG0VQf,1,,09/09/2017,https://twitter.com/AndrewRuizWPTV/status/906544519025491968,,
"About a dozen officers are going around looking for possible projectiles, warning people about mandatory evacuation @wptv @FOX29WFLX pic.twitter.com/veBD9nIVvs",1,,09/08/2017,https://twitter.com/AndrewRuizWPTV/status/906169958706675713,,
@SMHCS getting prepared for the storm #irma @mysuncoast https:// twitter.com/davidverinder/ status/905079058081435648 …,1,,09/05/2017,https://twitter.com/CBrantleyABC7/status/905084064926969856,,
I love these places so much. Prayers and tears. Sarasota Attractions Prepare for Hurricane Irma http://www. mysuncoast.com/community/loca l-attractions-prepare-for-hurricane-irma/article_f7974422-9419-11e7-b292-3fe925a08376.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,1,,09/10/2017,https://twitter.com/JeffersonsNotes/status/906916963951239170,,
Sarasota residents in Flood Zone A will likely be under voluntary evacuation starting tomorrow. @mysuncoast,1,,09/07/2017,https://twitter.com/JessDoudrick/status/905831591305498624,,
Please R/T post below for 1st responders & people affected by #Irma . @BeBo_SNN @SNNTV @mysuncoast @zach_murdock https:// twitter.com/DetwilersMarke t/status/908804982656421889 …,1,,09/15/2017,https://twitter.com/Ryan_Redbeard/status/908823482829598721,,
Suncoast stores sell out of hurricane preparedness supplies ahead of Irma http://www. mysuncoast.com/news/suncoast- stores-sell-out-of-hurricane-preparedness-supplies-ahead-of/article_45cc0164-91b8-11e7-98bb-a7e22e17524c.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast #prepper,1,,09/05/2017,https://twitter.com/SolarPrepper/status/905060798816509952,,
@mysuncoast For area residents w/ #DIABETES : Prepare NOW by downloading Diabetes Emergency checklist b4 Irma hits: http:// bit.ly/2c8aCIn,1,,09/06/2017,https://twitter.com/TheAACE/status/905501279761440768,,
ABC7 First Alert Hurricane Guide 2017 http://www. mysuncoast.com/abc-first-aler t-hurricane-guide/pdf_5637fe26-7ed1-11e7-bfd1-e3cd88bf79b3.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,1,,09/05/2017,https://twitter.com/YouthfulAgingHH/status/905046017338376192,,
People stuck in bumper to bumper traffic taking a pitstop in Orlando as the try to evacuate before the storm. #patience #Irma @news6wkmg pic.twitter.com/8kVRq5p7DU,1,,09/07/2017,https://twitter.com/AIwasinski/status/905888758087725057,,
. @FLGovScott : We're being aggressive in preparing for storm. I hope every Floridian takes it seriously @news6wkmg,1,,09/09/2017,https://twitter.com/AmandaNCastro/status/906512182829088769,,
"However, remember to please keep in mind that causeways do not close prior to the storm. #Irma",1,,09/07/2017,https://twitter.com/BrevardEOC/status/905843499987283974,,
Watch live coverage f/ @news6wkmg of #Irma2017 here-> http:// tinyurl.com/yb8ec9px with interactive updates answering viewer questions. pic.twitter.com/9M2kGgzV1p,1,,09/10/2017,https://twitter.com/donovanmyrie/status/906970706977677312,,
. @news6wkmg look at the negligence The Village at Baldwin Park left for their residents failing 2 take care of overflowing dumpster b4 storm pic.twitter.com/BPYgmDrG5C,1,,09/08/2017,https://twitter.com/im_richwalder17/status/906294991072448513,,
Lady inside this tiny boat house on Lake Monroe says she'll ride out the storm. These are 25mph winds. Not sure it'll take 100+ @news6wkmg pic.twitter.com/VMESBKF4iw,1,,09/10/2017,https://twitter.com/nightcam/status/906980533711855617,,
I couldn't find a 5 gallon gas can on Monday of this week and this was 5 days before the storm. I guess she thougt this was the answer.,1,,09/08/2017,https://twitter.com/twtywill01/status/906098569471504384,,
"We are logging them in and we know where they are"" -- Reps from @Alachua_Co_EM say they are getting a lot of emergency calls. @WCJB20""",1,,09/11/2017,https://twitter.com/SaraGirardNews/status/907139884070133760,,
"FYI #Tallahassee #Costco has no water, no D batteries and no generators. @WCTV #hurricaneprep #Irma",1,,09/05/2017,https://twitter.com/jamiemongiovi/status/905086341637079045,,
"The City dispensed 90,000 sand bags to residents @WCTV",1,,09/13/2017,https://twitter.com/MarielCarbone/status/908077184241336320,,
#BREAKING : Extracurricular events are NOT canceled in Escambia Co Schools. Santa Rosa Co activities ARE canceled. #fhsfb #ppf @weartv,1,,09/07/2017,https://twitter.com/davidgonz/status/905967880218533888,,
UPDATE: Pensacola Bay Center sheltering 155 evacuees and 32 pets... Escambia Co. Equestrian Center: 80 horses @weartv,1,,09/10/2017,https://twitter.com/Hannahh_Mackk/status/906877911596244993,,
The #Walmart parking lot in #Pace is quickly filling up with mobile homes and trailers of #Irma evacuees. @weartv #C3N #NWFL #HuricaneIrma pic.twitter.com/peHaSHPN0M,1,,09/10/2017,https://twitter.com/Hudson_Miller15/status/906979104527962113,,
You have a tap right? It's drinkable. Just get some large jugs and fill them when you are sure the storm is headed your way.,1,,09/04/2017,https://twitter.com/JNitterauer/status/904893628748886016,,
Tonight at 6 - Shelves at supermarkets across the panhandle are empty as residents grab supplies before #HurricaneIrma @weartv #C3N pic.twitter.com/os8KxPvgfR,1,,09/05/2017,https://twitter.com/JPhillipsTV/status/905210191947472897,,
"All home athletic events for the weekend are cancelled, including football. More info: http:// uwf.edu / .",1,,09/07/2017,https://twitter.com/UWF/status/905997512854691840,,
Numerous 911 calls about the heat prompted @OCFireRescue to force evacuation of roughly 66 people. Several heat injuries. @WESH pic.twitter.com/wETD4w5SNT,1,,09/13/2017,https://twitter.com/AdrianWhitsett/status/908123623482851339,,
A lot of people already heeded the warning. Light traffic on 408 as we head to #Brevard where mandatory evac started at 3 @WESH WESH 2 News pic.twitter.com/h286YUNVCF,1,,09/08/2017,https://twitter.com/AdrianWhitsett/status/906251078144020481,,
We're at Ocoee HS-it's a shelter now for South Florida and coastal evacuees.,1,,09/09/2017,https://twitter.com/AlexvWESH/status/906470137007673345,,
"Shit. I been thru fla hurricanes all my life, but wont stay for this one if it comes in my area.",1,,09/04/2017,https://twitter.com/beachdreamer727/status/904828625534550016,,
We know there is a hurricane. Quit shoving it down our throats. We have known for a week. And yall change your forecast every hr anyway.,1,,09/09/2017,https://twitter.com/Behind_u_stupid/status/906659031393206274,,
City of Orlando is getting ready to hold a press briefing about hurricane Irma preparedness. @WESH pic.twitter.com/SXzlE3Y8Qu,1,,09/08/2017,https://twitter.com/gpbwesh/status/906206595595603968,,
Have you been calling about yard waste pickup before the storm? Engineers and Public Works officials say they're on top of it. @WESH pic.twitter.com/q8Va3Kg2oV,1,,09/06/2017,https://twitter.com/gpbwesh/status/905527381397565440,,
. @WESH learned assisted living facility w/o power did not properly file emergency plan ahead of #Irma http://www. wesh.com/article/assist ed-living-center-had-no-emergency-plan-county-says/12245462 …,1,,09/15/2017,https://twitter.com/HadasBrownWESH/status/908627537894526977,,
. @WESH look at the negligence The Village at Baldwin Park left for their residents. Failing to take care of an overflowing dumpster b4 storm pic.twitter.com/nwkwTbm7gN,1,,09/08/2017,https://twitter.com/im_richwalder17/status/906294446106583040,,
I couldn't find a 5 gallon gas can on Monday of this week and this was 5 days before the storm. I guess she thougt this was the answer.,1,,09/08/2017,https://twitter.com/twtywill01/status/906098569471504384,,
Hillsborough Co. schools announces makeup schedule for Hurricane Irma @WFLA http:// wfla.com/2017/09/25/hil lsborough-co-schools-announces-make-up-schedule-for-hurricane-irma/ …,1,,09/25/2017,https://twitter.com/baygui/status/912430841401413633,,
Text TAMPAREADY to 888-777 for text notifications on emergency alerts such as this as soon as they happen,1,,09/07/2017,https://twitter.com/CityofTampa/status/905965354211573761,,
Hillsborough: Mandatory evacuation for special needs residents in Zone A starting 8 a.m Friday. More orders maybe today / early Friday,1,,09/07/2017,https://twitter.com/Danielson_Times/status/905887939347050496,,
"While no curfews have been issued for #HillsboroughFL , we urge residents to stay safe indoors while our teams assess damage following #Irma .",1,,09/11/2017,https://twitter.com/HillsboroughFL/status/907210450248634368,,
Tampa mayor declares local state of emergency ahead of Hurricane Irma http:// 8.wfla.com/2wHmSfo via @wfla,1,,09/09/2017,https://twitter.com/imbabernyahooco/status/906578673872105472,,
Here's a great guide for hurricane preparedness guide from @WFLA @sjervewfla ... #HurricaneIrma http:// wx.wfla.com/specialproject s/hurricane2017/WFLA_Hurricane%20Guide%202017.pdf …,1,,09/05/2017,https://twitter.com/LifeInStPete/status/905116169769799680,,
City of Lake Wales declares state of emergency ahead of Hurricane Irma: https:// florida.liveuamap.com/en/2017/6-sept ember-city-of-lake-wales-declares-state-of-emergency … pic.twitter.com/1yeVmIBMuS via @WFLA,1,,09/06/2017,https://twitter.com/livemapus/status/905532564986880001,,
Several communities in the #TampaBay area are offering #sandbags to residents ahead of Hurricane #Irma . http:// 8.wfla.com/2eZjGm8 via @wfla,1,,09/06/2017,https://twitter.com/PatsCSW/status/905470597957693440,,
Top #TampaBay Gov. Scott encouraging Floridians to be prepared for hurricane https:// tampanews.co/gov-scott-enco uraging-floridians-to-be-prepared-for-hurricane/ … via @WFLA pic.twitter.com/LZ2bEY4yU7,1,,09/04/2017,https://twitter.com/Tampa_Live/status/904826733320445952,,
I'm worn out from tracking this storm last 2 wks & still waiting on her arrival,1,,09/10/2017,https://twitter.com/dimplesAng_/status/907047353571573760,,
"Miami-Dade County broadens mandatory evacuations in face of Hurricane Irma. Almost 700,000 residents affected now. Follow Irma at @WLRN",1,,09/07/2017,https://twitter.com/TimPadgett2/status/905865420472766464,,
Franklin County residents make decisions whether to stay or go #Irma @WMBBTV http://www. mypanhandle.com/news/franklin- county-residents-prepare-for-hurricane-irma/807422249 …,1,,09/08/2017,https://twitter.com/Kirsten_TV/status/906365667825389568,,
List of shelters for South Florida counties @WPBF25News http://www. wpbf.com/article/shelte rs-for-south-florida-counties/12183921#… #irma #hurricaneirma #Irma2017,1,,09/06/2017,https://twitter.com/JenniferCabral/status/905494221402013697,,
"@WPBF25News Weather think I heard 34K Glades residents requested to evacuate, 14K total in PBC shelters implies significant audience here",1,,09/09/2017,https://twitter.com/Vinwulf_Assoc/status/906682374452338693,,
Growing number of areas under EVACUATION ORDER #Miami #hurricaneirma2017 @WPLGLocal10 https:// twitter.com/mayorgimenez/s tatus/905607892719558656 …,1,,09/06/2017,https://twitter.com/ChristianWplg/status/905627954079784960,,
We evacuated many of the nursing homes in my areas before Irma came. Others didn't evacuate because they had backup generators and supplies.,1,,09/13/2017,https://twitter.com/kurdishstruggle/status/907994514035441664,,
. @DelrayBeachPD working to keep non-residents off barrier island. This includes vehicles and pedestrians @WPTV @FOX29WFLX pic.twitter.com/7koAmG0VQf,1,,09/09/2017,https://twitter.com/AndrewRuizWPTV/status/906544519025491968,,
"About a dozen officers are going around looking for possible projectiles, warning people about mandatory evacuation @wptv @FOX29WFLX pic.twitter.com/veBD9nIVvs",1,,09/08/2017,https://twitter.com/AndrewRuizWPTV/status/906169958706675713,,
Parents: Here's why you shouldn't let your kids play in flooded streets during/after #HurricaneIrma . http:// bit.ly/2j2Gfum @WPTV pic.twitter.com/8OPkkmItPc,1,,09/06/2017,https://twitter.com/MerrisBadcock/status/905529821303889920,,
Park Vista HS one of 15 gen population shelters to open in PBC tomorrow. More info at http:// wptv.com @WPTV @pbcgov #hurricaneIrma pic.twitter.com/bYDbiYFoUP,1,,09/07/2017,https://twitter.com/StephanieWPTV/status/905711143729205249,,
@WPTV For area residents w/ #DIABETES : Prepare NOW by downloading Diabetes Emergency checklist b4 Irma hits: http:// bit.ly/2c8aCIn,1,,09/06/2017,https://twitter.com/TheAACE/status/905502404745068545,,
BREAKING: Hearing reports that @ManateeGov will declare local state of emergency for our area at 8AM. Stay updated here: @mysuncoast,1,,09/06/2017,https://twitter.com/JMatterABC7/status/905385729538355200,,
@mysuncoast Help us Keep #EmergencySheltersApp on iTunes current with open shelter info. https:// buff.ly/2vQZ4GR #irma #hurricane pic.twitter.com/WmNKnlJDug,1,,09/07/2017,https://twitter.com/KristanHamill/status/905979772702003200,,
Help protect animals during #HurricaneIrma by sharing these tips—& do not evacuate without them! http:// peta.vg/disastertips pic.twitter.com/DNrn7hzwV5,1,,09/08/2017,https://twitter.com/peta/status/906203648220389376,,
"@mysuncoast I evacuated 2 hrs ago frm Myakka City. 1st, school-no pets. 2nd school-sorry we're full. 3rd school-sorry we're full. I'm home.",1,,09/09/2017,https://twitter.com/runaway728/status/906610001569046528,,
