,'username','date','retweets','favorites','text','cleantext','is_retweet','ID','permalink','Translation',Category
10,AEEONLINE,2018-02-28 11:23:44,13,22,Justo González: “La meta es restablecer el sistema eléctrico en todos los lugares con los recursos que tenemos a la mano”. CC1 pic.twitter.com/sHBwmRjs7e,Justo González: “La meta es restablecer el sistema eléctrico en todos los lugares con los recursos que tenemos a la mano”. CC1 ,False,968884433175629829,/AEEONLINE/status/968884433175629829,"Justo González: ""The goal is to restore the electrical system in all places with the resources we have at hand."" CC1 pic.twitter.com/sHBwmRjs7e",2
11,AEEONLINE,2018-03-08 10:20:42,6,9,"8-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/hcGO4vxiGe","8-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,971767672013836288,/AEEONLINE/status/971767672013836288,"8-3-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/hcGO4vxiGe",2
12,AEEONLINE,2018-01-10 12:53:27,11,22,"HOY - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayaguez, Ponce y San Juan CC6 pic.twitter.com/rO0NoNvhae","HOY - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayaguez, Ponce y San Juan CC6 ",False,951150005838143488,/AEEONLINE/status/951150005838143488,"TODAY - WHAT THE BRIGADES ARE DOING ... Regions Mayaguez, Ponce and San Juan CC6 pic.twitter.com/rO0NoNvhae",2
13,AEEONLINE,2017-09-11 17:30:49,75,69,AHORA enviamos informe Región San Juan con #Loqueestamoshaciendo .  CC6 #AEEyacomenzamos pic.twitter.com/fHNgNdlUPU,AHORA enviamos informe Región San Juan con #Loqueestamoshaciendo .  CC6 #AEEyacomenzamos ,False,907355776443752448,/AEEONLINE/status/907355776443752448,NOW we send report San Juan Region with #Loqueestamoshaciendo. CC6 #AEEyacomenzamos pic.twitter.com/fHNgNdlUPU,2
14,AEEONLINE,2017-08-31 15:15:24,0,0,"Gracias por la información, el sector está reportado y en turno para atenderse. CC5","Gracias por la información, el sector está reportado y en turno para atenderse. CC5",False,903335429587521536,/AEEONLINE/status/903335429587521536,"Thanks for the information, the sector is reported and in turn to attend. CC5",2
15,AEEONLINE,2018-02-21 10:23:00,9,22,"21-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/1pyJ0UlVCR","21-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,966332432889806848,/AEEONLINE/status/966332432889806848,"21-2-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/1pyJ0UlVCR",2
16,AEEONLINE,2018-02-17 04:57:16,11,32,AEE repara importante línea para la isla - NOTICEL CC1 http://www. noticel.com/ahora/aee-repa ra-importante-lnea-para-toda-la-isla/702653858   …,AEE repara importante línea para la isla - NOTICEL CC1  noticel.com/ahora/aee-repa ra-importante-lnea-para-toda-la-isla/702653858   …,False,964800909959159808,/AEEONLINE/status/964800909959159808,AEE repairs important line for the island - NOTICEL CC1 http: // www. noticel.com/ahora/aee-repa ra-importante-line-for-all-the-island / 702653858 ...,2
17,AEEONLINE,2018-02-09 10:38:37,9,41,"Reconocemos el esfuerzo, la tenacidad y el compromiso del #TeamAEE  que día a día asume con valentía y responsabilidad el riesgo para levantar una infraestructura robusta y resistente a los embates de la Naturaleza. __NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/5FfvFKtTqZ","Reconocemos el esfuerzo, la tenacidad y el compromiso del #TeamAEE  que día a día asume con valentía y responsabilidad el riesgo para levantar una infraestructura robusta y resistente a los embates de la Naturaleza. __NEWLINE____NEWLINE__Seguimos... CC6 ",False,961987707835740161,/AEEONLINE/status/961987707835740161,"We recognize the effort, tenacity and commitment of #TeamAEE that day by day assumes with courage and responsibility the risk to build a robust infrastructure resistant to the ravages of Nature. __NEWLINE ____ NEWLINE__We continue ... CC6 pic.twitter.com/5FfvFKtTqZ",2
18,AEEONLINE,2017-12-12 15:52:14,5,23,HASTA QUE NUESTRA ISLA SE ILUMINE... Vega Baja:  http://youtu.be/to85zrtNs-Q?a    via @YouTube,HASTA QUE NUESTRA ISLA SE ILUMINE... Vega Baja:      ,False,940685750017945601,/AEEONLINE/status/940685750017945601,UNTIL OUR ISLAND IS ILLUMINATED ... Vega Baja: http://youtu.be/to85zrtNs-Q?a via @YouTube,2
19,AEEONLINE,2017-10-08 12:33:06,24,34,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Bayamón  CC6 #AEEyacomenzamos  #PRSeLevanta pic.twitter.com/LdAd6LRVOY,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Bayamón  CC6 #AEEyacomenzamos  #PRSeLevanta ,False,917065326029918208,/AEEONLINE/status/917065326029918208,WHAT THE AEE BRIGADES ARE DOING - Bayamón Region CC6 #AEEyandweb #PRSeLevanta pic.twitter.com/LdAd6LRVOY,2
20,AEEONLINE,2018-03-19 07:51:11,9,18,AEE Informa: Personal técnico atendió evento en Subestación Cachete y restableció el servicio eléctrico en sectores de Guaynabo. CC1,AEE Informa: Personal técnico atendió evento en Subestación Cachete y restableció el servicio eléctrico en sectores de Guaynabo. CC1,False,975701213147779072,/AEEONLINE/status/975701213147779072,AEE Informs: Technical staff attended an event in Substation Cachete and restored the electricity service in sectors of Guaynabo. CC1,2
21,AEEONLINE,2018-02-23 19:19:57,1,8,COMUNICADO DE PRENSA - AEE CONTINUARÁ EL PLAN ESTRATÉGICO DE OPERACIONES DE EMERGENCIA __NEWLINE____NEWLINE__CC6 pic.twitter.com/q4U7e9j3JJ,COMUNICADO DE PRENSA - AEE CONTINUARÁ EL PLAN ESTRATÉGICO DE OPERACIONES DE EMERGENCIA __NEWLINE____NEWLINE__CC6 ,False,967192337884614657,/AEEONLINE/status/967192337884614657,PRESS RELEASE - AEE WILL CONTINUE THE STRATEGIC EMERGENCY OPERATIONS PLAN __NEWLINE____NEWLINE__CC6 pic.twitter.com/q4U7e9j3JJ,2
22,AEEONLINE,2018-03-10 14:33:54,6,25,AEE Informa: Personal técnico inspecciona subestación Martín Peña GIS que sirve área de Santurce y zona de Hato Rey. CC1,AEE Informa: Personal técnico inspecciona subestación Martín Peña GIS que sirve área de Santurce y zona de Hato Rey. CC1,False,972556169133912065,/AEEONLINE/status/972556169133912065,AEE Informa: Technical staff inspects Martín Peña GIS substation that serves Santurce area and Hato Rey area. CC1,2
23,AEEONLINE,2018-01-22 10:21:00,8,10,"22-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayaguez, Ponce y San Juan CC6 pic.twitter.com/cw6DTdXyl3","22-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayaguez, Ponce y San Juan CC6 ",False,955460296277155840,/AEEONLINE/status/955460296277155840,"01-22-2018 - WHAT THE BRIGADES ARE DOING ... Regions Mayaguez, Ponce and San Juan CC6 pic.twitter.com/cw6DTdXyl3",2
24,AEEONLINE,2018-03-08 12:41:48,0,8,En la AEE reconocemos y valoramos la labor que día a día realizan. #JuntasPodemos __NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/kAHPy6lutk,En la AEE reconocemos y valoramos la labor que día a día realizan. #JuntasPodemos __NEWLINE____NEWLINE__Seguimos... CC6 ,False,971803183780646914,/AEEONLINE/status/971803183780646914,In the PREPA we recognize and value the work they carry out every day. #JuntasWe can __NEWLINE ____ NEWLINE__Follow us ... CC6 pic.twitter.com/kAHPy6lutk,2
25,AEEONLINE,2017-09-06 21:35:12,7,12,AEE activa centro de manejo de emergencias __PIPE__  http://Victoria840.com    CC1 http://www. victoria840.com/aee-activa-cen tro-de-manejo-de-emergencias/   …,AEE activa centro de manejo de emergencias __PIPE__      CC1  victoria840.com/aee-activa-cen tro-de-manejo-de-emergencias/   …,False,905605336383488000,/AEEONLINE/status/905605336383488000,AEE activates emergency management center __PIPE__ http://Victoria840.com CC1 http: // www. victoria840.com/aee-activa-cen tro-de-manejo-de-emergencias / ...,2
26,AEEONLINE,2017-09-03 17:12:28,6,10,AEE Informa: Conferencia de Prensa Gobierno de Puerto Rico en AEMEAD: huracán Irma. CC1 pic.twitter.com/9ECQ21KDfG,AEE Informa: Conferencia de Prensa Gobierno de Puerto Rico en AEMEAD: huracán Irma. CC1 ,False,904452053623242752,/AEEONLINE/status/904452053623242752,AEE Informs: Press Conference Government of Puerto Rico in AEMEAD: Hurricane Irma. CC1 pic.twitter.com/9ECQ21KDfG,2
27,AEEONLINE,2018-03-04 07:12:31,12,39,"RESUMEN del 3-3-18 (pm) - Contamos con 2,889 trabajadores en las líneas de distribución y 433 en las de transmisión. La generación para la fecha 88.6%  y 88.77% (1,307,588) clientes con servicio. __NEWLINE____NEWLINE__Continuamos con los trabajos de reparación del sistema... #unsoloequipo  CC6","RESUMEN del 3-3-18 (pm) - Contamos con 2,889 trabajadores en las líneas de distribución y 433 en las de transmisión. La generación para la fecha 88.6%  y 88.77% (1,307,588) clientes con servicio. __NEWLINE____NEWLINE__Continuamos con los trabajos de reparación del sistema... #unsoloequipo  CC6",False,970270761830244352,/AEEONLINE/status/970270761830244352,"SUMMARY 3-3-18 (pm) - We have 2,889 workers in the distribution lines and 433 in the transmission lines. The generation for the date 88.6% and 88.77% (1,307,588) customers with service. __NEWLINE____NEWLINE__We continue with the repair work of the system ... #unit equipment CC6",2
28,AEEONLINE,2017-10-25 14:55:59,12,22,HOY - brigadas AEE - Región Caguas CC6 #PRSeLevanta pic.twitter.com/qRoYw4HREJ,HOY - brigadas AEE - Región Caguas CC6 #PRSeLevanta ,False,923261874870898688,/AEEONLINE/status/923261874870898688,TODAY - AEE brigades - Caguas Region CC6 #PRSeLevanta pic.twitter.com/qRoYw4HREJ,2
29,AEEONLINE,2018-02-03 18:16:48,11,26,"El director ejecutivo, Justo González anuncia el porciento de clientes con servicio y visita al Municipio de Aguas Buenas junto a @LuisRiveraMarin  gobernador interino. CC6 pic.twitter.com/vy879xYNgZ","El director ejecutivo, Justo González anuncia el porciento de clientes con servicio y visita al Municipio de Aguas Buenas junto a @LuisRiveraMarin  gobernador interino. CC6 ",False,959928687008321536,/AEEONLINE/status/959928687008321536,"The executive director, Justo González announces the percentage of clients with service and visit to the Municipality of Aguas Buenas with @LuisRiveraMarin interim governor. CC6 pic.twitter.com/vy879xYNgZ",2
30,AEEONLINE,2017-09-08 18:52:33,154,395,"BOLETÍN AEE 6:00 PM-645,874 clientes con servicio(43.95%). Sin servicio 823,667(56.05%). Seguimos trabajando #AEEHuracanes  #AEEyacomenzamos","BOLETÍN AEE 6:00 PM-645,874 clientes con servicio(43.95%). Sin servicio 823,667(56.05%). Seguimos trabajando #AEEHuracanes  #AEEyacomenzamos",False,906289182179459074,/AEEONLINE/status/906289182179459074,"AEE BULLETIN 6:00 PM-645,874 customers with service (43.95%). Without service 823,667 (56.05%). We are still working #AEEHuracanes #AEEyand we start",2
31,AEEONLINE,2018-01-28 08:51:03,19,39,"28-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/0r8NQSr6PX","28-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,957611983695642624,/AEEONLINE/status/957611983695642624,"01-28-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/0r8NQSr6PX",2
32,AEEONLINE,2018-01-14 13:17:19,70,187,Siguen llegando brigadas a PR para continuar la gran tarea de restablecer el sistema eléctrico. Anoche llegaron 60 celadores de  WEC Energy a San Juan. CC6  @USACEHQ  @Edison_Electric pic.twitter.com/RUPITm7HNm,Siguen llegando brigadas a PR para continuar la gran tarea de restablecer el sistema eléctrico. Anoche llegaron 60 celadores de  WEC Energy a San Juan. CC6  @USACEHQ  @Edison_Electric ,False,952605565288579072,/AEEONLINE/status/952605565288579072,"Brigades continue to arrive at PR to continue the great task of restoring the electrical system. Last night, 60 security guards from WEC Energy arrived in San Juan. CC6 @USACEHQ @Edison_Electric pic.twitter.com/RUPITm7HNm",2
33,AEEONLINE,2017-09-11 18:00:37,74,76,Denuncian no se dio mantenimiento a infraestructura de la AEE en los pasados tres años __PIPE__ Metro CC1 https://www. metro.pr/pr/noticias/20 17/09/11/denuncian-no-se-dio-mantenimiento-infraestructura-la-aee-los-pasados-tres-anos.html   …,Denuncian no se dio mantenimiento a infraestructura de la AEE en los pasados tres años __PIPE__ Metro CC1  metro.pr/pr/noticias/20 17/09/11/denuncian-no-se-dio-mantenimiento-infraestructura-la-aee-los-pasados-tres-anos.html   …,False,907363275054206976,/AEEONLINE/status/907363275054206976,They denounce that PREPA infrastructure has not been maintained in the past three years __PIPE__ Metro CC1 https: // www. metro.pr/pr/noticias/20 17/09/11 / denuncian-no-se-dio-mantenimiento-infraestructura-la-aee-los-pasados-tres-anos.html ...,2
34,AEEONLINE,2017-12-15 14:01:09,11,31,Lo que están haciendo las brigadas de la AEE __PIPE__ GOBIERNO __PIPE__  http://elvocero.com    CC1 http://www. elvocero.com/gobierno/lo-qu e-est-n-haciendo-las-brigadas-de-la-aee/article_0a877d3c-e1ad-11e7-897e-6b85ee80b6c4.html   …,Lo que están haciendo las brigadas de la AEE __PIPE__ GOBIERNO __PIPE__      CC1  elvocero.com/gobierno/lo-qu e-est-n-haciendo-las-brigadas-de-la-aee/article_0a877d3c-e1ad-11e7-897e-6b85ee80b6c4.html   …,False,941744959434166273,/AEEONLINE/status/941744959434166273,What the ESA brigades are doing __PIPE__ GOVERNMENT __PIPE__ http://elvocero.com CC1 http: // www. elvocero.com/gobierno/lo-qu e-est-n-haciendo-las-brigadas-de-la-aee / article_0a877d3c-e1ad-11e7-897e-6b85ee80b6c4.html ...,2
35,AEEONLINE,2018-03-27 13:22:11,0,0,"Saludos, desde ayer se anunció una interrupción programada en sectores de Toa Alta y Toa Baja el 27-3-18 de 8:00am a 8:30am y de 3:00pm a 3:30pm para conectar tramo de la Línea 37400 hacia Dorado TC y ofrecer estabilidad al sistema eléctrico. Gracias, CC6","Saludos, desde ayer se anunció una interrupción programada en sectores de Toa Alta y Toa Baja el 27-3-18 de 8:00am a 8:30am y de 3:00pm a 3:30pm para conectar tramo de la Línea 37400 hacia Dorado TC y ofrecer estabilidad al sistema eléctrico. Gracias, CC6",False,978683616170532867,/AEEONLINE/status/978683616170532867,"Greetings, since yesterday announced an interruption scheduled in sectors of Toa Alta and Toa Baja on 27-3-18 from 8:00 am to 8:30 am and from 3:00 pm to 3:30 pm to connect section of Line 37400 towards Dorado TC and offer stability to the electrical system. Thanks, CC6",2
36,AEEONLINE,2018-01-05 04:06:46,1,4,CC1 pic.twitter.com/DzYzjFiWj4,CC1 ,False,949205521738891264,/AEEONLINE/status/949205521738891264,CC1 pic.twitter.com/DzYzjFiWj4,2
37,AEEONLINE,2017-09-07 17:02:35,11,14,SECTORES SIN SERVICIO EN VEGA BAJA. CC6 pic.twitter.com/Yjoyr7bhSt,SECTORES SIN SERVICIO EN VEGA BAJA. CC6 ,False,905899118240903169,/AEEONLINE/status/905899118240903169,SECTORS WITHOUT SERVICE IN VEGA BAJA. CC6 pic.twitter.com/Yjoyr7bhSt,1
38,AEEONLINE,2017-09-12 17:17:22,40,45,Informe de clientes sin servicio por región al 12 de septiembre de 2017. CC6 #AEEyacomenzamos  #AEEHuracanes pic.twitter.com/Mcmbk1Ispu,Informe de clientes sin servicio por región al 12 de septiembre de 2017. CC6 #AEEyacomenzamos  #AEEHuracanes ,False,907714779271372801,/AEEONLINE/status/907714779271372801,"Report of clients without service by region as of September 12, 2017. CC6 #AEEyacommended #AEEHuracanes pic.twitter.com/Mcmbk1Ispu",2
39,AEEONLINE,2018-01-26 17:31:00,4,9,AEE lanza nueva página web - CC1 https://goo.gl/PhuCfo  ,AEE lanza nueva página web - CC1   ,False,957018060661157889,/AEEONLINE/status/957018060661157889,AEE launches new web page - CC1 https://goo.gl/PhuCfo,2
40,AEEONLINE,2018-03-14 20:59:16,5,19,14-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm).__NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/rjQ579NlKj,14-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm).__NEWLINE____NEWLINE__Seguimos... CC6 ,False,974087600918138885,/AEEONLINE/status/974087600918138885,03-14-2018 - Sectors restored today (until 5:00 p.m.) .__ NEWLINE ____ NEWLINE__We continue ... CC6 pic.twitter.com/rjQ579NlKj,2
41,AEEONLINE,2017-12-11 20:33:39,4,26,Envían contingente de expertos para asistir a la AEE __PIPE__ GOBIERNO __PIPE__  http://elvocero.com    CC1 http://www. elvocero.com/gobierno/env-a n-contingente-de-expertos-para-asistir-a-la-aee/article_8ae9228a-dead-11e7-af3a-abe186df7eb5.html   …,Envían contingente de expertos para asistir a la AEE __PIPE__ GOBIERNO __PIPE__      CC1  elvocero.com/gobierno/env-a n-contingente-de-expertos-para-asistir-a-la-aee/article_8ae9228a-dead-11e7-af3a-abe186df7eb5.html   …,False,940394183411601409,/AEEONLINE/status/940394183411601409,They send a contingent of experts to assist the AEE __PIPE__ GOVERNMENT __PIPE__ http://elvocero.com CC1 http: // www. elvocero.com/gobierno/env-a n-contingent-of-experts-to-attend-to-the-aee / article_8ae9228a-dead-11e7-af3a-abe186df7eb5.html ...,2
42,AEEONLINE,2017-11-02 11:23:35,5,17,"Ahora: Director Ejecutivo AEE, Ricardo Ramos, presenta actualización del plan de trabajo para esta semana en conferencia de prensa. CC1 pic.twitter.com/xu05hOa6iz","Ahora: Director Ejecutivo AEE, Ricardo Ramos, presenta actualización del plan de trabajo para esta semana en conferencia de prensa. CC1 ",False,926107526181085184,/AEEONLINE/status/926107526181085184,"Now: AEE Executive Director, Ricardo Ramos, presents updated work plan for this week at a press conference. CC1 pic.twitter.com/xu05hOa6iz",2
43,AEEONLINE,2017-10-02 07:19:14,1,0,"Eso es así, lo lograron con más de 28.000 laboriosos hombres y mujeres de todo Estados Unidos y Canadá. CC6 https://www. efe.com/efe/usa/socied ad/fpl-dice-que-restablecio-totalmente-servicio-electrico-en-florida-tras-irma/50000101-3387551   …","Eso es así, lo lograron con más de 28.000 laboriosos hombres y mujeres de todo Estados Unidos y Canadá. CC6  efe.com/efe/usa/socied ad/fpl-dice-que-restablecio-totalmente-servicio-electrico-en-florida-tras-irma/50000101-3387551   …",False,914812012449976322,/AEEONLINE/status/914812012449976322,"That's true, they did it with more than 28,000 hard-working men and women from across the United States and Canada. CC6 https: // www. efe.com/efe/usa/socied ad / fpl-dice-que-restauracio-totalmente-servicio-electrico-en-florida-tras-irma / 50000101-3387551 ...",2
44,AEEONLINE,2018-01-05 11:28:51,2,10,"El Director de Transmisión y Distribución, Ing. José Sepúlveda Aponte nos habla sobre el restablecimiento del sistema eléctrico para el día de hoy. CC6 https://www. facebook.com/aeepronline/vi deos/153993178587600/   …","El Director de Transmisión y Distribución, Ing. José Sepúlveda Aponte nos habla sobre el restablecimiento del sistema eléctrico para el día de hoy. CC6  facebook.com/aeepronline/vi deos/153993178587600/   …",False,949316777615470598,/AEEONLINE/status/949316777615470598,"The Director of Transmission and Distribution, Ing. José Sepúlveda Aponte tells us about the restoration of the electrical system for today. CC6 https: // www. facebook.com/aeepronline/vi deos / 153993178587600 / ...",2
45,AEEONLINE,2017-11-18 04:59:42,6,63,Saludos. Personal técnico AEE de la Región Carolina completó las labores del cambio de poste en la calle 9 de Loma Alta y energizó sector a las 12:44 de esta madrugada. Estamos para servir a nuestro pueblo. CC1,Saludos. Personal técnico AEE de la Región Carolina completó las labores del cambio de poste en la calle 9 de Loma Alta y energizó sector a las 12:44 de esta madrugada. Estamos para servir a nuestro pueblo. CC1,False,931824225643585536,/AEEONLINE/status/931824225643585536,Greetings. AEE technical staff of the Carolina Region completed the work of the post change on the street 9 of Loma Alta and energized sector at 12:44 this morning. We are here to serve our people. CC1,2
46,AEEONLINE,2018-02-28 11:37:59,3,5,"Justo González: “La espina dorsal de nuestro sistema eléctrico son las líneas de transmisión de 230,000 y 115,000 voltios”. CC1 pic.twitter.com/FHYUtNnKgM","Justo González: “La espina dorsal de nuestro sistema eléctrico son las líneas de transmisión de 230,000 y 115,000 voltios”. CC1 ",False,968888018303160323,/AEEONLINE/status/968888018303160323,"Justo González: ""The spine of our electrical system is the 230,000 and 115,000 volt transmission lines."" CC1 pic.twitter.com/FHYUtNnKgM",2
47,AEEONLINE,2017-12-05 08:00:20,2,15,[AHORA] Accede a nuestra cuenta de Facebook pic.twitter.com/2haxpQ4VYm,[AHORA] Accede a nuestra cuenta de Facebook ,False,938030278202839040,/AEEONLINE/status/938030278202839040,[NOW] Access our Facebook account pic.twitter.com/2haxpQ4VYm,2
48,AEEONLINE,2018-01-14 05:23:22,30,40,Cambios en el itinerario de apagones coordinados - CC1 http://bit.ly/2mC9MKM  ,Cambios en el itinerario de apagones coordinados - CC1   ,False,952486291702255617,/AEEONLINE/status/952486291702255617,Changes in the itinerary of coordinated blackouts - CC1 http://bit.ly/2mC9MKM,8
49,AEEONLINE,2017-10-17 18:28:37,26,137,"Ricardo Ramos: ""Transmisiòn y distribución fue lo más que se destruyó. Estamos trabajando duro para levantar el sistema eléctrico"". CC1","Ricardo Ramos: ""Transmisiòn y distribución fue lo más que se destruyó. Estamos trabajando duro para levantar el sistema eléctrico"". CC1",False,920416286240362497,/AEEONLINE/status/920416286240362497,"Ricardo Ramos: ""Transmission and distribution was the most that was destroyed, we are working hard to raise the electrical system"". CC1",2
50,AEEONLINE,2017-09-13 09:29:45,52,60,AHORA enviamos informe Región San Juan con #Loqueestamoshaciendo .  CC6 #AEEyacomenzamos pic.twitter.com/qE8YFnQ6sq,AHORA enviamos informe Región San Juan con #Loqueestamoshaciendo .  CC6 #AEEyacomenzamos ,False,907959486064635904,/AEEONLINE/status/907959486064635904,NOW we send report San Juan Region with #Loqueestamoshaciendo. CC6 #AEEyacomplete pic.twitter.com/qE8YFnQ6sq,2
