username|date|retweets|favorites|text|cleantext|is_retweet|ID|permalink|Translation|address|coord_lat|coord_lon|coord_err
LuisRiveraMarin|2017-10-18 22:21:53|16|42|Maestras y madres de la escuela Bryan de Las Marías quienes estaban arreglando la escuela para el inicio escolar__NEWLINE__@ricardorossello pic.twitter.com/aUxOl0iHFV|Maestras y madres de la escuela Bryan de Las Marías quienes estaban arreglando la escuela para el inicio escolar__NEWLINE__@ricardorossello |false|920837378272579585|/LuisRiveraMarin/status/920837378272579585|Teachers and mothers from the Bryan school in Las Marías who were arranging the school for the school start__NEWLINE __ @ ricardorossello pic.twitter.com/aUxOl0iHFV||||
LuisRiveraMarin|2017-10-02 11:16:17|40|95|Ayer impactamos 2,000 familias en el Tuque en Ponce junto a mi esposa Margarita y mis hijas Camen y Ana junto @chefjoseandres . #PRSeLevanta pic.twitter.com/Y5QYmxINGm|Ayer impactamos 2,000 familias en el Tuque en Ponce junto a mi esposa Margarita y mis hijas Camen y Ana junto @chefjoseandres . #PRSeLevanta |false|914871668119674881|/LuisRiveraMarin/status/914871668119674881|Yesterday we hit 2,000 families in the Tuque in Ponce with my wife Margarita and my daughters Camen and Ana together @chefjoseandres. #PRSeLevanta pic.twitter.com/Y5QYmxINGm||||
LuisRiveraMarin|2017-10-10 14:39:55|46|70|Tenemos Wifi totalmente gratis frente al @DeptEstadoPR  en la Plaza de Armas, para el uso de todos, pueden pedir clave en nuestra recepción.|Tenemos Wifi totalmente gratis frente al @DeptEstadoPR  en la Plaza de Armas, para el uso de todos, pueden pedir clave en nuestra recepción.|false|917822015255531521|/LuisRiveraMarin/status/917822015255531521|We have free Wi-Fi in front of the @DeptEstadoPR in the Plaza de Armas, for the use of all, you can ask for a password at our reception.||||
LuisRiveraMarin|2017-09-18 22:08:00|10|19|Desalojan la barriada Juana Matos en Cataño @ElNuevoDia http://www. elnuevodia.com/noticias/local es/nota/desalojanlabarriadajuanamatosencatano-2358738/   …|Desalojan la barriada Juana Matos en Cataño @ElNuevoDia  elnuevodia.com/noticias/local es/nota/desalojanlabarriadajuanamatosencatano-2358738/   …|false|909962244758351873|/LuisRiveraMarin/status/909962244758351873|They evict the Juana Matos neighborhood in Cataño @ElNuevoDia http: // www. elnuevodia.com/noticias/local es / note / desalojanlabarriadajuanamatosencatano-2358738 / ...||||
LuisRiveraMarin|2017-11-01 19:53:53|25|29|Servicios de pasaportes se reanudarán en oficina de Plaza Las Américas @ElNuevoDia   http://www. elnuevodia.com/noticias/local es/nota/serviciosdepasaportessereanudaranenoficinadeplazalasamericas-2370727/   …|Servicios de pasaportes se reanudarán en oficina de Plaza Las Américas @ElNuevoDia    elnuevodia.com/noticias/local es/nota/serviciosdepasaportessereanudaranenoficinadeplazalasamericas-2370727/   …|false|925873561868341248|/LuisRiveraMarin/status/925873561868341248|Passport services will be resumed at Plaza Las Americas office @ElNuevoDia http: // www. elnuevodia.com/noticias/local es / note / serviciosdepasaportessereanudaranenoficinadeplazalasamericas-2370727 / ...||||
LuisRiveraMarin|2017-12-18 05:45:12|4|20|Camino al @DeptEstadoPR  en la tradicional misa de Aguinaldo. pic.twitter.com/daB6rHcdci|Camino al @DeptEstadoPR  en la tradicional misa de Aguinaldo. |false|942707312237654016|/LuisRiveraMarin/status/942707312237654016|I walk to the @DeptEstadoPR in the traditional Mass of Aguinaldo. pic.twitter.com/daB6rHcdci||||
LuisRiveraMarin|2017-11-12 12:42:24|8|14|Commodore Kevin Robinson, mission commander; Capt Kevin Buckley, commanding officer, military treatment facility, and Command Master chief James Magee, USNS Comfort, thank you on behalf of @ricardorossello  and the people of Puerto Rico__NEWLINE__@USNSComfort pic.twitter.com/uW7HvXzUID|Commodore Kevin Robinson, mission commander; Capt Kevin Buckley, commanding officer, military treatment facility, and Command Master chief James Magee, USNS Comfort, thank you on behalf of @ricardorossello  and the people of Puerto Rico__NEWLINE__@USNSComfort |false|929766341225209856|/LuisRiveraMarin/status/929766341225209856|Commodore Kevin Robinson, mission commander; Capt Kevin Buckley, commanding officer, military treatment facility, and Command Master chief James Magee, USNS Comfort, thank you on behalf of @ricardorossello  and the people of Puerto Rico__NEWLINE__@USNSComfort pic.twitter.com/uW7HvXzUID||||
LuisRiveraMarin|2017-10-18 23:11:27|11|17|Llevando a Maricao las pastillas para purificar agua, alcalde Gilberto Pérez estamos con ustedes!  __NEWLINE__@ricardorossello  __NEWLINE__#PuertoRicoSeLevanta pic.twitter.com/MpNdJmmXOc|Llevando a Maricao las pastillas para purificar agua, alcalde Gilberto Pérez estamos con ustedes!  __NEWLINE__@ricardorossello  __NEWLINE__#PuertoRicoSeLevanta |false|920849848844333056|/LuisRiveraMarin/status/920849848844333056|Carrying Maricao the pills to purify water, Mayor Gilberto Pérez we are with you! __NEWLINE __ @ ricardorossello __NEWLINE __ # PuertoRicoSeLevanta pic.twitter.com/MpNdJmmXOc||||
LuisRiveraMarin|2017-10-21 15:48:14|4|18|En el Barrio Magueyes de Corozal junto a los padres de Jorgelys Zoé, nacida 4 días después del impacto del huracán María __NEWLINE__#PRSeLevanta pic.twitter.com/48KZ3CYd63|En el Barrio Magueyes de Corozal junto a los padres de Jorgelys Zoé, nacida 4 días después del impacto del huracán María __NEWLINE__#PRSeLevanta |false|921825473826607105|/LuisRiveraMarin/status/921825473826607105|In the Magueyes neighborhood of Corozal with the parents of Jorgelys Zoé, born 4 days after the impact of Hurricane María __NEWLINE __ # PRSeLevanta pic.twitter.com/48KZ3CYd63||||
LuisRiveraMarin|2017-10-22 13:23:31|61|135|Observando instalación de generadores en el Centro Médico junto al Cuerpo de Ingenieros y contratistas #PRSeLevanta pic.twitter.com/NiPdeWz55n|Observando instalación de generadores en el Centro Médico junto al Cuerpo de Ingenieros y contratistas #PRSeLevanta |false|922151444295356416|/LuisRiveraMarin/status/922151444295356416|Observing installation of generators in the Medical Center with the Corps of Engineers and contractors #PRSeLevanta pic.twitter.com/NiPdeWz55n||||
LuisRiveraMarin|2018-03-20 18:54:03|4|9|En la Ceremonia de Entrega de la Medalla Conmemorativa del Centenario del Advenimiento de la Ciudadanía Americana de Puerto Rico.  https://www. facebook.com/LuisGRiveraMar in/videos/1069822143175713/   …|En la Ceremonia de Entrega de la Medalla Conmemorativa del Centenario del Advenimiento de la Ciudadanía Americana de Puerto Rico.   facebook.com/LuisGRiveraMar in/videos/1069822143175713/   …|false|976230415169216513|/LuisRiveraMarin/status/976230415169216513|At the Ceremony of Delivery of the Commemorative Medal of the Centennial of the Advent of American Citizenship of Puerto Rico. https: // www. facebook.com/LuisGRiveraMar in / videos / 1069822143175713 / ...||||
LuisRiveraMarin|2017-11-28 04:28:56|1|3|Gobernador busca trato igual junto al grupo multisectorial privado https://www. metro.pr/pr/noticias/20 17/11/27/gobernador-busca-trato-igual-junto-al-grupo-multisectorial-privado.html   …|Gobernador busca trato igual junto al grupo multisectorial privado  metro.pr/pr/noticias/20 17/11/27/gobernador-busca-trato-igual-junto-al-grupo-multisectorial-privado.html   …|false|935440362436481024|/LuisRiveraMarin/status/935440362436481024|Governor seeks equal treatment with the private multisectoral group https: // www. metro.pr/pr/news/2017/17/27 / governor-seek-treatment-equal-together-with-multisector-private-group.html ...||||
LuisRiveraMarin|2018-03-05 17:33:27|11|37|A seguir trabajando junto a @ricardorossello  para completar la Agenda de Cambio y Transformación de Puerto Rico__NEWLINE__#loprometimosyhemoscumplido|A seguir trabajando junto a @ricardorossello  para completar la Agenda de Cambio y Transformación de Puerto Rico__NEWLINE__#loprometimosyhemoscumplido|false|970789416150208512|/LuisRiveraMarin/status/970789416150208512|To continue working with @ricardorossello to complete the Agenda for Change and Transformation of Puerto Rico__NEWLINE __ # loprometimosyhemoscomplished||||
LuisRiveraMarin|2018-02-18 10:28:46|3|6|Thanks for your support @COSecofState  to provide equality and fair representation to US Citizens in Puerto Rico|Thanks for your support @COSecofState  to provide equality and fair representation to US Citizens in Puerto Rico|false|965246722778820609|/LuisRiveraMarin/status/965246722778820609|Thanks for your support @COSecofState  to provide equality and fair representation to US Citizens in Puerto Rico||||
LuisRiveraMarin|2017-10-03 13:03:12|20|66|Mi esposa y mi hija entregado agua y sándwiches en la calle el Barrio Barcelona, a la entrada del Yunque en el municipio de Río Grande. pic.twitter.com/xKEGukbUkU|Mi esposa y mi hija entregado agua y sándwiches en la calle el Barrio Barcelona, a la entrada del Yunque en el municipio de Río Grande. |false|915260961589809152|/LuisRiveraMarin/status/915260961589809152|My wife and daughter delivered water and sandwiches in the street Barrio Barcelona, ​​at the entrance of El Yunque in the municipality of Rio Grande. pic.twitter.com/xKEGukbUkU||||
LuisRiveraMarin|2017-10-02 09:16:21|4|3|Durante la conferencia de prensa del Gobernador ofreciendo el detalle de la recuperación de PR al día de hoy. #PRSeLevanta pic.twitter.com/bitZt9py2Z|Durante la conferencia de prensa del Gobernador ofreciendo el detalle de la recuperación de PR al día de hoy. #PRSeLevanta |false|914841485320818689|/LuisRiveraMarin/status/914841485320818689|During the press conference of the Governor offering the detail of the recovery of PR to today. #PRSeLevanta pic.twitter.com/bitZt9py2Z||||
LuisRiveraMarin|2017-12-19 14:13:59|8|4|Junto al General @ChiefNGB  inspeccionando el proceso de purificación de agua en Comerío. Gracias al apoyo de la @NationalGuard  por el extraordinario respaldo que han brindado al Gobernador @ricardorossello  y a su equipo de trabajo. pic.twitter.com/3KMJXfBBkE|Junto al General @ChiefNGB  inspeccionando el proceso de purificación de agua en Comerío. Gracias al apoyo de la @NationalGuard  por el extraordinario respaldo que han brindado al Gobernador @ricardorossello  y a su equipo de trabajo. |false|943197739256635393|/LuisRiveraMarin/status/943197739256635393|Together with the General @ChiefNGB inspecting the process of water purification in Comerío. Thanks to the support of @NationalGuard for the extraordinary support they have given the Governor @ricardorossello and his team. pic.twitter.com/3KMJXfBBkE||||
LuisRiveraMarin|2017-10-18 10:49:23|6|10|Coordinando esfuerzos junto a la banca hipotecaria con @Justicia_PR  y Secretaria de Justicia, @wandavazquezg  y el sistema Karibe. pic.twitter.com/xs0juhiA4Z|Coordinando esfuerzos junto a la banca hipotecaria con @Justicia_PR  y Secretaria de Justicia, @wandavazquezg  y el sistema Karibe. |false|920663103943168001|/LuisRiveraMarin/status/920663103943168001|Coordinating efforts with the mortgage bank with @Justicia_PR and Secretary of Justice, @wandavazquezg and the Karibe system. pic.twitter.com/xs0juhiA4Z||||
LuisRiveraMarin|2017-11-02 16:23:25|0|13|Ahira saludando a personas que están siendo atendidas en la carpa de servicios médicos frente al USNS Comfort__NEWLINE__@fortalezapr  __NEWLINE__@DeptSaludPR pic.twitter.com/06BSQsITib|Ahira saludando a personas que están siendo atendidas en la carpa de servicios médicos frente al USNS Comfort__NEWLINE__@fortalezapr  __NEWLINE__@DeptSaludPR |false|926182983656189954|/LuisRiveraMarin/status/926182983656189954|Ahira greeting people who are being treated in the medical services tent in front of the USNS Comfort__NEWLINE __ @ fortalezapr __NEWLINE __ @ DeptSaludPR pic.twitter.com/06BSQsITib||||
LuisRiveraMarin|2018-01-19 15:38:40|1|7|@ marcorubio  le invito a que se una a la lucha contra el discrimen hacia los ciudadanos americanos en Puerto Rico, y opte por la ruta de la libertad y el pleno reconocimiento de los derechos civiles que nos corresponden como ciudadanos de los Estados Unidos|@ marcorubio  le invito a que se una a la lucha contra el discrimen hacia los ciudadanos americanos en Puerto Rico, y opte por la ruta de la libertad y el pleno reconocimiento de los derechos civiles que nos corresponden como ciudadanos de los Estados Unidos|false|954453074998890498|/LuisRiveraMarin/status/954453074998890498|@ marcorubio I invite you to join the fight against discrimination against American citizens in Puerto Rico, and choose the path of freedom and full recognition of civil rights that correspond to us as citizens of the United States||||
LuisRiveraMarin|2018-02-09 11:11:25|20|25|Hoy firmamos un acuerdo con el Secretario @Sec_Laboy_DDEC  @DDECPR  para desarrollar en conjunto un plan agresivo para fortalecer  la gestión para promocionar a Puerto Rico como Conector de Las Américas. pic.twitter.com/xgz29fE4cv|Hoy firmamos un acuerdo con el Secretario @Sec_Laboy_DDEC  @DDECPR  para desarrollar en conjunto un plan agresivo para fortalecer  la gestión para promocionar a Puerto Rico como Conector de Las Américas. |false|961995964738424832|/LuisRiveraMarin/status/961995964738424832|Today we signed an agreement with the Secretary @Sec_Laboy_DDEC @DDECPR to jointly develop an aggressive plan to strengthen the management to promote Puerto Rico as Connector of the Americas. pic.twitter.com/xgz29fE4cv||||
LuisRiveraMarin|2017-11-15 10:38:09|7|6|Hoy en @TWCInternships  renovando acuerdo para que nuestros estudiantes universitarios tengan oportunidades de estudio y trabajo en Washington.  Gracias al Presidente Norton por su apoyo a PR en este difícil momento.  Thank you and see you soon. pic.twitter.com/InsKuQigeK|Hoy en @TWCInternships  renovando acuerdo para que nuestros estudiantes universitarios tengan oportunidades de estudio y trabajo en Washington.  Gracias al Presidente Norton por su apoyo a PR en este difícil momento.  Thank you and see you soon. |false|930822235111198721|/LuisRiveraMarin/status/930822235111198721|Today @TWCInternships renewing agreement so that our university students have opportunities to study and work in Washington. Thanks to President Norton for his support of PR at this difficult time. Thank you and see you soon. pic.twitter.com/InsKuQigeK||||
LuisRiveraMarin|2017-10-02 13:25:51|1|3|Comienza el normal despacho de combustible; "Total" (Ave. 65 de Infantería). Hoy es mejor que ayer y mañana será mejor aún! #PRSeLevanta pic.twitter.com/BdUTEwKqVd|Comienza el normal despacho de combustible; "Total" (Ave. 65 de Infantería). Hoy es mejor que ayer y mañana será mejor aún! #PRSeLevanta |false|914904273636511745|/LuisRiveraMarin/status/914904273636511745|The normal fuel delivery begins; "Total" (65th Infantry Ave.) Today is better than yesterday and tomorrow will be even better! #PRSeLevanta pic.twitter.com/BdUTEwKqVd||||
LuisRiveraMarin|2018-02-17 11:24:50|10|23|'Today we remember Puerto Rico''s Champion of equality and social justice pic.twitter.com/j1afb9aisa'|'Today we remember Puerto Rico''s Champion of equality and social justice '|false|964898442387521537|/LuisRiveraMarin/status/964898442387521537|'Today we remember Puerto Rico''s Champion of equality and social justice pic.twitter.com/j1afb9aisa'||||
LuisRiveraMarin|2018-02-09 08:53:26|7|6|Ciudadanos complacidos y agradecidos del  Centro de Recuperación de @SBAgov  en el @DeptEstadoPR .__NEWLINE__ https://www. facebook.com/FEMAtv/videos/ 183790055562148/   …|Ciudadanos complacidos y agradecidos del  Centro de Recuperación de @SBAgov  en el @DeptEstadoPR .__NEWLINE__  facebook.com/FEMAtv/videos/ 183790055562148/   …|false|961961240238141440|/LuisRiveraMarin/status/961961240238141440|Pleased and grateful citizens of the Recovery Center of @ SBAgov at @DeptEstadoPR .__ NEWLINE__ https: // www. facebook.com/FEMAtv/videos/ 183790055562148 / ...||||
LuisRiveraMarin|2017-12-18 17:38:16|10|22|Apreciado Presidente @sebastianpinera , reciba nuestras felicitaciones por su elección y nuestros mejores deseos de un futuro brillante para el bien de Chile y el gran Pueblo chileno.  Aprovecho y le deseo una Feliz Navidad desde Puerto Rico.|Apreciado Presidente @sebastianpinera , reciba nuestras felicitaciones por su elección y nuestros mejores deseos de un futuro brillante para el bien de Chile y el gran Pueblo chileno.  Aprovecho y le deseo una Feliz Navidad desde Puerto Rico.|false|942886760765378560|/LuisRiveraMarin/status/942886760765378560|Dear President @sebastianpinera, receive our congratulations for your election and our best wishes for a bright future for the good of Chile and the great Chilean people. I take this opportunity and wish you a Merry Christmas from Puerto Rico.||||
LuisRiveraMarin|2017-10-15 11:42:08|2|6|Hablo del proceso de utilizar el filtro para purificar agua antes de beberla o en  preparación de alimentos__NEWLINE__ https://m.facebook.com/story.php?stor y_fbid=967151590109436&id=302919759865959   … pic.twitter.com/vViJggUbsW|Hablo del proceso de utilizar el filtro para purificar agua antes de beberla o en  preparación de alimentos__NEWLINE__  y_fbid=967151590109436&id=302919759865959   … |false|919589215108845570|/LuisRiveraMarin/status/919589215108845570|I am talking about the process of using the filter to purify water before drinking it or preparing food__NEWLINE__ https://m.facebook.com/story.php?stor y_fbid = 967151590109436 & id = 302919759865959 ... pic.twitter.com/vViJggUbsW||||
LuisRiveraMarin|2018-01-06 08:09:52|8|29|Feliz Día de Reyes! Que el amor del Niño Jesús se manifieste en tu vida. Le pido tres dones a los Reyes; justicia, sabiduría y la fuerza que trae la unidad. pic.twitter.com/UOJfGUAGUR|Feliz Día de Reyes! Que el amor del Niño Jesús se manifieste en tu vida. Le pido tres dones a los Reyes; justicia, sabiduría y la fuerza que trae la unidad. |false|949629088293097472|/LuisRiveraMarin/status/949629088293097472|'Happy king''s day! May the love of the Child Jesus manifest itself in your life. I ask for three gifts from the Kings; justice, wisdom and the strength that unity brings. pic.twitter.com/UOJfGUAGUR'||||
LuisRiveraMarin|2018-01-09 13:58:42|4|5|Departamento de Estado anuncia prórroga para el Real ID  http://www. foronoticioso.com/fn/departament o-de-estado-anuncia-prorroga-para-el-real-id/   …|Departamento de Estado anuncia prórroga para el Real ID   foronoticioso.com/fn/departament o-de-estado-anuncia-prorroga-para-el-real-id/   …|false|950804038983045122|/LuisRiveraMarin/status/950804038983045122|State Department announces extension for Real ID http: // www. foronoticioso.com/fn/departament o-de-estado-announces-prorroga-para-el-real-id / ...|Real, ID|||
LuisRiveraMarin|2017-11-04 12:49:24|6|9|Comunidad Montones en Las Piedras  recibe suministros y comida caliente, gracias a los voluntarios que hacen esto posible @FerriesCaribe . pic.twitter.com/IOKXXdmk9F|Comunidad Montones en Las Piedras  recibe suministros y comida caliente, gracias a los voluntarios que hacen esto posible @FerriesCaribe . |false|926853899344019467|/LuisRiveraMarin/status/926853899344019467|Community Mounds in Las Piedras receives supplies and hot food, thanks to the volunteers that make this possible @ FerriesCaribe. pic.twitter.com/IOKXXdmk9F||||
LuisRiveraMarin|2017-10-08 21:01:39|11|7|[VIDEO]  http://UnitedForPuertoRico.com    1-833-UNIDOPR @ricardorossello  @BeatrizRossello  @UNIDOSxPR  #UnidosPorPuertoRico https://www. facebook.com/LuisGRiveraMar in/videos/963404163817512/   …|[VIDEO]      1-833-UNIDOPR @ricardorossello  @BeatrizRossello  @UNIDOSxPR  #UnidosPorPuertoRico  facebook.com/LuisGRiveraMar in/videos/963404163817512/   …|false|917193307113099264|/LuisRiveraMarin/status/917193307113099264|[VIDEO]  http://UnitedForPuertoRico.com    1-833-UNIDOPR @ricardorossello  @BeatrizRossello  @UNIDOSxPR  #UnidosPorPuertoRico https://www. facebook.com/LuisGRiveraMar in/videos/963404163817512/   …||||
LuisRiveraMarin|2018-02-26 17:23:16|6|7|Con el Dr. Dimitri Kiosses de la Univ. de Cornell y Glorimar Andújar @DeptoFamiliaPR  ante el inicio del Weill Cornell HOPES Program para atender necesidades de la población de adultos mayores luego de los efectos causados por  María. pic.twitter.com/NFQzmde7B1|Con el Dr. Dimitri Kiosses de la Univ. de Cornell y Glorimar Andújar @DeptoFamiliaPR  ante el inicio del Weill Cornell HOPES Program para atender necesidades de la población de adultos mayores luego de los efectos causados por  María. |false|968250136584491008|/LuisRiveraMarin/status/968250136584491008|With Dr. Dimitri Kiosses of the Univ. Of Cornell and Glorimar Andújar @DeptoFamiliaPR before the beginning of the Weill Cornell HOPES Program to meet the needs of the population of older adults after the effects caused by María. pic.twitter.com/NFQzmde7B1||||
LuisRiveraMarin|2017-10-05 17:47:59|7|15|Visitando a los vecinos de Ciales avanzando día a día para que llegue la ayuda a nuestro querido pueblo #PRSeLevanta pic.twitter.com/3wYYLwkG2R|Visitando a los vecinos de Ciales avanzando día a día para que llegue la ayuda a nuestro querido pueblo #PRSeLevanta |false|916057404449673218|/LuisRiveraMarin/status/916057404449673218|Visiting the residents of Ciales advancing day by day so that help arrives in our beloved town #PRSeLevanta pic.twitter.com/3wYYLwkG2R||||
LuisRiveraMarin|2018-03-09 18:01:55|20|43|Con @FelixDelgadoPR  , el gobernador @ricardorossello  y otros compañeros de Gabinete revisando los daños causados a Cataño por las marejadas recientes pic.twitter.com/BWIqbCTj7n|Con @FelixDelgadoPR  , el gobernador @ricardorossello  y otros compañeros de Gabinete revisando los daños causados a Cataño por las marejadas recientes |false|972246128187117570|/LuisRiveraMarin/status/972246128187117570|With @FelixDelgadoPR, the governor @ricardorossello and other Cabinet colleagues reviewing the damages caused to Cataño by the recent swells pic.twitter.com/BWIqbCTj7n||||
LuisRiveraMarin|2018-01-24 11:20:36|8|28|Junto al gobernador @ricardorossello  en la juramentación del nuevo presidente de la @CEEPuertoRico  Juez Rafael A. Ramos Saenz. pic.twitter.com/vJV0e2PuiO|Junto al gobernador @ricardorossello  en la juramentación del nuevo presidente de la @CEEPuertoRico  Juez Rafael A. Ramos Saenz. |false|956200068306161664|/LuisRiveraMarin/status/956200068306161664|Together with the governor @ricardorossello in the swearing in of the new president of the @CEEPuertoRico Judge Rafael A. Ramos Saenz. pic.twitter.com/vJV0e2PuiO||||
LuisRiveraMarin|2017-12-22 06:52:19|3|17|Dayanara se despide de su padre  http://www. elvocero.com/escenario/daya nara-se-despide-de-su-padre/article_ea1cbfe4-e68e-11e7-92b8-272d7c1e8306.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share   …  via @voceropr|Dayanara se despide de su padre   elvocero.com/escenario/daya nara-se-despide-de-su-padre/article_ea1cbfe4-e68e-11e7-92b8-272d7c1e8306.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share   …  |false|944173755705774080|/LuisRiveraMarin/status/944173755705774080|Dayanara says goodbye to her father http: // www. elvocero.com/escenario/daya nara-se-despedide-de-su-padre / article_ea1cbfe4-e68e-11e7-92b8-272d7c1e8306.html? utm_medium = social & utm_source = twitter & utm_campaign = user-share ... via @voceropr||||
LuisRiveraMarin|2017-11-23 10:27:11|18|43|Happy Thanksgiving to our fellow Americans.  Thanks to all the volunteers and those that extended their helping hand to Puerto Rico. #PRStrong pic.twitter.com/X3UVKLXeFF|Happy Thanksgiving to our fellow Americans.  Thanks to all the volunteers and those that extended their helping hand to Puerto Rico. #PRStrong |false|933718579249405954|/LuisRiveraMarin/status/933718579249405954|Happy Thanksgiving to our fellow Americans.  Thanks to all the volunteers and those that extended their helping hand to Puerto Rico. #PRStrong pic.twitter.com/X3UVKLXeFF||||
